bnuber,gene,gene_description,copy_number,growth_rate_hr-1
b3469,"znta, eck3453, jw3434, yhho","zinc, cobalt and lead efflux system (ec:3,6,3,3 3,6,3,5)",,0.31
b3470,"sira, eck3454, jw3435, tusa, yhhp",conserved protein required for cell growth,,0.31
b3471,"yhhq, eck3455, jw3436",conserved inner membrane protein,,0.31
b3472,"dcrb, eck3456, jw5682, yhhr",periplasmic protein,1627,0.31
b3473,"yhhs, eck3457, jw5945",predicted transporter,,0.31
b3474,"yhht, eck3458, jw5680",predicted inner membrane protein,,0.31
b3475,"acpt, eck3459, jw3440, yhhu","holo-(acyl carrier protein) synthase 2 (ec:2,7,8,7)",,0.31
b3476,"nika, eck3460, hydc, hydd, jw3441",nickel transporter subunit,,0.31
b3477,"nikb, eck3461, hydc, hydd, jw3442",nickel transporter subunit,,0.31
b3478,"nikc, eck3462, hydc, hydd, jw3443",nickel transporter subunit,,0.31
b3479,"nikd, eck3463, hydc, hydd, jw3444",nickel transporter subunit,,0.31
b3480,"nike, eck3464, hydc, hydd, jw3445",nickel transporter subunit,,0.31
b3481,"nikr, eck3465, jw3446, yhhg","dna-binding transcriptional repressor, ni-binding",490,0.31
b3482,"rhsb, eck3466, jw5679",rhsb element core protein rshb,,0.31
b3483,"yhhh, eck3467, jw3449",predicted protein,,0.31
b3484,"yhhi, eck3469, jw3451",predicted transposase,,0.31
b3485,"yhhj, eck3470, jw5677",predicted transporter subunit: membrane component of abc superfamily,,0.31
b3486,"rbba, eck3471, jw5676, yhig, yhih",fused ribosome-associated atpase: atp-binding protein/atp-binding,,0.31
b3487,"yhii, eck3472, jw3454",predicted hlyd family secretion protein,61,0.31
b3488,"yhij, eck3473, jw3455",predicted protein,,0.31
b3491,"yhim, eck3476, jw5944",conserved inner membrane protein,,0.31
b3492,"yhin, eck3477, jw3459",predicted oxidoreductase with fad/nad(p)-binding domain,,0.31
b3493,"pita, eck3478, jw3460, pit","phosphate transporter, low-affinity",,0.31
b3494,"uspb, eck3479, jw3461, yhio",predicted universal stress (ethanol tolerance) protein b,,0.31
b3495,"uspa, eck3480, jw3462",universal stress global response regulator,18586,0.31
b3496,"dtpb, eck3481, jw3463, yhip",predicted transporter,,0.31
b3497,"yhiq, eck3482, jw5672",predicted sam-dependent methyltransferase,,0.31
b3498,"prlc, eck3483, jw3465, opda","oligopeptidase a (ec:3,4,24,70)",939,0.31
b3499,"yhir, eck3484, jw3466",predicted dna (exogenous) processing protein,,0.31
b3500,"gor, eck3485, gora, jw3467","glutathione oxidoreductase (ec:1,8,1,7)",643,0.31
b3501,"arsr, arse, eck3486, jw3468",dna-binding transcriptional repressor,,0.31
b3502,"arsb, arsf, eck3487, jw3469",arsenite/antimonite transporter,,0.31
b3503,"arsc, arsg, eck3488, jw3470","arsenate reductase (ec:1,20,4,1)",,0.31
b3504,"yhis, eck3489, jw3471",pseudogene,,0.31
b3506,"slp, eck3490, jw3474",outer membrane lipoprotein,445,0.31
b3507,"dctr, eck3491, jw3475, yhif",predicted dna-binding ranscriptional regulator,,0.31
b3508,"yhid, eck3492, jw5670, yhhe",predicted mg(2+) transport atpase inner membrane protein,,0.31
b3509,"hdeb, eck3493, jw5669, yhhd, yhic",acid-resistance protein,4029,0.31
b3510,"hdea, eck3494, jw3478, yhhc, yhib",stress response protein acid-resistance protein,,0.31
b3511,"hded, eck3495, jw3479, yhia",acid-resistance membrane protein,,0.31
b3512,"gade, eck3496, jw3480, yhie, yhit",dna-binding transcriptional activator,,0.31
b3513,"mdte, eck3497, jw3481, yhiu",multidrug resistance efflux transporter,,0.31
b3514,"mdtf, eck3498, jw3482, yhiv","multidrug transporter, rpos-dependent",,0.31
b3515,"gadw, eck3499, jw3483, yhiw",dna-binding transcriptional activator,,0.31
b3516,"gadx, eck3501, jw3484, yhix",dna-binding transcriptional dual regulator,,0.31
b3517,"gada, eck3502, gads, jw3485","glutamate decarboxylase a, plp-dependent (ec:4,1,1,15)",1284,0.31
b3518,"yhja, eck3503, jw3486",predicted cytochrome c peroxidase,,0.31
b3519,"tref, eck3504, jw3487","cytoplasmic trehalase (ec:3,2,1,28)",,0.31
b3520,"yhjb, eck3505, jw3488",predicted dna-binding response regulator in two-component regulatory,,0.31
b3521,"yhjc, eck3506, jw3489",predicted dna-binding transcriptional regulator,,0.31
b3522,"yhjd, eck3507, jw3490",conserved inner membrane protein,,0.31
b3523,"yhje, eck3508, jw3491",predicted transporter,,0.31
b3524,"yhjg, eck3509, jw3492, yhjf",predicted outer membrane biogenesis protein,94,0.31
b3525,"yhjh, eck3510, jw3493",eal domain containing protein involved in flagellar function,,0.31
b3526,"kdgk, eck3511, jw5668, yhji","ketodeoxygluconokinase (ec:2,7,1,45)",141,0.31
b3527,"yhjj, eck3512, jw3495",predicted zinc-dependent peptidase,178,0.31
b3528,"dcta, eck3513, jw3496, out","c4-dicarboxylic acid, orotate and citrate transporter",,0.31
b3529,"yhjk, eck3514, jw5943",predicted diguanylate cyclase,,0.31
b3530,"bcsc, eck3515, jw5942, yhjl",cellulose synthase subunit,,0.31
b3531,"bcsz, bcsc, eck3516, jw3499, yhjm","endo-1,4-d-glucanase (ec:3,2,1,4)",,0.31
b3532,"bcsb, eck3517, jw3500, yhjn","regulator of cellulose synthase, cyclic di-gmp binding",,0.31
b3533,"bcsa, eck3518, jw5665, yhjo, yhjp","cellulose synthase, catalytic subunit (ec:2,4,1,12)",,0.31
b3534,"yhjq, eck3519, jw5941",pseudogene,,0.31
b3535,"yhjr, eck3520, jw3503",conserved protein,,0.31
b3536,"bcse, eck3521, jw3504, yhjs",conserved protein,,0.31
b3537,"bcsf, eck3522, jw5663, yhjt",predicted protein,,0.31
b3538,"bcsg, eck3523, jw3506, yhju",predicted inner membrane protein,,0.31
b3539,"yhjv, eck3526, jw3508",predicted transporter,,0.31
b3540,"dppf, eck3527, jw3509",dipeptide transporter,216,0.31
b3541,"dppd, eck3528, jw3510",dipeptide transporter,792,0.31
b3542,"dppc, eck3529, jw3511",dipeptide transporter,,0.31
b3543,"dppb, eck3530, jw3512",dipeptide transporter,,0.31
b3544,"dppa, alu, dpp, eck3531, fpp, jw3513",dipeptide transporter,17188,0.31
b3545,"prok, eck3532, jwr0080, prov",trna-pro,,0.31
b3546,"eptb, eck3533, jw5660, pagc, pmrc, yhjw",predicted metal dependent hydrolase,,0.31
b3547,"yhjx, eck3534, jw3516",predicted transporter,,0.31
b3548,"yhjy, eck3535, jw5659",conserved protein,,0.31
b3549,"tag, eck3536, jw3518, taga","3-methyl-adenine dna glycosylase i, constitutive (ec:3,2,2,20)",,0.31
b3550,"yiac, eck3537, jw3519",predicted acyltransferase with acyl-coa n-acyltransferase domain,,0.31
b3551,"bisc, eck3538, jw5940","biotin sulfoxide reductase (ec:1,-,-,-)",,0.31
b3552,"yiad, eck3539, jw5657",predicted outer membrane lipoprotien,,0.31
b3553,"ghrb, eck3540, jw5656, tkra, yiae",2-keto-d-gluconate reductase (glyoxalate reductase) (2-ketoaldonate,1737,0.31
b3554,"yiaf, eck3541, jw5655",conserved protein,593,0.31
b3555,"yiag, eck3542, jw3524",predicted transcriptional regulator,,0.31
b3556,"cspa, eck3543, jw3525",major cold shock protein,,0.31
b3557,"insj, eck3545",is150 protein insa,,0.31
b3558,"insk, dins, eck3546",is150 conserved protein insb,,0.31
b3559,"glys, eck3547, gly-act, jw3530","glycine trna synthetase, beta subunit (ec:6,1,1,14)",2490,0.31
b3560,"glyq, cfca, eck3548, glys, jw3531","glycine trna synthetase, alpha subunit (ec:6,1,1,14)",1725,0.31
b3561,"wech, eck3550, jw3533, yiah",conserved inner membrane protein,,0.31
b3562,"yiaa, eck3551, jw3534",conserved inner membrane protein,,0.31
b3563,"yiab, eck3552, jw5654",conserved inner membrane protein,,0.31
b3564,"xylb, eck3553, jw3536","xylulokinase (ec:2,7,1,17)",,0.31
b3565,"xyla, eck3554, jw3537","d-xylose isomerase (ec:5,3,1,5)",,0.31
b3566,"xylf, eck3555, jw3538, xylt",d-xylose transporter subunit,605,0.31
b3567,"xylg, eck3556, jw3539",fused d-xylose transporter subunits of abc superfamily: atp-binding,,0.31
b3568,"xylh, eck3557, jw3540",d-xylose transporter subunit,,0.31
b3569,"xylr, eck3558, jw3541","dna-binding transcriptional activator, xylose-binding",,0.31
b3570,"bax, eck3559, jw5653",conserved protein,,0.31
b3571,"mals, eck3560, jw3543","alpha-amylase (ec:3,2,1,1)",,0.31
b3572,"avta, eck3561, jw5652","valine-pyruvate aminotransferase (ec:2,6,1,66)",,0.31
b3573,"ysaa, eck3562, jw3545","predicted hydrogenase, 4fe-4s ferredoxin-type component",,0.31
b3574,"yiaj, eck3563, jw3546",predicted dna-binding transcriptional repressor,,0.31
b3575,"yiak, eck3564, jw3547","2,3-diketo-l-gulonate dehydrogenase, nadh-dependent (ec:1,1,1,-)",,0.31
b3576,"yial, eck3565, jw3548",conserved protein,,0.31
b3577,"yiam, eck3566, jw3549",predicted transporter,,0.31
b3578,"yian, eck3567, jw5651",predicted transporter,,0.31
b3579,"yiao, eck3568, jw3551",predicted transporter,,0.31
b3580,"lyxk, eck3569, jw3552, xylk, yiap","l-xylulose kinase (ec:2,7,1,53)",,0.31
b3581,"yiaq, eck3570, jw3553, sgbh","3-keto-l-gulonate 6-phosphate decarboxylase (ec:4,1,2,-)",,0.31
b3582,"yiar, eck3571, jw5650, sgbu",predicted l-xylulose 5-phosphate 3-epimerase,,0.31
b3583,"yias, eck3572, jw3555, sgbe","l-ribulose-5-phosphate 4-epimerase (ec:5,1,3,4)",,0.31
b3584,"yiat, eck3573, jw3556",predicted protein,,0.31
b3585,"yiau, eck3574, jw3557",predicted dna-binding transcriptional regulator,,0.31
b3586,"yiav, eck3575, jw3558","membrane fusion protein (mfp) component of efflux pump, signal",,0.31
b3587,"yiaw, eck3576, jw3559",conserved inner membrane protein,,0.31
b3588,"aldb, eck3577, jw3561, yiax","aldehyde dehydrogenase b (ec:1,2,1,22)",830,0.31
b3589,"yiay, eck3578, jw5648",predicted fe-containing alcohol dehydrogenase,,0.31
b3590,"selb, eck3579, fdha, jw3563",selenocysteinyl-trna-specific translation factor,26,0.31
b3591,"sela, eck3580, fdha, jw3564","selenocysteine synthase (ec:2,9,1,1)",,0.31
b3592,"yibf, eck3581, jw3565",predicted glutathione s-transferase,713,0.31
b3593,"rhsa, eck3582, jw3566",rhsa element core protein rsha,,0.31
b3594,"yiba, eck3583, jw3568",lyase containing heat-repeat,,0.31
b3595,"yibj, eck3584, jw5647",pseudogene,,0.31
b3596,"yibg, eck3585, jw3570",conserved protein,,0.31
b3597,"yibh, eck3586, jw3571",predicted protein,,0.31
b3598,"yibi, eck3587, jw3572",predicted inner membrane protein,,0.31
b3599,"mtla, eck3588, jw3573, mtlc",fused mannitol-specific pts enzymes: iia components/iib,603,0.31
b3600,"mtld, eck3589, jw3574","mannitol-1-phosphate dehydrogenase, nad(p)-binding (ec:1,1,1,17)",828,0.31
b3601,"mtlr, eck3590, jw3575",dna-binding repressor,,0.31
b3602,"yibl, eck3592, jw3577",conserved protein,906,0.31
b3603,"lldp, eck3593, jw3578, lct, lctp",l-lactate permease,,0.31
b3604,"lldr, eck3594, jw3579, lct, lctr",dna-binding transcriptional repressor,,0.31
b3605,"lldd, eck3595, jw3580, lct, lctd","l-lactate dehydrogenase, fmn-linked (ec:1,1,2,3)",99,0.31
b3606,"yibk, eck3596, jw3581",predicted rrna methylase,,0.31
b3607,"cyse, eck3597, jw3582","serine acetyltransferase (ec:2,3,1,30)",441,0.31
b3608,"gpsa, eck3598, jw3583","glycerol-3-phosphate dehydrogenase (nad+) (ec:1,1,1,94)",281,0.31
b3609,"secb, eck3599, jw3584",protein export chaperone,9606,0.31
b3610,"grxc, eck3600, jw3585, yibm",glutaredoxin 3,2875,0.31
b3611,"yibn, eck3601, jw3586",predicted rhodanese-related sulfurtransferase,1102,0.31
b3612,"gpmm, eck3602, gpmc, gpmi, jw3587, pgmi, yibo","phosphoglycero mutase iii, cofactor-independent (ec:5,4,2,1)",2280,0.31
b3613,"envc, eck3603, jw5646, yibp",protease with a role in cell division,,0.31
b3614,"yibq, eck3604, jw5645",predicted polysaccharide deacetylase,,0.31
b3615,"yibd, eck3605, jw3590",predicted glycosyl transferase,,0.31
b3616,"tdh, eck3606, jw3591","threonine 3-dehydrogenase, nad(p)-binding (ec:1,1,1,103)",190,0.31
b3617,"kbl, eck3607, jw3592","glycine c-acetyltransferase (ec:2,3,1,29)",34,0.31
b3618,"yibb, eck3608, htrl, jw5644",predicted protein,,0.31
b3619,"rfad, eck3609, gmhd, hldd, htrm, jw3594, waad","adp-l-glycero-d-mannoheptose-6-epimerase, nad(p)-binding",2679,0.31
b3620,"rfaf, eck3610, jw3595, waaf","adp-heptose:lps heptosyltransferase ii (ec:2,-,-,-)",,0.31
b3621,"rfac, eck3611, jw3596, waac, yibc","adp-heptose:lps heptosyl transferase i (ec:2,-,-,-)",,0.31
b3622,"rfal, eck3612, jw3597, waal",o-antigen ligase,,0.31
b3623,"waau, eck3613, jw3598, rfak, waak",lipopolysaccharide core biosynthesis,,0.31
b3624,"rfaz, eck3614, jw3599, waaz",lipopolysaccharide core biosynthesis protein,,0.31
b3625,"rfay, eck3615, jw3600, waay",lipopolysaccharide core biosynthesis protein,,0.31
b3626,"rfaj, eck3616, jw3601, waaj, waar",udp-d-glucose:(galactosyl)lipopolysaccharide glucosyltransferase,,0.31
b3627,"rfai, eck3617, jw3602, waai","udp-d-galactose:(glucosyl)lipopolysaccharide-alpha-1,3-d-galactosylt",,0.31
b3628,"rfab, eck3618, jw3603, lps, waab","udp-d-galactose:(glucosyl)lipopolysaccharide-1,6-d-galactosyltransfe",,0.31
b3629,"rfas, eck3619, jw3604, waas",lipopolysaccharide core biosynthesis protein,,0.31
b3630,"rfap, eck3620, jw3605, waap",kinase that phosphorylates core heptose of lipopolysaccharide,,0.31
b3631,"rfag, eck3621, jw3606, waag","glucosyltransferase i (ec:2,4,1,-)",,0.31
b3632,"rfaq, eck3622, jw3607, waaq",lipopolysaccharide core biosynthesis protein,,0.31
b3633,"waaa, eck3623, jw3608, kdta",3-deoxy-d-manno-octulosonic-acid transferase (kdo transferase),,0.31
b3634,"coad, eck3624, jw3609, kdtb, yica","pantetheine-phosphate adenylyltransferase (ec:2,7,7,3)",,0.31
b3635,"mutm, eck3625, fpg, jw3610",formamidopyrimidine/5-formyluracil/5-hydroxymethyluracil dna,,0.31
b3636,"rpmg, eck3626, jw3611",50s ribosomal subunit protein l33,9904,0.31
b3637,"rpmb, eck3627, jw3612",50s ribosomal subunit protein l28,14366,0.31
b3638,"yicr, eck3628, jw5643, radc","protein associated with replication fork, possible dna repair",,0.31
b3639,"dfp, coabc, eck3629, jw5642",fused 4'-phosphopantothenoylcysteine,,0.31
b3640,"dut, dnas, eck3630, jw3615, sof","deoxyuridinetriphosphatase (ec:3,6,1,23)",1106,0.31
b3641,"slma, eck3631, jw5641, ttk, yicb",division inhibitor,,0.31
b3642,"pyre, eck3632, jw3617","orotate phosphoribosyltransferase (ec:2,4,2,10)",,0.31
b3643,"rph, eck3633, jw3618",defective ribonuclease ph,,0.31
b3644,"yicc, eck3634, jw3619",conserved protein,716,0.31
b3645,"dind, eck3635, jw3620, pcsa, yicd",dna-damage-inducible protein,,0.31
b3646,"yicg, eck3636, jw3621",conserved inner membrane protein,,0.31
b3647,"ligb, eck3637, jw3622, yicf","dna ligase, nad(+)-dependent",,0.31
b3648,"gmk, eck3638, jw3623, spor","guanylate kinase (ec:2,7,4,8)",180,0.31
b3649,"rpoz, eck3639, jw3624, spos","rna polymerase, omega subunit (ec:2,7,7,6)",4698,0.31
b3650,"spot, eck3640, jw3625","bifunctional (p)ppgpp synthetase ii/guanosine-3',5'-bis",,0.31
b3651,"trmh, eck3641, jw3626, spou","trna mg18-2'-o-methyltransferase, sam-dependen",,0.31
b3652,"recg, eck3642, jw3627, radc, spov","atp-dependent dna helicase (ec:3,6,1,-)",,0.31
b3653,"glts, eck3643, gltc, jw3628",glutamate transporter,,0.31
b3654,"xanp, eck3644, jw3629, yice",predicted transporter,,0.31
b3655,"yich, eck3645, jw3630",conserved protein,53,0.31
b3656,"yici, eck3646, jw3631",predicted alpha-glucosidase,,0.31
b3657,"yicj, eck3647, jw5939",predicted transporter,,0.31
b3658,"selc, eck3648, fdhc, jwr0081",trna-sec,,0.31
b3659,"setc, eck3649, jw3633, yick",predicted sugar efflux system,,0.31
b3660,"yicl, eck3650, jw3634",predicted inner membrane protein,,0.31
b3661,"nlpa, eck3651, jw3635",cytoplasmic membrane lipoprotein-28,1785,0.31
b3662,"nepi, eck3653, gaia, jw5938, yicm",predicted transporter,,0.31
b3663,"yicn, eck3654, jw5637",conserved protein,,0.31
b3664,"yico, eck3655, jw5636, pbua",predicted xanthine/uracil permase,,0.31
b3665,"ade, adec, adu, eck3656, jw3640, yicp","cryptic adenine deaminase (ec:3,5,4,2)",,0.31
b3666,"uhpt, eck3657, jw3641",hexose phosphate transporter,,0.31
b3667,"uhpc, eck3658, jw3642",membrane protein regulates uhpt expression,,0.31
b3668,"uhpb, eck3659, jw3643",sensory histidine kinase in two-component regulatory sytem with uhpa,,0.31
b3669,"uhpa, eck3660, jw3644",dna-binding response regulator in two-component regulatory system,,0.31
b3670,"ilvn, eck3661, jw3645","acetolactate synthase i, small subunit (ec:2,2,1,6)",,0.31
b3671,"ilvb, eck3662, jw3646","acetolactate synthase i, large subunit (ec:2,2,1,6)",2165,0.31
b3672,"ivbl, eck3663, jw3647",ilvb operon leader peptide,,0.31
b3673,"emrd, eck3664, jw5634, yicq",multidrug efflux system protein,,0.31
b3674,"yidf, eck3665, jw3650",predicted dna-binding transcriptional regulator,,0.31
b3675,"yidg, eck3666, jw3651",predicted inner membrane protein,,0.31
b3676,"yidh, eck3667, jw3652",conserved inner membrane protein,,0.31
b3677,"yidi, eck3668, jw3653",predicted inner membrane protein,,0.31
b3678,"yidj, eck3669, jw3654",predicted sulfatase/phosphatase,,0.31
b3679,"yidk, eck3670, jw3655",predicted transporter,,0.31
b3680,"yidl, eck3671, jw3656",predicted dna-binding transcriptional regulator,,0.31
b3683,"glvc, eck3674, glvb, jw3659, yidn, yido",pseudogene,,0.31
b3684,"yidp, eck3676, jw3661",predicted dna-binding transcriptional regulator,,0.31
b3685,"yide, eck3677, jw3662, yibe",predicted transporter,,0.31
b3686,"ibpb, eck3678, hsls, htpe, jw3663",heat shock chaperone,,0.31
b3687,"ibpa, eck3679, hslt, htpn, jw3664",heat shock chaperone,,0.31
b3688,"yidq, ecfi, eck3680, jw5633",conserved outer membrane protein,,0.31
b3689,"yidr, eck3681, jw5860",conserved protein,,0.31
b3690,"cbra, eck3682, jw5631, yids",predicted oxidoreductase with fad/nad(p)-binding domain,,0.31
b3691,"dgot, eck3683, jw5859, yidt",d-galactonate transporter,,0.31
b3693,"dgok, eck3686, jw3670, yidv","2-oxo-3-deoxygalactonate kinase (ec:2,7,1,58)",,0.31
b3696,"yidx, eck3688, jw5858",predicted lipoproteinc,,0.31
b3697,"yida, eck3689, jw3674",predicted hydrolase,,0.31
b3698,"yidb, eck3690, jw3675",conserved protein,,0.31
b3699,"gyrb, acrb, cou, eck3691, himb, hisu, hopa, jw5625, nalc, para,","dna gyrase, subunit b (ec:5,99,1,3)",788,0.31
b3700,"recf, eck3692, jw3677, uvrf",gap repair protein,,0.31
b3701,"dnan, eck3693, jw3678","dna polymerase iii, beta subunit (ec:2,7,7,7)",534,0.31
b3702,"dnaa, eck3694, jw3679","chromosomal replication initiator protein dnaa, dna-binding",53,0.31
b3703,"rpmh, eck3695, jw3680, rima, ssaf",50s ribosomal subunit protein l34,16333,0.31
b3704,"rnpa, eck3696, jw3681","protein c5 component of rnase p (ec:3,1,26,5)",,0.31
b3705,"yidc, eck3698, jw3683, oxaa","cytoplasmic insertase into membrane protein, sec system",777,0.31
b3706,"mnme, eck3699, jw3684, thdf, trme",gtpase,97,0.31
b3707,"tnac, eck3700, jw3685, tnal",tryptophanase leader peptide,,0.31
b3708,"tnaa, eck3701, ind, jw3686","tryptophanase/l-cysteine desulfhydrase, plp-dependent (ec:4,1,99,1)",,0.31
b3709,"tnab, eck3702, jw5619, jw5622, tnap, trpp",tryptophan transporter of low affinity,,0.31
b3710,"mdtl, eck3703, jw3688, yidy",multidrug efflux system protein,,0.31
b3711,"yidz, eck3704, jw3689",predicted dna-binding transcriptional regulator,,0.31
b3712,"yiee, eck3705, jw3690",predicted phosphopantetheinyl transferase,,0.31
b3713,"yief, eck3706, jw3691","chromate reductase, class i, flavoprotein",1415,0.31
b3714,"purp, eck3707, jw3692, yieg",predicted inner membrane protein,,0.31
b3715,"yieh, eck3708, jw3693",predicted hydrolase,,0.31
b3716,"cbrb, eck3709, jw3694, yiei",predicted inner membrane protein,,0.31
b3717,"cbrc, eck3710, jw3695, yiej",conserved protein,,0.31
b3718,"yiek, eck3711, jw5613",predicted 6-phosphogluconolactonase,,0.31
b3719,"yiel, eck3712, jw5612",predicted xylanase,,0.31
b3720,"bglh, eck3713, jw3698, yiec","carbohydrate-specific outer membrane porin, cryptic",,0.31
