cog,gene_name,gene_product
Transcription,rpoZ,RNA polymerase subunit &omega;
Defense Mechanisms,rppH,RNA pyrophosphohydrolase
"Translation, ribosomal structure, and biogenesis",rpsA,30S ribosomal subunit protein S1
"Translation, ribosomal structure, and biogenesis",rpsB,30S ribosomal subunit protein S2
"Translation, ribosomal structure, and biogenesis",rpsC,30S ribosomal subunit protein S3
"Translation, ribosomal structure, and biogenesis",rpsD,30S ribosomal subunit protein S4
"Translation, ribosomal structure, and biogenesis",rpsE,30S ribosomal subunit protein S5
"Translation, ribosomal structure, and biogenesis",rpsF,30S ribosomal subunit protein S6
"Translation, ribosomal structure, and biogenesis",rpsG,30S ribosomal subunit protein S7
"Translation, ribosomal structure, and biogenesis",rpsH,30S ribosomal subunit protein S8
"Translation, ribosomal structure, and biogenesis",rpsI,30S ribosomal subunit protein S9
"Translation, ribosomal structure, and biogenesis",rpsJ,30S ribosomal subunit protein S10
"Translation, ribosomal structure, and biogenesis",rpsK,30S ribosomal subunit protein S11
"Translation, ribosomal structure, and biogenesis",rpsL,30S ribosomal subunit protein S12
"Translation, ribosomal structure, and biogenesis",rpsM,30S ribosomal subunit protein S13
"Translation, ribosomal structure, and biogenesis",rpsN,30S ribosomal subunit protein S14
"Translation, ribosomal structure, and biogenesis",rpsO,30S ribosomal subunit protein S15
"Translation, ribosomal structure, and biogenesis",rpsP,30S ribosomal subunit protein S16
"Translation, ribosomal structure, and biogenesis",rpsQ,30S ribosomal subunit protein S17
"Translation, ribosomal structure, and biogenesis",rpsR,30S ribosomal subunit protein S18
"Translation, ribosomal structure, and biogenesis",rpsS,30S ribosomal subunit protein S19
"Translation, ribosomal structure, and biogenesis",rpsT,30S ribosomal subunit protein S20
"Translation, ribosomal structure, and biogenesis",rpsU,30S ribosomal subunit protein S21
"Translation, ribosomal structure, and biogenesis",rraA,ribonuclease E inhibitor protein A
"Translation, ribosomal structure, and biogenesis",rraB,ribonuclease E inhibitor protein B
Transcription,rsd,regulator of sigma D
Signal transduction mechanisms,rseA,anti-sigma-E factor RseA
Signal transduction mechanisms,rseB,anti-sigma factor stabilizing protein RseB
Signal transduction mechanisms,rseC,protein RseC
"Post-translational modification, protein turnover, and chaperones",rseP,intramembrane zinc metalloprotease RseP
"Translation, ribosomal structure, and biogenesis",rsfS,ribosomal silencing factor RsfS
"Translation, ribosomal structure, and biogenesis",rsmA,"16S rRNA m62A1518,m62A1519 dimethyltransferase"
"Translation, ribosomal structure, and biogenesis",rsmB,16S rRNA m5C967 methyltransferase
"Translation, ribosomal structure, and biogenesis",rsmC,16S rRNA m2G1207 methyltransferase
"Translation, ribosomal structure, and biogenesis",rsmD,16S rRNA m2G966 methyltransferase
"Translation, ribosomal structure, and biogenesis",rsmE,16S rRNA m3U1498 methyltransferase
"Translation, ribosomal structure, and biogenesis",rsmF,16S rRNA m5C1407 methyltransferase
"Translation, ribosomal structure, and biogenesis",rsmG,16S rRNA m7G527 methyltransferase
"Translation, ribosomal structure, and biogenesis",rsmH,16S rRNA m4C1402 methyltransferase
"Translation, ribosomal structure, and biogenesis",rsmI,16S rRNA 2'-O-ribose C1402 methyltransferase
No Specific COG Annotation,rsmJ,16S rRNA m2G1516 methyltransferase
General function prediction only,rspA,mandelate racemase/muconate lactonizing enzyme family protein RspA
Aminio acid transport and metabolism,rspB,putative zinc-binding dehydrogenase RspB
General function prediction only,rssA,putative patatin-like phospholipase RssA
No Specific COG Annotation,rssB,"RssB-P // ""regulator of RpoS"""
Transcription,rstA,"Phosphorylated DNA-binding transcriptional regulator RstA // ""DNA-binding transcriptional regulator RstA"""
Signal transduction mechanisms,rstB,"sensory histidine kinase RstB - phosphorylated // ""sensory histidine kinase RstB"""
"Translation, ribosomal structure, and biogenesis",rsuA,16S rRNA pseudouridine516 synthase
Energy production and conversion,rsxA,SoxR [2Fe-2S] reducing system protein RsxA
Energy production and conversion,rsxB,SoxR [2Fe-2S] reducing system protein RsxB
Energy production and conversion,rsxC,SoxR [2Fe-2S] reducing system protein RsxC
Energy production and conversion,rsxD,SoxR [2Fe-2S] reducing system protein RsxD
Energy production and conversion,rsxE,SoxR [2Fe-2S] reducing system protein RsxE
Energy production and conversion,rsxG,SoxR [2Fe-2S] reducing system protein RsxG
RNA processsign and modification,rtcA,RNA 3'-terminal phosphate cyclase
"Translation, ribosomal structure, and biogenesis",rtcB,RNA-splicing ligase
Transcription,rtcR,DNA-binding transcriptional activator RtcR
Signal transduction mechanisms,rtn,putative c-di-GMP phosphodiesterase PdeN
"Translation, ribosomal structure, and biogenesis",rumB,23S rRNA m5U747 methyltransferase
General function prediction only,rutA,pyrimidine oxygenase
Energy production and conversion,rutF,flavin reductase
Nucleotide transport and metabolism,rutG,pyrimidine:H+ symporter
Transcription,rutR,DNA-binding transcriptional dual regulator RutR
"Replication, recombination, and repair",ruvA,Holliday junction branch migration complex subunit RuvA
"Replication, recombination, and repair",ruvB,Holliday junction branch migration complex subunit RuvB
"Replication, recombination, and repair",ruvC,crossover junction endodeoxyribonuclease RuvC
Energy production and conversion,sad,succinate semialdehyde dehydrogenase (NAD(P)+) Sad
Cell wall/membrane/envelope biogenesis,sanA,DUF218 domain-containing protein SanA
Aminio acid transport and metabolism,sapA,putative periplasmic binding protein SapA
Defense Mechanisms,sapB,putrescine ABC exporter membrane subunit SapB
Defense Mechanisms,sapC,putrescine ABC exporter membrane protein SapC
Defense Mechanisms,sapD,putrescine ABC exporter ATP binding protein SapD
Defense Mechanisms,sapF,putrescine ABC exporter ATP binding protein SapF
"Replication, recombination, and repair",sbcB,exodeoxyribonuclease I
"Replication, recombination, and repair",sbcC,"ATP dependent, structure specific DNA nuclease - SbcC subunit"
"Replication, recombination, and repair",sbcD,"ATP dependent, structure specific DNA nuclease - SbcD subunit"
Lipid transport and metabolism,sbmA,peptide antibiotic/peptide nucleic acid transporter
"Replication, recombination, and repair",sbmC,DNA gyrase inhibitor
Inorganic ion transport and metabolism,sbp,sulfate/thiosulfate ABC transporter periplasmic binding protein Sbp
Lipid transport and metabolism,scpB,methylmalonyl-CoA decarboxylase
Aminio acid transport and metabolism,sdaA,L-serine deaminase I
Aminio acid transport and metabolism,sdaB,L-serine deaminase II
Aminio acid transport and metabolism,sdaC,SDAC-MONOMER
Energy production and conversion,sdhA,"succinate:quinone oxidoreductase, FAD binding protein"
Energy production and conversion,sdhB,"succinate:quinone oxidoreductase, iron-sulfur cluster binding protein"
Energy production and conversion,sdhC,"succinate:quinone oxidoreductase, membrane protein SdhC"
Energy production and conversion,sdhD,"succinate:quinone oxidoreductase, membrane protein SdhD"
Transcription,sdiA,DNA-binding transcriptional dual regulator SdiA
"Intracellular trafficking, secretion, and vesicular transport",secA,protein translocation ATPase
"Intracellular trafficking, secretion, and vesicular transport",secB,SecB chaperone
"Intracellular trafficking, secretion, and vesicular transport",secD,Sec translocon accessory complex subunit SecD
"Intracellular trafficking, secretion, and vesicular transport",secE,Sec translocon subunit SecE
"Intracellular trafficking, secretion, and vesicular transport",secF,Sec translocon accessory complex subunit SecF
"Intracellular trafficking, secretion, and vesicular transport",secG,Sec translocon subunit SecG
No Specific COG Annotation,secM,SecA translation regulator
"Intracellular trafficking, secretion, and vesicular transport",secY,Sec translocon subunit SecY
"Translation, ribosomal structure, and biogenesis",selA,selenocysteine synthase
"Translation, ribosomal structure, and biogenesis",selB,selenocysteyl-tRNA-specific translation elongation factor
Aminio acid transport and metabolism,selD,"selenide, water dikinase"
"Translation, ribosomal structure, and biogenesis",selU,EG11768-MONOMER
"Replication, recombination, and repair",seqA,negative modulator of initiation of replication
General function prediction only,serA,phosphoglycerate dehydrogenase
Aminio acid transport and metabolism,serB,PSERPHOSPHA-MONOMER
Aminio acid transport and metabolism,serC,phosphoserine/phosphohydroxythreonine aminotransferase
"Translation, ribosomal structure, and biogenesis",serS,serine-tRNA ligase
Carbohydrate transport and metabolism,setA,B0070-MONOMER
Cell motility,sfmA,putative fimbrial protein SfmA
Signal transduction mechanisms,sfsA,putative DNA-binding transcriptional regulator of maltose metabolism
Transcription,sfsB,putative transcriptional regulator SfsB
Signal transduction mechanisms,sgcA,putative PTS enzyme IIA component SgcA
Carbohydrate transport and metabolism,sgcE,KpLE2 phage-like element; putative epimerase SgcE
General function prediction only,sgcQ,KpLE2 phage-like element; putative nucleoside triphosphatase
Transcription,sgcR,KpLE2 phage-like element; putative DNA-binding transcriptional regulator SgcR
Aminio acid transport and metabolism,sgcX,KpLE2 phage-like element; putative endoglucanase with Zn-dependent exopeptidase domain
Transcription,sgrR,DNA-binding transcriptional dual regulator SgrR
No Specific COG Annotation,shiA,SHIA-MONOMER
No Specific COG Annotation,sieB,Rac prophage; phage superinfection exclusion protein
Signal transduction mechanisms,sixA,phosphohistidine phosphatase SixA
"Post-translational modification, protein turnover, and chaperones",skp,periplasmic chaperone Skp
Transcription,slmA,nucleoid occlusion factor SlmA
Cell wall/membrane/envelope biogenesis,slp,starvation lipoprotein
Transcription,slyA,DNA-binding transcriptional dual regulator SlyA
Cell wall/membrane/envelope biogenesis,slyB,outer membrane lipoprotein SlyB
"Post-translational modification, protein turnover, and chaperones",slyD,FKBP-type peptidyl-prolyl cis-trans isomerase SlyD
Function unknown,slyX,protein SlyX
"Replication, recombination, and repair",smf,protein Smf
Function unknown,smg,DUF494 domain-containing protein Smg
"Post-translational modification, protein turnover, and chaperones",smpB,SsrA-binding protein
Coenzyme transport and metabolism,smtA,tRNA <b>cmo</b>5U34 methyltransferase
Inorganic ion transport and metabolism,sodA,superoxide dismutase (Mn)
Inorganic ion transport and metabolism,sodB,superoxide dismutase (Fe)
Inorganic ion transport and metabolism,sodC,superoxide dismutase (Cu-Zn)
"Post-translational modification, protein turnover, and chaperones",sohB,S49 peptidase family protein
Aminio acid transport and metabolism,solA,SARCOX-MONOMER
Transcription,soxR,DNA-binding transcriptional dual regulator SoxR
Transcription,soxS,DNA-binding transcriptional dual regulator SoxS
Aminio acid transport and metabolism,speA,"arginine decarboxylase, biosynthetic"
Aminio acid transport and metabolism,speB,agmatinase
Aminio acid transport and metabolism,speC,"ornithine decarboxylase, biosynthetic"
Aminio acid transport and metabolism,speD,"S-adenosylmethionine decarboxylase proenzyme // ""β cleavage product of SpeD"" // ""α cleavage product of SpeD"""
Aminio acid transport and metabolism,speE,spermidine synthase
"Translation, ribosomal structure, and biogenesis",speG,spermidine N-acetyltransferase
Transcription,spoT,bifunctional (p)ppGpp synthase/hydrolase SpoT
"Post-translational modification, protein turnover, and chaperones",sppA,"protease IV, a signal peptide peptidase"
"Post-translational modification, protein turnover, and chaperones",spy,ATP-independent periplasmic chaperone
No Specific COG Annotation,sra,30S ribosomal subunit protein S22
Signal transduction mechanisms,srkA,stress response kinase A
Carbohydrate transport and metabolism,srlB,sorbitol-specific PTS enzyme IIA component
"Secondary metabolites, biosynthesis, transport, and catabolism",srlD,sorbitol-6-phosphate 2-dehydrogenase
Carbohydrate transport and metabolism,srlE,sorbitol-specific PTS enzyme IIBC1 component
Transcription,srlR,DNA-binding transcriptional repressor SrlR
"Replication, recombination, and repair",srmB,ATP-dependent RNA helicase SrmB
"Replication, recombination, and repair",ssb,ssDNA-binding protein
Inorganic ion transport and metabolism,sseA,3-mercaptopyruvate sulfurtransferase
No Specific COG Annotation,sseB,protein SseB
"Post-translational modification, protein turnover, and chaperones",sspA,stringent starvation protein A
General function prediction only,sspB,ClpXP protease specificity-enhancing factor
Aminio acid transport and metabolism,sstT,YGJU-MONOMER
Inorganic ion transport and metabolism,ssuA,aliphatic sulfonate ABC transporter periplasmic binding protein
Inorganic ion transport and metabolism,ssuB,aliphatic sulfonate ABC transporter ATP binding subunit
General function prediction only,ssuD,FMNH2-dependent alkanesulfonate monooxygenase
Energy production and conversion,ssuE,NADPH-dependent FMN reductase
No Specific COG Annotation,stfR,Rac prophage; putative prophage side tail fiber protein StfR
Energy production and conversion,sthA,soluble pyridine nucleotide transhydrogenase
Transcription,stpA,DNA-binding transcriptional repressor StpA with RNA chaperone activity
Energy production and conversion,sucA,subunit of E1(0) component of 2-oxoglutarate dehydrogenase
Energy production and conversion,sucB,"SucB-dihydrolipoate // ""SucB-S-succinyldihydrolipoate"" // ""SucB-lipoate"" // ""dihydrolipoyltranssuccinylase"""
Energy production and conversion,sucC,succinyl-CoA synthetase subunit β
Energy production and conversion,sucD,succinyl-CoA synthetase subunit α
"Post-translational modification, protein turnover, and chaperones",sufA,iron-sulfur cluster insertion protein SufA
"Post-translational modification, protein turnover, and chaperones",sufB,Fe-S cluster scaffold complex subunit SufB
"Post-translational modification, protein turnover, and chaperones",sufC,Fe-S cluster scaffold complex subunit SufC
"Post-translational modification, protein turnover, and chaperones",sufD,Fe-S cluster scaffold complex subunit SufD
