annotation,cog_id,cog_letter,gene_name
"Phosphate starvation-inducible protein PhoH, predicted ATPase",COG1702,T,phoH
"Phosphate starvation-inducible protein PhoH, predicted ATPase",COG1702,T,ybeZ
Putative periplasmic protein kinase ArgK and related GTPases of G3E family,COG1703,E,argK
Muramidase (flagellum-specific),COG1705,N,flgJ_2
Muramidase (flagellum-specific),COG1705,U,flgJ_2
Flagellar basal-body P-ring protein,COG1706,N,flgI
Restriction endonuclease,COG1715,V,mrr
Uncharacterized conserved protein,COG1720,S,yaeB
Exonuclease VII small subunit,COG1722,L,xseB
Uncharacterized protein conserved in bacteria,COG1729,S,ybgF
Periplasmic glycine betaine/choline-binding (lipo)protein of an ABC-type transport system (osmoprotectant binding protein),COG1732,M,yehZ
Predicted transcriptional regulators,COG1733,K,ytfH
DnaK suppressor protein,COG1734,T,dksA
DnaK suppressor protein,COG1734,T,ybiI
Predicted metal-dependent hydrolase with the TIM-barrel fold,COG1735,R,php
Transcriptional regulators,COG1737,K,rpiR
Transcriptional regulators,COG1737,K,yebK
Transcriptional regulators,COG1737,K,yfeT
Transcriptional regulators,COG1737,K,yfhH
Uncharacterized conserved protein,COG1738,S,yhhQ
Uncharacterized conserved protein,COG1739,S,yigZ
"Ni,Fe-hydrogenase I small subunit",COG1740,C,hyaA
"Ni,Fe-hydrogenase I small subunit",COG1740,C,hybO
Pirin-related protein,COG1741,R,yhaK
Pirin-related protein,COG1741,R,yhhW
Uncharacterized conserved protein,COG1742,S,ynfA
Flagellar hook protein FlgE,COG1749,N,flgE
Predicted esterase of the alpha-beta hydrolase superfamily,COG1752,R,rssA
"DNA-directed RNA polymerase, subunit K/omega",COG1758,K,rpoZ
L-serine deaminase,COG1760,E,sdaA
L-serine deaminase,COG1760,E,sdaB
L-serine deaminase,COG1760,E,yhaP
L-serine deaminase,COG1760,E,yhaQ
Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type),COG1762,G,cmtB
Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type),COG1762,G,frvA
Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type),COG1762,G,frvR_2
Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type),COG1762,G,gatA
Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type),COG1762,G,hrsA_1
Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type),COG1762,G,ptsA_2
Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type),COG1762,G,ptsN
Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type),COG1762,T,cmtB
Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type),COG1762,T,frvA
Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type),COG1762,T,frvR_2
Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type),COG1762,T,gatA
Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type),COG1762,T,hrsA_1
Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type),COG1762,T,ptsA_2
Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type),COG1762,T,ptsN
Molybdopterin-guanine dinucleotide biosynthesis protein,COG1763,H,mobB
"Predicted redox protein, regulator of disulfide bond formation",COG1764,O,osmC
"Predicted redox protein, regulator of disulfide bond formation",COG1765,O,yhfA
Flagellar biosynthesis/type III secretory pathway lipoprotein,COG1766,N,fliF
Flagellar biosynthesis/type III secretory pathway lipoprotein,COG1766,U,fliF
Triphosphoribosyl-dephospho-CoA synthetase,COG1767,H,citG
Protease II,COG1770,E,ptrB
Rubredoxin,COG1773,C,ygaK_2
"Benzoyl-CoA reductase/2-hydroxyglutaryl-CoA dehydratase subunit, BcrC/BadD/HgdB",COG1775,E,yjiM
Low specificity phosphatase (HAD superfamily),COG1778,R,yrbI
Protein involved in ribonucleotide reduction,COG1780,F,nrdI
"Aspartate carbamoyltransferase, regulatory subunit",COG1781,F,pyrI
Alkaline phosphatase,COG1785,P,phoA
"Acyl CoA:acetate/3-ketoacid CoA transferase, alpha subunit",COG1788,I,atoD
Cell shape-determining protein,COG1792,M,mreC
Aspartate racemase,COG1794,M,ygeA
Uncharacterized conserved protein,COG1801,S,yecE
Transcriptional regulators,COG1802,K,ydfH
Transcriptional regulators,COG1802,K,ygaE
Transcriptional regulators,COG1802,K,yjjM
Transcriptional regulators,COG1802,K,yncC
Methylglyoxal synthase,COG1803,G,mgsA
Predicted acyl-CoA transferases/carnitine dehydratase,COG1804,C,caiB
Predicted acyl-CoA transferases/carnitine dehydratase,COG1804,C,yfdE
Predicted acyl-CoA transferases/carnitine dehydratase,COG1804,C,yfdW
Uncharacterized protein conserved in bacteria,COG1806,S,ydiA
4-amino-4-deoxy-L-arabinose transferase and related glycosyltransferases of PMT family,COG1807,M,yfbI
"Uncharacterized membrane protein, possible Na+ channel or pump",COG1811,R,yqgA
Flagellar basal body protein,COG1815,N,flgB
Adenosine deaminase,COG1816,F,add
N-acetylglucosamine-6-phosphate deacetylase,COG1820,G,agaA
N-acetylglucosamine-6-phosphate deacetylase,COG1820,G,nagA
Predicted Na+/dicarboxylate symporter,COG1823,R,ydjN
Ribosomal protein L25 (general stress protein Ctc),COG1825,J,rplY
Sec-independent protein secretion pathway components,COG1826,U,tatA
Sec-independent protein secretion pathway components,COG1826,U,tatB
Sec-independent protein secretion pathway components,COG1826,U,tatE
"DhnA-type fructose-1,6-bisphosphate aldolase and related enzymes",COG1830,G,fbaB
"DhnA-type fructose-1,6-bisphosphate aldolase and related enzymes",COG1830,G,yneB
Predicted CoA-binding protein,COG1832,R,yccU
"Tartrate dehydratase beta subunit/Fumarate hydratase class I, C-terminal domain",COG1838,C,fumA_2
"Tartrate dehydratase beta subunit/Fumarate hydratase class I, C-terminal domain",COG1838,C,fumB_2
"Tartrate dehydratase beta subunit/Fumarate hydratase class I, C-terminal domain",COG1838,C,ttdB
Ribosomal protein L30/L7E,COG1841,J,rpmD
"Phage shock protein A (IM30), suppresses sigma54-dependent transcription",COG1842,K,pspA
"Phage shock protein A (IM30), suppresses sigma54-dependent transcription",COG1842,K,yjfJ
"Phage shock protein A (IM30), suppresses sigma54-dependent transcription",COG1842,T,pspA
"Phage shock protein A (IM30), suppresses sigma54-dependent transcription",COG1842,T,yjfJ
Flagellar hook capping protein,COG1843,N,flgD
"Heme/copper-type cytochrome/quinol oxidase, subunit 3",COG1845,C,cyoC
Transcriptional regulators,COG1846,K,emrR
Transcriptional regulators,COG1846,K,marR
Transcriptional regulators,COG1846,K,slyA
"Conserved protein/domain typically associated with flavoprotein oxygenases, DIM6/NTAB family",COG1853,R,ycdH
"Conserved protein/domain typically associated with flavoprotein oxygenases, DIM6/NTAB family",COG1853,R,yddH
LuxS protein involved in autoinducer AI2 synthesis,COG1854,T,luxS
Cytochrome c peroxidase,COG1858,P,yhjA
RNA:NAD 2'-phosphotransferase,COG1859,J,kptA
Preprotein translocase subunit YajC,COG1862,U,yajC
Phosphoenolpyruvate carboxykinase (ATP),COG1866,C,pckA
Flagellar motor switch protein,COG1868,N,fliM
"ABC-type ribose transport system, auxiliary component",COG1869,G,rbsD
Uncharacterized conserved protein,COG1872,S,yggU
Trehalose-6-phosphatase,COG1877,G,otsB
"ABC-type sugar transport system, periplasmic component",COG1879,G,alsB
"ABC-type sugar transport system, periplasmic component",COG1879,G,araF
"ABC-type sugar transport system, periplasmic component",COG1879,G,mglB
"ABC-type sugar transport system, periplasmic component",COG1879,G,rbsB
"ABC-type sugar transport system, periplasmic component",COG1879,G,torT
"ABC-type sugar transport system, periplasmic component",COG1879,G,yneA
"ABC-type sugar transport system, periplasmic component",COG1879,G,yphF
Phospholipid-binding protein,COG1881,R,ybcL
Phospholipid-binding protein,COG1881,R,ybhB
Pyruvate-formate lyase,COG1882,C,pflB
Pyruvate-formate lyase,COG1882,C,pflD
Pyruvate-formate lyase,COG1882,C,tdcE
Pyruvate-formate lyase,COG1882,C,ybiW
"Methylmalonyl-CoA mutase, N-terminal domain/subunit",COG1884,I,sbm_1
Flagellar motor switch/type III secretory pathway protein,COG1886,N,fliN
Flagellar motor switch/type III secretory pathway protein,COG1886,U,fliN
Ketopantoate reductase,COG1893,H,apbA
"NADH:ubiquinone oxidoreductase, NADH-binding (51 kD) subunit",COG1894,C,nuoF
Predicted hydrolases of HD superfamily,COG1896,R,yfbR
Predicted hydrolases of HD superfamily,COG1896,R,yfdR
Homoserine trans-succinylase,COG1897,E,metA
"dTDP-4-dehydrorhamnose 3,5-epimerase and related enzymes",COG1898,M,rfbC
"NADH:flavin oxidoreductases, Old Yellow Enzyme family",COG1902,C,fadH_1
"NADH:flavin oxidoreductases, Old Yellow Enzyme family",COG1902,C,nemA
Glucuronate isomerase,COG1904,G,uxaC
NADH:ubiquinone oxidoreductase 24 kD subunit,COG1905,C,nuoE
Mn2+ and Fe2+ transporters of the NRAMP family,COG1914,P,mntA
Fe2+ transport system protein A,COG1918,P,feoA
Selenocysteine synthase [seryl-tRNASer selenium transferase],COG1921,E,selA
Teichoic acid biosynthesis proteins,COG1922,M,wecG
Uncharacterized host factor I protein,COG1923,R,hfq
Activator of 2-hydroxyglutaryl-CoA dehydratase (HSP70-class ATPase domain),COG1924,I,yjiL
"Phosphotransferase system, HPr-related proteins",COG1925,G,fruB_2
"Phosphotransferase system, HPr-related proteins",COG1925,G,ptsH
"Phosphotransferase system, HPr-related proteins",COG1925,G,ptsO
"Phosphotransferase system, HPr-related proteins",COG1925,G,ycgC_2
"Phosphotransferase system, HPr-related proteins",COG1925,G,ypdD_1
Glycerate kinase,COG1929,G,ybbZ
Glycerate kinase,COG1929,G,yhaD
Phosphoserine aminotransferase,COG1932,H,serC
Phosphoserine aminotransferase,COG1932,E,serC
Uncharacterized protein conserved in bacteria,COG1934,S,yhbN
Uncharacterized protein conserved in bacteria,COG1937,S,yaiN
Uncharacterized protein conserved in bacteria,COG1937,S,yohL
Transcriptional regulator/sugar kinase,COG1940,K,alsK
Transcriptional regulator/sugar kinase,COG1940,K,mlc
Transcriptional regulator/sugar kinase,COG1940,K,nagC
Transcriptional regulator/sugar kinase,COG1940,K,nanK
Transcriptional regulator/sugar kinase,COG1940,K,yajF
Transcriptional regulator/sugar kinase,COG1940,K,ycfX
Transcriptional regulator/sugar kinase,COG1940,K,yphH
Transcriptional regulator/sugar kinase,COG1940,G,alsK
Transcriptional regulator/sugar kinase,COG1940,G,mlc
Transcriptional regulator/sugar kinase,COG1940,G,nagC
Transcriptional regulator/sugar kinase,COG1940,G,nanK
Transcriptional regulator/sugar kinase,COG1940,G,yajF
Transcriptional regulator/sugar kinase,COG1940,G,ycfX
Transcriptional regulator/sugar kinase,COG1940,G,yphH
"Uncharacterized protein, 4-oxalocrotonate tautomerase homolog",COG1942,R,ydcE
Transposase and inactivated derivatives,COG1943,L,yafM
Uncharacterized conserved protein,COG1944,S,ycaO
Acyl-CoA thioesterase,COG1946,I,tesB
4-diphosphocytidyl-2C-methyl-D-erythritol 2-phosphate synthase,COG1947,I,ychB
Oligoribonuclease (3'->5' exoribonuclease),COG1949,A,orn
"Tartrate dehydratase alpha subunit/Fumarate hydratase class I, N-terminal domain",COG1951,C,fumA_1
"Tartrate dehydratase alpha subunit/Fumarate hydratase class I, N-terminal domain",COG1951,C,fumB_1
"Tartrate dehydratase alpha subunit/Fumarate hydratase class I, N-terminal domain",COG1951,C,ttdA
Preprotein translocase subunit SecB,COG1952,U,secB
Cytosine/uracil/thiamine/allantoin permeases,COG1953,F,ybbW
Cytosine/uracil/thiamine/allantoin permeases,COG1953,H,ybbW
Glycerol-3-phosphate responsive antiterminator (mRNA-binding),COG1954,K,ygcP
GAF domain-containing protein,COG1956,T,yebR
Inosine-uridine nucleoside N-ribohydrolase,COG1957,F,yaaF
Inosine-uridine nucleoside N-ribohydrolase,COG1957,F,ybeK
Inosine-uridine nucleoside N-ribohydrolase,COG1957,F,yeiK
Predicted transcriptional regulator,COG1959,K,yfhP
Predicted transcriptional regulator,COG1959,K,yjeB
Acyl-CoA dehydrogenases,COG1960,I,aidB
Acyl-CoA dehydrogenases,COG1960,I,caiA
Acyl-CoA dehydrogenases,COG1960,I,yafH
Acyl-CoA dehydrogenases,COG1960,I,ydiO
"Site-specific recombinases, DNA invertase Pin homologs",COG1961,L,pin
"Site-specific recombinases, DNA invertase Pin homologs",COG1961,L,pinQ
"Site-specific recombinases, DNA invertase Pin homologs",COG1961,L,pinR
"Site-specific recombinases, DNA invertase Pin homologs",COG1961,L,yagL
"Site-specific recombinases, DNA invertase Pin homologs",COG1961,L,ybcK
"Protein implicated in iron transport, frataxin homolog",COG1965,P,cyaY
"Carbon starvation protein, predicted membrane protein",COG1966,T,cstA
"Carbon starvation protein, predicted membrane protein",COG1966,T,yjiY
Uncharacterized bacitracin resistance protein,COG1968,V,bacA
"Ni,Fe-hydrogenase I cytochrome b subunit",COG1969,C,hyaC
Large-conductance mechanosensitive channel,COG1970,M,mscL
Predicted membrane protein,COG1971,S,yebN
Nucleoside permease,COG1972,F,nupC
Nucleoside permease,COG1972,F,yeiJ
Nucleoside permease,COG1972,F,yeiM
SOS-response transcriptional repressors (RecA-mediated autopeptidases),COG1974,K,lexA
SOS-response transcriptional repressors (RecA-mediated autopeptidases),COG1974,K,umuD
SOS-response transcriptional repressors (RecA-mediated autopeptidases),COG1974,K,ymfK
SOS-response transcriptional repressors (RecA-mediated autopeptidases),COG1974,T,lexA
SOS-response transcriptional repressors (RecA-mediated autopeptidases),COG1974,T,umuD
SOS-response transcriptional repressors (RecA-mediated autopeptidases),COG1974,T,ymfK
"Xanthine and CO dehydrogenases maturation factor, XdhC/CoxF family",COG1975,O,yagQ
"Xanthine and CO dehydrogenases maturation factor, XdhC/CoxF family",COG1975,O,yqeB
"Molybdopterin converting factor, small subunit",COG1977,H,moaD
"Uncharacterized oxidoreductases, Fe-dependent alcohol dehydrogenase family",COG1979,C,yqhD
Arginine/lysine/ornithine decarboxylases,COG1982,E,adiA
Arginine/lysine/ornithine decarboxylases,COG1982,E,cadA
Arginine/lysine/ornithine decarboxylases,COG1982,E,ldcC
Arginine/lysine/ornithine decarboxylases,COG1982,E,speC
Arginine/lysine/ornithine decarboxylases,COG1982,E,speF
Putative stress-responsive transcriptional regulator,COG1983,K,pspC
Putative stress-responsive transcriptional regulator,COG1983,T,pspC
Allophanate hydrolase subunit 2,COG1984,E,ybgK
"Pyrimidine reductase, riboflavin biosynthesis",COG1985,H,ribD_2
Uncharacterized conserved protein,COG1986,S,yjjX
"Flagellar biosynthesis pathway, component FliQ",COG1987,N,fliQ
"Flagellar biosynthesis pathway, component FliQ",COG1987,U,fliQ
Predicted membrane-bound metal-dependent hydrolases,COG1988,R,ybcI
Predicted membrane-bound metal-dependent hydrolases,COG1988,R,ydjM
"Type II secretory pathway, prepilin signal peptidase PulO and related peptidases",COG1989,N,hofD
"Type II secretory pathway, prepilin signal peptidase PulO and related peptidases",COG1989,N,pppA
"Type II secretory pathway, prepilin signal peptidase PulO and related peptidases",COG1989,O,hofD
"Type II secretory pathway, prepilin signal peptidase PulO and related peptidases",COG1989,O,pppA
"Type II secretory pathway, prepilin signal peptidase PulO and related peptidases",COG1989,U,hofD
"Type II secretory pathway, prepilin signal peptidase PulO and related peptidases",COG1989,U,pppA
Pyridoxal phosphate biosynthesis protein,COG1995,H,pdxA
Uncharacterized protein conserved in bacteria,COG2001,S,yabB
Regulators of stationary/sporulation gene expression,COG2002,K,sohA
DNA repair proteins,COG2003,L,radC
DNA repair proteins,COG2003,L,yeeS
DNA repair proteins,COG2003,L,yfjY
DNA repair proteins,COG2003,L,ykfG
N-terminal domain of molybdenum-binding protein,COG2005,R,modE
Threonine aldolase,COG2008,E,ybjU
"Succinate dehydrogenase/fumarate reductase, cytochrome b subunit",COG2009,C,sdhC
"ABC-type metal ion transport system, permease component",COG2011,P,yaeE
Alkyl sulfatase and related hydrolases,COG2015,Q,yjcS
Galactose mutarotase and related enzymes,COG2017,G,galM
Galactose mutarotase and related enzymes,COG2017,G,yihR
Galactose mutarotase and related enzymes,COG2017,G,yphB
Uncharacterized enzyme of thiazole biosynthesis,COG2022,H,thiG
"Electron transfer flavoprotein, alpha subunit",COG2025,C,fixB
"Electron transfer flavoprotein, alpha subunit",COG2025,C,ydiR
"Electron transfer flavoprotein, alpha subunit",COG2025,C,ygcQ
Cytotoxic translational repressor of toxin-antitoxin stability system,COG2026,J,relE
Cytotoxic translational repressor of toxin-antitoxin stability system,COG2026,D,relE
D-alanyl-D-alanine carboxypeptidase (penicillin-binding protein 4),COG2027,M,dacB
Acyl dehydratase,COG2030,I,maoC_2
Short chain fatty acids transporter,COG2031,I,atoE
Cu/Zn superoxide dismutase,COG2032,P,sodC
NaMN:DMB phosphoribosyltransferase,COG2038,H,cobT
Homocysteine/selenocysteine methylase (S-methylmethionine-dependent),COG2040,E,yagD
Sulfite oxidase and related enzymes,COG2041,R,yedY
Allophanate hydrolase subunit 1,COG2049,E,ybgJ
"Uncharacterized protein, possibly involved in aromatic compounds catabolism",COG2050,Q,paaI
"Uncharacterized protein, possibly involved in aromatic compounds catabolism",COG2050,Q,ybdB
"Uncharacterized protein, possibly involved in aromatic compounds catabolism",COG2050,Q,ydiI
"Uncharacterized protein, possibly involved in aromatic compounds catabolism",COG2050,Q,yigI
Malate/L-lactate dehydrogenases,COG2055,C,ybiC
Malate/L-lactate dehydrogenases,COG2055,C,yiaK
Malate/L-lactate dehydrogenases,COG2055,C,ylbC
"Acyl CoA:acetate/3-ketoacid CoA transferase, beta subunit",COG2057,I,atoA
"K+-transporting ATPase, A chain",COG2060,P,kdpA
Phosphohistidine phosphatase SixA,COG2062,T,sixA
Flagellar basal body L-ring protein,COG2063,N,flgH
Glutaminase,COG2066,E,ybaS
Glutaminase,COG2066,E,yneH
Long-chain fatty acid transport protein,COG2067,I,fadL
