uniprot,desc,gene,cog_class_letter,cog_desc,cog_class
P77674,Gamma-aminobutyraldehyde dehydrogenase OS=Escherichia coli (strain K12) GN=prr PE=1 SV=1,prr,C,Energy production and conversion,Metabolism
P0A717,Ribose-phosphate pyrophosphokinase OS=Escherichia coli (strain K12) GN=prs PE=1 SV=2,prs,FE,Nucleotide transport and metabolism,Metabolism
P0A8K1,Phosphatidylserine decarboxylase proenzyme OS=Escherichia coli (strain K12) GN=psd PE=1 SV=1,psd,I,Lipid transport and metabolism,Metabolism
P0AFM4,Phosphate starvation-inducible protein psiF OS=Escherichia coli (strain K12) GN=psiF PE=1 SV=1,psiF,Not Assigned,Not Assigned,Not Assigned
P0AFM6,Phage shock protein A OS=Escherichia coli (strain K12) GN=pspA PE=1 SV=2,pspA,KT,Transcription,Information Storage and Processing
P0AFM9,Phage shock protein B OS=Escherichia coli (strain K12) GN=pspB PE=1 SV=1,pspB,Not Assigned,Not Assigned,Not Assigned
P23857,Thiosulfate sulfurtransferase PspE OS=Escherichia coli (strain K12) GN=pspE PE=1 SV=1,pspE,P,Inorganic ion transport and metabolism,Metabolism
P37344,Psp operon transcriptional activator OS=Escherichia coli (strain K12) GN=pspF PE=1 SV=2,pspF,KT,Transcription,Information Storage and Processing
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase OS=Escherichia coli (strain K12) GN=pssA PE=1 SV=2,pssA,I,Lipid transport and metabolism,Metabolism
P0AAH0,Phosphate import ATP-binding protein PstB OS=Escherichia coli (strain K12) GN=pstB PE=1 SV=2,pstB,P,Inorganic ion transport and metabolism,Metabolism
P0AG82,Phosphate-binding protein pstS OS=Escherichia coli (strain K12) GN=pstS PE=1 SV=1,pstS,P,Inorganic ion transport and metabolism,Metabolism
P33025,Pseudouridine-5'-phosphate glycosidase OS=Escherichia coli (strain K12) GN=psuG PE=1 SV=1,psuG,Q,"Secondary metabolites biosynthesis, transport and catabolism",Metabolism
P0A9M8,Phosphate acetyltransferase OS=Escherichia coli (strain K12) GN=pta PE=1 SV=2,pta,R,General function prediction only,Poorly Characterized
P0A7D1,Peptidyl-tRNA hydrolase OS=Escherichia coli (strain K12) GN=pth PE=1 SV=1,pth,J,"Translation, ribosomal structure and biogenesis",Information Storage and Processing
P05458,Protease 3 OS=Escherichia coli (strain K12) GN=ptrA PE=1 SV=1,ptrA,O,"Posttranslational modification, protein turnover, chaperones",Cellular Processes and Signaling
P24555,Protease 2 OS=Escherichia coli (strain K12) GN=ptrB PE=1 SV=2,ptrB,E,Amino acid transport and metabolism,Metabolism
P69786,PTS system glucose-specific EIICB component OS=Escherichia coli (strain K12) GN=ptsG PE=1 SV=1,ptsG,G,Carbohydrate transport and metabolism,Metabolism
P0AA04,Phosphocarrier protein HPr OS=Escherichia coli (strain K12) GN=ptsH PE=1 SV=1,ptsH,G,Carbohydrate transport and metabolism,Metabolism
P08839,Phosphoenolpyruvate-protein phosphotransferase OS=Escherichia coli (strain K12) GN=ptsI PE=1 SV=1,ptsI,G,Carbohydrate transport and metabolism,Metabolism
P69829,Nitrogen regulatory protein OS=Escherichia coli (strain K12) GN=ptsN PE=1 SV=1,ptsN,GT,Carbohydrate transport and metabolism,Metabolism
P37177,Phosphoenolpyruvate-protein phosphotransferase ptsP OS=Escherichia coli (strain K12) GN=ptsP PE=3 SV=2,ptsP,T,Signal transduction mechanisms,Cellular Processes and Signaling
P0A7D4,Adenylosuccinate synthetase OS=Escherichia coli (strain K12) GN=purA PE=1 SV=2,purA,F,Nucleotide transport and metabolism,Metabolism
P0AB89,Adenylosuccinate lyase OS=Escherichia coli (strain K12) GN=purB PE=1 SV=1,purB,F,Nucleotide transport and metabolism,Metabolism
P0A7D7,Phosphoribosylaminoimidazole-succinocarboxamide synthase OS=Escherichia coli (strain K12) GN=purC PE=1 SV=1,purC,F,Nucleotide transport and metabolism,Metabolism
P15640,Phosphoribosylamine--glycine ligase OS=Escherichia coli (strain K12) GN=purD PE=1 SV=2,purD,F,Nucleotide transport and metabolism,Metabolism
P0AG18,N5-carboxyaminoimidazole ribonucleotide mutase OS=Escherichia coli (strain K12) GN=purE PE=1 SV=2,purE,F,Nucleotide transport and metabolism,Metabolism
P0AG16,Amidophosphoribosyltransferase OS=Escherichia coli (strain K12) GN=purF PE=1 SV=2,purF,F,Nucleotide transport and metabolism,Metabolism
P15639,Bifunctional purine biosynthesis protein purH OS=Escherichia coli (strain K12) GN=purH PE=1 SV=1,purH,F,Nucleotide transport and metabolism,Metabolism
P09029,N5-carboxyaminoimidazole ribonucleotide synthase OS=Escherichia coli (strain K12) GN=purK PE=1 SV=2,purK,F,Nucleotide transport and metabolism,Metabolism
P15254,Phosphoribosylformylglycinamidine synthase OS=Escherichia coli (strain K12) GN=purL PE=1 SV=3,purL,F,Nucleotide transport and metabolism,Metabolism
P08178,Phosphoribosylformylglycinamidine cyclo-ligase OS=Escherichia coli (strain K12) GN=purM PE=1 SV=3,purM,F,Nucleotide transport and metabolism,Metabolism
P08179,Phosphoribosylglycinamide formyltransferase OS=Escherichia coli (strain K12) GN=purN PE=1 SV=1,purN,F,Nucleotide transport and metabolism,Metabolism
P0ACP7,HTH-type transcriptional repressor purR OS=Escherichia coli (strain K12) GN=purR PE=1 SV=2,purR,K,Transcription,Information Storage and Processing
P33221,Phosphoribosylglycinamide formyltransferase 2 OS=Escherichia coli (strain K12) GN=purT PE=1 SV=3,purT,F,Nucleotide transport and metabolism,Metabolism
P37051,Formyltetrahydrofolate deformylase OS=Escherichia coli (strain K12) GN=purU PE=1 SV=1,purU,F,Nucleotide transport and metabolism,Metabolism
P09546,Bifunctional protein putA OS=Escherichia coli (strain K12) GN=putA PE=1 SV=3,putA,C,Energy production and conversion,Metabolism
P07117,Sodium/proline symporter OS=Escherichia coli (strain K12) GN=putP PE=1 SV=1,putP,ER,Amino acid transport and metabolism,Metabolism
Q5H777,Gamma-glutamylputrescine synthetase OS=Escherichia coli (strain K12) GN=puuA PE=3 SV=1,puuA,E,Amino acid transport and metabolism,Metabolism
P23883,Gamma-glutamyl-gamma-aminobutyraldehyde dehydrogenase OS=Escherichia coli (strain K12) GN=puuC PE=3 SV=2,puuC,C,Energy production and conversion,Metabolism
Q5H776,Gamma-glutamyl-gamma-aminobutyrate hydrolase OS=Escherichia coli (strain K12) GN=puuD PE=4 SV=1,puuD,R,General function prediction only,Poorly Characterized
Q5H772,Gamma-aminobutyrate aminotransferase OS=Escherichia coli (strain K12) GN=puuE PE=3 SV=1,puuE,E,Amino acid transport and metabolism,Metabolism
P0A9U6,HTH-type transcriptional regulator puuR OS=Escherichia coli (strain K12) GN=puuR PE=1 SV=1,puuR,K,Transcription,Information Storage and Processing
P21599,Pyruvate kinase II OS=Escherichia coli (strain K12) GN=pykA PE=1 SV=3,pykA,G,Carbohydrate transport and metabolism,Metabolism
P0AD61,Pyruvate kinase I OS=Escherichia coli (strain K12) GN=pykF PE=1 SV=1,pykF,G,Carbohydrate transport and metabolism,Metabolism
P0A786,Aspartate carbamoyltransferase catalytic chain OS=Escherichia coli (strain K12) GN=pyrB PE=1 SV=2,pyrB,F,Nucleotide transport and metabolism,Metabolism
P05020,Dihydroorotase OS=Escherichia coli (strain K12) GN=pyrC PE=1 SV=2,pyrC,F,Nucleotide transport and metabolism,Metabolism
P0A7E1,Dihydroorotate dehydrogenase OS=Escherichia coli (strain K12) GN=pyrD PE=1 SV=1,pyrD,F,Nucleotide transport and metabolism,Metabolism
P0A7E3,Orotate phosphoribosyltransferase OS=Escherichia coli (strain K12) GN=pyrE PE=1 SV=2,pyrE,F,Nucleotide transport and metabolism,Metabolism
P08244,Orotidine 5'-phosphate decarboxylase OS=Escherichia coli (strain K12) GN=pyrF PE=1 SV=1,pyrF,F,Nucleotide transport and metabolism,Metabolism
P0A7E5,CTP synthase OS=Escherichia coli (strain K12) GN=pyrG PE=1 SV=2,pyrG,F,Nucleotide transport and metabolism,Metabolism
P0A7E9,Uridylate kinase OS=Escherichia coli (strain K12) GN=pyrH PE=1 SV=2,pyrH,F,Nucleotide transport and metabolism,Metabolism
P0A7F3,Aspartate carbamoyltransferase regulatory chain OS=Escherichia coli (strain K12) GN=pyrI PE=1 SV=2,pyrI,F,Nucleotide transport and metabolism,Metabolism
P0AA53,Protein QmcA OS=Escherichia coli (strain K12) GN=qmcA PE=1 SV=1,qmcA,O,"Posttranslational modification, protein turnover, chaperones",Cellular Processes and Signaling
P28304,Quinone oxidoreductase 1 OS=Escherichia coli (strain K12) GN=qorA PE=1 SV=1,qorA,CR,Energy production and conversion,Metabolism
P39315,Quinone oxidoreductase 2 OS=Escherichia coli (strain K12) GN=qorB PE=1 SV=1,qorB,MG,Cell wall/membrane/envelope biogenesis,Cellular Processes and Signaling
P0A7F9,S-adenosylmethionine:tRNA ribosyltransferase-isomerase OS=Escherichia coli (strain K12) GN=queA PE=1 SV=1,queA,J,"Translation, ribosomal structure and biogenesis",Information Storage and Processing
P77756,7-cyano-7-deazaguanine synthase OS=Escherichia coli (strain K12) GN=queC PE=1 SV=1,queC,R,General function prediction only,Poorly Characterized
P65870,"6-carboxy-5,6,7,8-tetrahydropterin synthase OS=Escherichia coli (strain K12) GN=queD PE=1 SV=1",queD,H,Coenzyme transport and metabolism,Metabolism
P64554,7-carboxy-7-deazaguanine synthase homolog OS=Escherichia coli (strain K12) GN=ygcF PE=1 SV=1,queE,O,"Posttranslational modification, protein turnover, chaperones",Cellular Processes and Signaling
Q46920,NADPH-dependent 7-cyano-7-deazaguanine reductase OS=Escherichia coli (strain K12) GN=queF PE=1 SV=1,queF,S,Function unknown,Poorly Characterized
P76062,Rac prophage repressor OS=Escherichia coli (strain K12) GN=racR PE=4 SV=1,racR,Not Assigned,Not Assigned,Not Assigned
P24554,DNA repair protein radA OS=Escherichia coli (strain K12) GN=radA PE=3 SV=1,radA,O,"Posttranslational modification, protein turnover, chaperones",Cellular Processes and Signaling
P0AD49,Ribosome-associated inhibitor A OS=Escherichia coli (strain K12) GN=raiA PE=1 SV=2,raiA,J,"Translation, ribosomal structure and biogenesis",Information Storage and Processing
P60240,RNA polymerase-associated protein rapA OS=Escherichia coli (strain K12) GN=rapA PE=1 SV=2,rapA,KL,Transcription,Information Storage and Processing
P0AAZ4,Replication-associated recombination protein A OS=Escherichia coli (strain K12) GN=rarA PE=1 SV=1,rarA,L,"Replication, recombination and repair",Information Storage and Processing
P52119,UPF0125 protein yfjF OS=Escherichia coli (strain K12) GN=yfjF PE=1 SV=1,ratB,S,Function unknown,Poorly Characterized
P31473,ATPase ravA OS=Escherichia coli (strain K12) GN=ravA PE=1 SV=2,ravA,R,General function prediction only,Poorly Characterized
P0A7G2,Ribosome-binding factor A OS=Escherichia coli (strain K12) GN=rbfA PE=1 SV=2,rbfA,J,"Translation, ribosomal structure and biogenesis",Information Storage and Processing
P0A8V0,Ribonuclease Z OS=Escherichia coli (strain K12) GN=rnz PE=1 SV=1,rbn,S,Function unknown,Poorly Characterized
P04983,Ribose import ATP-binding protein RbsA OS=Escherichia coli (strain K12) GN=rbsA PE=1 SV=1,rbsA,G,Carbohydrate transport and metabolism,Metabolism
P02925,D-ribose-binding periplasmic protein OS=Escherichia coli (strain K12) GN=rbsB PE=1 SV=1,rbsB,G,Carbohydrate transport and metabolism,Metabolism
P0AGI1,Ribose transport system permease protein rbsC OS=Escherichia coli (strain K12) GN=rbsC PE=1 SV=1,rbsC,G,Carbohydrate transport and metabolism,Metabolism
P04982,D-ribose pyranase OS=Escherichia coli (strain K12) GN=rbsD PE=1 SV=3,rbsD,G,Carbohydrate transport and metabolism,Metabolism
P0A9J6,Ribokinase OS=Escherichia coli (strain K12) GN=rbsK PE=1 SV=1,rbsK,G,Carbohydrate transport and metabolism,Metabolism
P77212,Probable pyridine nucleotide-disulfide oxidoreductase ykgC OS=Escherichia coli (strain K12) GN=ykgC PE=3 SV=2,rclA,C,Energy production and conversion,Metabolism
P64534,Uncharacterized protein yohN OS=Escherichia coli (strain K12) GN=yohN PE=4 SV=1,rcnB,S,Function unknown,Poorly Characterized
P64530,Transcriptional repressor rcnR OS=Escherichia coli (strain K12) GN=rcnR PE=1 SV=1,rcnR,S,Function unknown,Poorly Characterized
P69407,Capsular synthesis regulator component B OS=Escherichia coli (strain K12) GN=rcsB PE=1 SV=1,rcsB,TK,Signal transduction mechanisms,Cellular Processes and Signaling
P14376,Sensor kinase protein RcsC OS=Escherichia coli (strain K12) GN=rcsC PE=1 SV=3,rcsC,T,Signal transduction mechanisms,Cellular Processes and Signaling
P39838,Sensor-like histidine kinase RcsD OS=Escherichia coli (strain K12) GN=rcsD PE=1 SV=3,rcsD,T,Signal transduction mechanisms,Cellular Processes and Signaling
P69411,Protein rcsF OS=Escherichia coli (strain K12) GN=rcsF PE=4 SV=1,rcsF,Not Assigned,Not Assigned,Not Assigned
P52061,Nucleoside-triphosphatase rdgB OS=Escherichia coli (strain K12) GN=rdgB PE=1 SV=1,rdgB,F,Nucleotide transport and metabolism,Metabolism
P36767,Recombination-associated protein rdgC OS=Escherichia coli (strain K12) GN=rdgC PE=1 SV=1,rdgC,L,"Replication, recombination and repair",Information Storage and Processing
P0C0K3,Protein rdoA OS=Escherichia coli (strain K12) GN=rdoA PE=1 SV=1,rdoA,R,General function prediction only,Poorly Characterized
P0A7G6,Protein recA OS=Escherichia coli (strain K12) GN=recA PE=1 SV=2,recA,L,"Replication, recombination and repair",Information Storage and Processing
P07648,Exodeoxyribonuclease V gamma chain OS=Escherichia coli (strain K12) GN=recC PE=1 SV=1,recC,L,"Replication, recombination and repair",Information Storage and Processing
P24230,ATP-dependent DNA helicase recG OS=Escherichia coli (strain K12) GN=recG PE=1 SV=1,recG,LK,"Replication, recombination and repair",Information Storage and Processing
P0A7H6,Recombination protein recR OS=Escherichia coli (strain K12) GN=recR PE=3 SV=1,recR,L,"Replication, recombination and repair",Information Storage and Processing
P0AG20,GTP pyrophosphokinase OS=Escherichia coli (strain K12) GN=relA PE=1 SV=1,relA,TK,Signal transduction mechanisms,Cellular Processes and Signaling
P0C079,Antitoxin RelB OS=Escherichia coli (strain K12) GN=relB PE=1 SV=1,relB,L,"Replication, recombination and repair",Information Storage and Processing
P09980,ATP-dependent DNA helicase rep OS=Escherichia coli (strain K12) GN=rep PE=1 SV=3,rep,L,"Replication, recombination and repair",Information Storage and Processing
P0AFW0,Transcriptional activator rfaH OS=Escherichia coli (strain K12) GN=rfaH PE=1 SV=1,rfaH,K,Transcription,Information Storage and Processing
P27243,O-antigen ligase OS=Escherichia coli (strain K12) GN=rfaL PE=1 SV=2,rfaL,M,Cell wall/membrane/envelope biogenesis,Cellular Processes and Signaling
P27240,Lipopolysaccharide core heptose(II) kinase rfaY OS=Escherichia coli (strain K12) GN=rfaY PE=3 SV=2,rfaY,R,General function prediction only,Poorly Characterized
P37759,"dTDP-glucose 4,6-dehydratase 1 OS=Escherichia coli (strain K12) GN=rfbB PE=3 SV=2",rfbB,M,Cell wall/membrane/envelope biogenesis,Cellular Processes and Signaling
P37745,"dTDP-4-dehydrorhamnose 3,5-epimerase OS=Escherichia coli (strain K12) GN=rfbC PE=1 SV=1",rfbC,M,Cell wall/membrane/envelope biogenesis,Cellular Processes and Signaling
P37760,dTDP-4-dehydrorhamnose reductase OS=Escherichia coli (strain K12) GN=rfbD PE=3 SV=2,rfbD,M,Cell wall/membrane/envelope biogenesis,Cellular Processes and Signaling
P27833,Lipopolysaccharide biosynthesis protein rffA OS=Escherichia coli (strain K12) GN=rffA PE=3 SV=2,rffA,M,Cell wall/membrane/envelope biogenesis,Cellular Processes and Signaling
P27830,"dTDP-glucose 4,6-dehydratase 2 OS=Escherichia coli (strain K12) GN=rffG PE=1 SV=3",rffG,M,Cell wall/membrane/envelope biogenesis,Cellular Processes and Signaling
P0A8J8,ATP-dependent RNA helicase rhlB OS=Escherichia coli (strain K12) GN=rhlB PE=1 SV=2,rhlB,LKJ,"Replication, recombination and repair",Information Storage and Processing
P25888,ATP-dependent RNA helicase rhlE OS=Escherichia coli (strain K12) GN=rhlE PE=1 SV=3,rhlE,LKJ,"Replication, recombination and repair",Information Storage and Processing
P0AG30,Transcription termination factor Rho OS=Escherichia coli (strain K12) GN=rho PE=1 SV=1,rho,K,Transcription,Information Storage and Processing
P0A7I7,GTP cyclohydrolase-2 OS=Escherichia coli (strain K12) GN=ribA PE=1 SV=1,ribA,H,Coenzyme transport and metabolism,Metabolism
P0A7J0,"3,4-dihydroxy-2-butanone 4-phosphate synthase OS=Escherichia coli (strain K12) GN=ribB PE=1 SV=1",ribB,H,Coenzyme transport and metabolism,Metabolism
P0AFU8,Riboflavin synthase alpha chain OS=Escherichia coli (strain K12) GN=ribE PE=1 SV=1,ribC,H,Coenzyme transport and metabolism,Metabolism
P25539,Riboflavin biosynthesis protein RibD OS=Escherichia coli (strain K12) GN=ribD PE=1 SV=1,ribD,H,Coenzyme transport and metabolism,Metabolism
P61714,"6,7-dimethyl-8-ribityllumazine synthase OS=Escherichia coli (strain K12) GN=ribH PE=1 SV=1",ribE,H,Coenzyme transport and metabolism,Metabolism
P0AG40,Riboflavin biosynthesis protein ribF OS=Escherichia coli (strain K12) GN=ribF PE=1 SV=1,ribF,H,Coenzyme transport and metabolism,Metabolism
P0AF93,RutC family protein yjgF OS=Escherichia coli (strain K12) GN=yjgF PE=1 SV=2,ridA,J,"Translation, ribosomal structure and biogenesis",Information Storage and Processing
P41409,Pyrimidine-specific ribonucleoside hydrolase rihA OS=Escherichia coli (strain K12) GN=rihA PE=1 SV=2,rihA,F,Nucleotide transport and metabolism,Metabolism
P22564,Non-specific ribonucleoside hydrolase rihC OS=Escherichia coli (strain K12) GN=rihC PE=1 SV=1,rihC,F,Nucleotide transport and metabolism,Metabolism
P0A944,Ribosomal-protein-alanine acetyltransferase OS=Escherichia coli (strain K12) GN=rimI PE=3 SV=1,rimI,R,General function prediction only,Poorly Characterized
P13857,Ribosomal-protein-serine acetyltransferase OS=Escherichia coli (strain K12) GN=rimL PE=1 SV=1,rimL,J,"Translation, ribosomal structure and biogenesis",Information Storage and Processing
P0A7X6,Ribosome maturation factor rimM OS=Escherichia coli (strain K12) GN=rimM PE=1 SV=1,rimM,J,"Translation, ribosomal structure and biogenesis",Information Storage and Processing
P0AEI4,Ribosomal protein S12 methylthiotransferase RimO OS=Escherichia coli (strain K12) GN=rimO PE=1 SV=1,rimO,J,"Translation, ribosomal structure and biogenesis",Information Storage and Processing
P0A8A8,Ribosome maturation factor rimP OS=Escherichia coli (strain K12) GN=rimP PE=1 SV=2,rimP,S,Function unknown,Poorly Characterized
P36999,Ribosomal RNA large subunit methyltransferase A OS=Escherichia coli (strain K12) GN=rlmA PE=1 SV=1,rlmA,H,Coenzyme transport and metabolism,Metabolism
