Entry	Status	Protein names	Gene names	Cofactor	Entry name	Gene ontology IDs	Gene ontology (GO)	Gene ontology (biological process)	Mass	Metal binding	Keyword ID	searches
P18775	reviewed	Dimethyl sulfoxide reductase DmsA (DMSO reductase) (DMSOR) (Me2SO reductase) (EC 1.8.5.3)	dmsA b0894 JW5118	COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000305};  Note=Binds 1 [4Fe-4S] cluster. {ECO:0000305}; COFACTOR: Name=Mo-bis(molybdopterin guanine dinucleotide); Xref=ChEBI:CHEBI:60539; Evidence={ECO:0000269|PubMed:10224050, ECO:0000269|PubMed:3280546, ECO:0000269|PubMed:7721698};  Note=Binds 1 molybdenum-bis(molybdopterin guanine dinucleotide) (Mo-bis-MGD) cofactor per subunit. {ECO:0000269|PubMed:10224050, ECO:0000269|PubMed:3280546, ECO:0000269|PubMed:7721698};	DMSA_ECOLI	GO:0009055; GO:0009061; GO:0009389; GO:0009390; GO:0030151; GO:0030288; GO:0031237; GO:0043546; GO:0048037; GO:0051539	dimethyl sulfoxide reductase complex [GO:0009390]; intrinsic component of periplasmic side of plasma membrane [GO:0031237]; outer membrane-bounded periplasmic space [GO:0030288]; 4 iron, 4 sulfur cluster binding [GO:0051539]; cofactor binding [GO:0048037]; dimethyl sulfoxide reductase activity [GO:0009389]; electron transfer activity [GO:0009055]; molybdenum ion binding [GO:0030151]; molybdopterin cofactor binding [GO:0043546]; anaerobic respiration [GO:0009061]	anaerobic respiration [GO:0009061]	90,399	METAL 63;  /note="Iron-sulfur (4Fe-4S)";  /evidence="ECO:0000255|PROSITE-ProRule:PRU01004"; METAL 67;  /note="Iron-sulfur (4Fe-4S)";  /evidence="ECO:0000255|PROSITE-ProRule:PRU01004"; METAL 71;  /note="Iron-sulfur (4Fe-4S)";  /evidence="ECO:0000255|PROSITE-ProRule:PRU01004"; METAL 104;  /note="Iron-sulfur (4Fe-4S)";  /evidence="ECO:0000255|PROSITE-ProRule:PRU01004"; METAL 205;  /note="Molybdenum";  /evidence="ECO:0000250"	KW-0004; KW-0408; KW-0411; KW-0472; KW-0479; KW-0500; KW-0560; KW-0732; KW-0903; KW-1003; KW-1185	P18775
P39265	reviewed	D-allose-binding periplasmic protein (ALBP)	alsB yjcX b4088 JW4049		ALSB_ECOLI	GO:0008643; GO:0016020; GO:0030288; GO:0048029	membrane [GO:0016020]; outer membrane-bounded periplasmic space [GO:0030288]; monosaccharide binding [GO:0048029]; carbohydrate transport [GO:0008643]	carbohydrate transport [GO:0008643]	32,910		KW-0002; KW-0574; KW-0732; KW-0762; KW-0813; KW-1185	P39265
P0AAH0	reviewed	Phosphate import ATP-binding protein PstB (EC 7.3.2.1) (ABC phosphate transporter) (Phosphate-transporting ATPase)	pstB phoT b3725 JW3703		PSTB_ECOLI	GO:0005315; GO:0005524; GO:0005886; GO:0006817; GO:0010921; GO:0015415; GO:0016887; GO:0035435	plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; ATPase-coupled phosphate ion transmembrane transporter activity [GO:0015415]; inorganic phosphate transmembrane transporter activity [GO:0005315]; phosphate ion transmembrane transport [GO:0035435]; phosphate ion transport [GO:0006817]; regulation of phosphatase activity [GO:0010921]	phosphate ion transmembrane transport [GO:0035435]; phosphate ion transport [GO:0006817]; regulation of phosphatase activity [GO:0010921]	29,027		KW-0067; KW-0472; KW-0547; KW-0592; KW-0813; KW-0903; KW-0997; KW-1003; KW-1185; KW-1278	P0AAH0
P0ACE3	reviewed	Hemolysin expression-modulating protein Hha	hha b0460 JW0449		HHA_ECOLI	GO:0005829; GO:0010468	cytosol [GO:0005829]; regulation of gene expression [GO:0010468]	regulation of gene expression [GO:0010468]	8,628		KW-0002; KW-0678; KW-0804; KW-0805; KW-1185	P0ACE3
P37617	reviewed	Zinc/cadmium/lead-transporting P-type ATPase (EC 3.6.3.3) (EC 7.2.2.-) (EC 7.2.2.12) (Pb(II)/Cd(II)/Zn(II)-translocating ATPase) (Zn(2+)/Cd(2+)/Pb(2+) export ATPase)	zntA yhhO b3469 JW3434		ZNTA_ECOLI	GO:0005385; GO:0005524; GO:0005886; GO:0006824; GO:0006829; GO:0008551; GO:0010312; GO:0015086; GO:0015087; GO:0015094; GO:0015099; GO:0015692; GO:0016021; GO:0016463; GO:0016887; GO:0046686; GO:0046872	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; cadmium ion transmembrane transporter activity [GO:0015086]; cadmium transmembrane transporter activity, phosphorylative mechanism [GO:0008551]; cobalt ion transmembrane transporter activity [GO:0015087]; lead ion transmembrane transporter activity [GO:0015094]; metal ion binding [GO:0046872]; nickel cation transmembrane transporter activity [GO:0015099]; zinc ion transmembrane transporter activity [GO:0005385]; zinc transmembrane transporter activity, phosphorylative mechanism [GO:0016463]; cobalt ion transport [GO:0006824]; detoxification of zinc ion [GO:0010312]; lead ion transport [GO:0015692]; response to cadmium ion [GO:0046686]; zinc ion transport [GO:0006829]	cobalt ion transport [GO:0006824]; detoxification of zinc ion [GO:0010312]; lead ion transport [GO:0015692]; response to cadmium ion [GO:0046686]; zinc ion transport [GO:0006829]	76,840	METAL 58;  /note="Zinc 1";  /evidence="ECO:0000269|PubMed:12417201"; METAL 59;  /note="Zinc 1";  /evidence="ECO:0000269|PubMed:12417201, ECO:0000305|PubMed:16411752, ECO:0000305|PubMed:16890908"; METAL 62;  /note="Zinc 1";  /evidence="ECO:0000269|PubMed:12417201, ECO:0000305|PubMed:16411752, ECO:0000305|PubMed:16890908"; METAL 392;  /note="Zinc 2";  /evidence="ECO:0000305|PubMed:16411752, ECO:0000305|PubMed:16890908, ECO:0000305|PubMed:17326661, ECO:0000305|PubMed:22387457"; METAL 394;  /note="Zinc 2";  /evidence="ECO:0000305|PubMed:16411752, ECO:0000305|PubMed:16890908, ECO:0000305|PubMed:17326661, ECO:0000305|PubMed:22387457"; METAL 436;  /note="Magnesium";  /evidence="ECO:0000250|UniProtKB:Q3YW59"; METAL 438;  /note="Magnesium; via carbonyl oxygen";  /evidence="ECO:0000250|UniProtKB:Q3YW59"; METAL 628;  /note="Magnesium";  /evidence="ECO:0000250|UniProtKB:Q3YW59"; METAL 714;  /note="Zinc 2";  /evidence="ECO:0000305|PubMed:16890908, ECO:0000305|PubMed:22387457"	KW-0002; KW-0067; KW-0104; KW-0378; KW-0406; KW-0460; KW-0472; KW-0479; KW-0547; KW-0597; KW-0812; KW-0813; KW-0862; KW-0864; KW-0997; KW-1003; KW-1027; KW-1133; KW-1185; KW-1278	P37617
P0AFB5	reviewed	Sensory histidine kinase/phosphatase NtrB (EC 2.7.13.3) (EC 3.1.3.-) (Nitrogen regulation protein NR(II)) (Nitrogen regulator II) (NRII)	glnL glnR ntrB b3869 JW3840		NTRB_ECOLI	GO:0000155; GO:0004721; GO:0005524; GO:0005737; GO:0006355; GO:0009399; GO:0023014; GO:0042802; GO:0046777; GO:0051171	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; identical protein binding [GO:0042802]; phosphoprotein phosphatase activity [GO:0004721]; phosphorelay sensor kinase activity [GO:0000155]; nitrogen fixation [GO:0009399]; protein autophosphorylation [GO:0046777]; regulation of nitrogen compound metabolic process [GO:0051171]; regulation of transcription, DNA-templated [GO:0006355]; signal transduction by protein phosphorylation [GO:0023014]	nitrogen fixation [GO:0009399]; protein autophosphorylation [GO:0046777]; regulation of nitrogen compound metabolic process [GO:0051171]; regulation of transcription, DNA-templated [GO:0006355]; signal transduction by protein phosphorylation [GO:0023014]	38,556		KW-0002; KW-0067; KW-0378; KW-0418; KW-0535; KW-0547; KW-0597; KW-0808; KW-0902; KW-0963; KW-1185	P0AFB5
P77475	reviewed	Fructose-1-phosphate phosphatase YqaB (EC 3.1.3.-) (Fructose-1-phosphatase)	yqaB b2690 JW2665	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000269|PubMed:16990279}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000269|PubMed:16990279}; Name=Co(2+); Xref=ChEBI:CHEBI:48828; Evidence={ECO:0000269|PubMed:16990279}; Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000269|PubMed:16990279};  Note=Magnesium. Can also use other divalent metal cations as manganese, cobalt or zinc. {ECO:0000269|PubMed:16990279};	YQAB_ECOLI	GO:0000287; GO:0008801; GO:0016791; GO:0050308	beta-phosphoglucomutase activity [GO:0008801]; magnesium ion binding [GO:0000287]; phosphatase activity [GO:0016791]; sugar-phosphatase activity [GO:0050308]		20,780	METAL 11;  /note="Magnesium";  /evidence="ECO:0000250"; METAL 13;  /note="Magnesium";  /evidence="ECO:0000250"; METAL 167;  /note="Magnesium";  /evidence="ECO:0000250"	KW-0378; KW-0460; KW-0479; KW-1185	P77475
P0AD68	reviewed	Peptidoglycan D,D-transpeptidase FtsI (EC 3.4.16.4) (Essential cell division protein FtsI) (Murein transpeptidase) (Penicillin-binding protein 3) (PBP-3) (Peptidoglycan synthase FtsI)	ftsI pbpB b0084 JW0082		FTSI_ECOLI	GO:0000917; GO:0005887; GO:0008360; GO:0008658; GO:0008955; GO:0009002; GO:0009252; GO:0031226; GO:0032153; GO:0042493; GO:0043093; GO:0051301; GO:0071555	cell division site [GO:0032153]; integral component of plasma membrane [GO:0005887]; intrinsic component of plasma membrane [GO:0031226]; penicillin binding [GO:0008658]; peptidoglycan glycosyltransferase activity [GO:0008955]; serine-type D-Ala-D-Ala carboxypeptidase activity [GO:0009002]; cell division [GO:0051301]; cell wall organization [GO:0071555]; division septum assembly [GO:0000917]; FtsZ-dependent cytokinesis [GO:0043093]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]; response to drug [GO:0042493]	cell division [GO:0051301]; cell wall organization [GO:0071555]; division septum assembly [GO:0000917]; FtsZ-dependent cytokinesis [GO:0043093]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]; response to drug [GO:0042493]	63,877		KW-0121; KW-0131; KW-0132; KW-0133; KW-0378; KW-0472; KW-0573; KW-0645; KW-0717; KW-0812; KW-0961; KW-0997; KW-1003; KW-1133; KW-1185	P0AD68
P0A6A8	reviewed	Acyl carrier protein (ACP) (Cytosolic-activating factor) (CAF) (Fatty acid synthase acyl carrier protein)	acpP b1094 JW1080		ACP_ECOLI	GO:0000035; GO:0000036; GO:0005737; GO:0005829; GO:0006633; GO:0008289; GO:0008610; GO:0009245; GO:0031177; GO:0042493	cytoplasm [GO:0005737]; cytosol [GO:0005829]; acyl binding [GO:0000035]; acyl carrier activity [GO:0000036]; lipid binding [GO:0008289]; phosphopantetheine binding [GO:0031177]; fatty acid biosynthetic process [GO:0006633]; lipid A biosynthetic process [GO:0009245]; lipid biosynthetic process [GO:0008610]; response to drug [GO:0042493]	fatty acid biosynthetic process [GO:0006633]; lipid A biosynthetic process [GO:0009245]; lipid biosynthetic process [GO:0008610]; response to drug [GO:0042493]	8,640		KW-0002; KW-0275; KW-0276; KW-0443; KW-0444; KW-0596; KW-0597; KW-0903; KW-0963; KW-1185	P0A6A8
P0ADZ4	reviewed	30S ribosomal protein S15 (Small ribosomal subunit protein uS15)	rpsO secC b3165 JW3134		RS15_ECOLI	GO:0000028; GO:0003735; GO:0005829; GO:0006412; GO:0006417; GO:0019843; GO:0022627; GO:0070181; GO:1903231	cytosol [GO:0005829]; cytosolic small ribosomal subunit [GO:0022627]; mRNA binding involved in posttranscriptional gene silencing [GO:1903231]; rRNA binding [GO:0019843]; small ribosomal subunit rRNA binding [GO:0070181]; structural constituent of ribosome [GO:0003735]; regulation of translation [GO:0006417]; ribosomal small subunit assembly [GO:0000028]; translation [GO:0006412]	regulation of translation [GO:0006417]; ribosomal small subunit assembly [GO:0000028]; translation [GO:0006412]	10,269		KW-0002; KW-0687; KW-0689; KW-0694; KW-0699; KW-0810; KW-0903; KW-1185	P0ADZ4
P64581	reviewed	Uncharacterized protein YqjD	yqjD b3098 JW3069		YQJD_ECOLI	GO:0005886; GO:0016021; GO:0043022; GO:0043024; GO:0060187	cell pole [GO:0060187]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; ribosomal small subunit binding [GO:0043024]; ribosome binding [GO:0043022]		11,051		KW-0472; KW-0812; KW-0997; KW-1003; KW-1133; KW-1185	P64581
P77717	reviewed	Uncharacterized lipoprotein YbaY	ybaY b0453 JW0443		YBAY_ECOLI	GO:0005886	plasma membrane [GO:0005886]		19,431		KW-0449; KW-0472; KW-0564; KW-0732; KW-1003; KW-1185	P77717
P75694	reviewed	Uncharacterized protein YahO	yahO b0329 JW0321		YAHO_ECOLI	GO:0009314; GO:0042597	periplasmic space [GO:0042597]; response to radiation [GO:0009314]	response to radiation [GO:0009314]	9,895		KW-0574; KW-0732; KW-1185	P75694
P0A7M6	reviewed	50S ribosomal protein L29 (Large ribosomal subunit protein uL29)	rpmC b3312 JW3274		RL29_ECOLI	GO:0000027; GO:0003735; GO:0006412; GO:0019843; GO:0022625	cytosolic large ribosomal subunit [GO:0022625]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; ribosomal large subunit assembly [GO:0000027]; translation [GO:0006412]	ribosomal large subunit assembly [GO:0000027]; translation [GO:0006412]	7,273		KW-0002; KW-0687; KW-0689; KW-0694; KW-0699; KW-0903; KW-1185	P0A7M6
P0A9Y6	reviewed	Cold shock-like protein CspC (CSP-C)	cspC msmB b1823 JW1812		CSPC_ECOLI	GO:0001072; GO:0003697; GO:0003723; GO:0005829; GO:0016020; GO:0051087; GO:0060567	cytosol [GO:0005829]; membrane [GO:0016020]; chaperone binding [GO:0051087]; RNA binding [GO:0003723]; single-stranded DNA binding [GO:0003697]; transcription antitermination factor activity, RNA binding [GO:0001072]; negative regulation of DNA-templated transcription, termination [GO:0060567]	negative regulation of DNA-templated transcription, termination [GO:0060567]	7,402		KW-0010; KW-0238; KW-0804; KW-0805; KW-0903; KW-0963; KW-1185	P0A9Y6
P0ACF4	reviewed	DNA-binding protein HU-beta (HU-1) (NS1)	hupB hopD b0440 JW0430		DBHB_ECOLI	GO:0003677; GO:0005829; GO:0006351; GO:0030261; GO:0042802	cytosol [GO:0005829]; DNA binding [GO:0003677]; identical protein binding [GO:0042802]; chromosome condensation [GO:0030261]; transcription, DNA-templated [GO:0006351]	chromosome condensation [GO:0030261]; transcription, DNA-templated [GO:0006351]	9,226		KW-0002; KW-0226; KW-0238; KW-0903; KW-1185	P0ACF4
P25738	reviewed	Acidic protein MsyB	msyB b1051 JW1039		MSYB_ECOLI	GO:0005829	cytosol [GO:0005829]		14,259		KW-1185	P25738
P0AET2	reviewed	Acid stress chaperone HdeB (10K-L protein)	hdeB yhhD yhiC b3509 JW5669		HDEB_ECOLI	GO:0010447; GO:0030288; GO:0051082; GO:1990451	outer membrane-bounded periplasmic space [GO:0030288]; unfolded protein binding [GO:0051082]; cellular stress response to acidic pH [GO:1990451]; response to acidic pH [GO:0010447]	cellular stress response to acidic pH [GO:1990451]; response to acidic pH [GO:0010447]	12,043		KW-0002; KW-0007; KW-0143; KW-0574; KW-0732; KW-0903; KW-1185	P0AET2
P0A7L8	reviewed	50S ribosomal protein L27 (Large ribosomal subunit protein bL27)	rpmA b3185 JW3152		RL27_ECOLI	GO:0000027; GO:0000049; GO:0001558; GO:0003735; GO:0006412; GO:0019843; GO:0022625; GO:0042256; GO:0043022; GO:0090070; GO:1902626	cytosolic large ribosomal subunit [GO:0022625]; ribosome binding [GO:0043022]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]; assembly of large subunit precursor of preribosome [GO:1902626]; mature ribosome assembly [GO:0042256]; positive regulation of ribosome biogenesis [GO:0090070]; regulation of cell growth [GO:0001558]; ribosomal large subunit assembly [GO:0000027]; translation [GO:0006412]	assembly of large subunit precursor of preribosome [GO:1902626]; mature ribosome assembly [GO:0042256]; positive regulation of ribosome biogenesis [GO:0090070]; regulation of cell growth [GO:0001558]; ribosomal large subunit assembly [GO:0000027]; translation [GO:0006412]	9,124		KW-0002; KW-0687; KW-0689; KW-0694; KW-0699; KW-0820; KW-0903; KW-1185	P0A7L8
P0A7N9	reviewed	50S ribosomal protein L33 (Large ribosomal subunit protein bL33)	rpmG b3636 JW3611		RL33_ECOLI	GO:0000027; GO:0000049; GO:0003735; GO:0005829; GO:0006412; GO:0015934; GO:0022625; GO:0046677	cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; large ribosomal subunit [GO:0015934]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]; response to antibiotic [GO:0046677]; ribosomal large subunit assembly [GO:0000027]; translation [GO:0006412]	response to antibiotic [GO:0046677]; ribosomal large subunit assembly [GO:0000027]; translation [GO:0006412]	6,372		KW-0002; KW-0488; KW-0687; KW-0689; KW-0694; KW-0820; KW-0903; KW-1185	P0A7N9
P0A7N4	reviewed	50S ribosomal protein L32 (Large ribosomal subunit protein bL32)	rpmF b1089 JW1075		RL32_ECOLI	GO:0000027; GO:0000302; GO:0003735; GO:0005829; GO:0006412; GO:0009314; GO:0022625	cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; structural constituent of ribosome [GO:0003735]; response to radiation [GO:0009314]; response to reactive oxygen species [GO:0000302]; ribosomal large subunit assembly [GO:0000027]; translation [GO:0006412]	response to radiation [GO:0009314]; response to reactive oxygen species [GO:0000302]; ribosomal large subunit assembly [GO:0000027]; translation [GO:0006412]	6,446		KW-0002; KW-0687; KW-0689; KW-0903; KW-1185	P0A7N4
P0AG63	reviewed	30S ribosomal protein S17 (Small ribosomal subunit protein uS17)	rpsQ neaA b3311 JW3273		RS17_ECOLI	GO:0000028; GO:0003735; GO:0006412; GO:0019843; GO:0022627; GO:0046677; GO:0070181	cytosolic small ribosomal subunit [GO:0022627]; rRNA binding [GO:0019843]; small ribosomal subunit rRNA binding [GO:0070181]; structural constituent of ribosome [GO:0003735]; response to antibiotic [GO:0046677]; ribosomal small subunit assembly [GO:0000028]; translation [GO:0006412]	response to antibiotic [GO:0046677]; ribosomal small subunit assembly [GO:0000028]; translation [GO:0006412]	9,704		KW-0002; KW-0046; KW-0687; KW-0689; KW-0694; KW-0699; KW-0903; KW-1185	P0AG63
P68206	reviewed	UPF0337 protein YjbJ	yjbJ b4045 JW4005		YJBJ_ECOLI	GO:0005829	cytosol [GO:0005829]		8,325		KW-0002; KW-0903; KW-1185	P68206
P0AAA1	reviewed	Inner membrane protein YagU	yagU b0287 JW0281		YAGU_ECOLI	GO:0005886; GO:0010447; GO:0016021	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; response to acidic pH [GO:0010447]	response to acidic pH [GO:0010447]	22,967		KW-0472; KW-0812; KW-0997; KW-1003; KW-1133; KW-1185	P0AAA1
P77173	reviewed	Cell division protein ZipA (FtsZ interacting protein A)	zipA b2412 JW2404		ZIPA_ECOLI	GO:0000917; GO:0005886; GO:0005887; GO:0032153; GO:0043093	cell division site [GO:0032153]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; division septum assembly [GO:0000917]; FtsZ-dependent cytokinesis [GO:0043093]	division septum assembly [GO:0000917]; FtsZ-dependent cytokinesis [GO:0043093]	36,475		KW-0002; KW-0131; KW-0132; KW-0472; KW-0812; KW-0997; KW-1003; KW-1133; KW-1185	P77173
P0AFX0	reviewed	Ribosome hibernation promoting factor (HPF) (Hibernation factor HPF)	hpf yhbH b3203 JW3170		HPF_ECOLI	GO:0005829; GO:0017148; GO:0022627; GO:0043022; GO:0043024; GO:0044238; GO:0045900	cytosol [GO:0005829]; cytosolic small ribosomal subunit [GO:0022627]; ribosomal small subunit binding [GO:0043024]; ribosome binding [GO:0043022]; negative regulation of translation [GO:0017148]; negative regulation of translational elongation [GO:0045900]; primary metabolic process [GO:0044238]	negative regulation of translation [GO:0017148]; negative regulation of translational elongation [GO:0045900]; primary metabolic process [GO:0044238]	10,750		KW-0002; KW-0810; KW-0903; KW-1185	P0AFX0
P0AG59	reviewed	30S ribosomal protein S14 (Small ribosomal subunit protein uS14)	rpsN b3307 JW3269		RS14_ECOLI	GO:0000028; GO:0003735; GO:0006412; GO:0019843; GO:0022627	cytosolic small ribosomal subunit [GO:0022627]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; ribosomal small subunit assembly [GO:0000028]; translation [GO:0006412]	ribosomal small subunit assembly [GO:0000028]; translation [GO:0006412]	11,580		KW-0002; KW-0687; KW-0689; KW-0903; KW-1185	P0AG59
P0A742	reviewed	Large-conductance mechanosensitive channel	mscL yhdC b3291 JW3252		MSCL_ECOLI	GO:0005623; GO:0005886; GO:0005887; GO:0006811; GO:0008381; GO:0009992; GO:0016020; GO:0016021; GO:0034220; GO:0042802	cell [GO:0005623]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; membrane [GO:0016020]; plasma membrane [GO:0005886]; identical protein binding [GO:0042802]; mechanosensitive ion channel activity [GO:0008381]; cellular water homeostasis [GO:0009992]; ion transmembrane transport [GO:0034220]; ion transport [GO:0006811]	cellular water homeostasis [GO:0009992]; ion transmembrane transport [GO:0034220]; ion transport [GO:0006811]	14,957		KW-0002; KW-0406; KW-0407; KW-0472; KW-0812; KW-0813; KW-0903; KW-0997; KW-1003; KW-1133; KW-1185	P0A742
