cog_class,cog_desc,cog_letter,desc,gene,go_number,pathway,uniprot
"Translation, ribosomal structure and biogenesis",INFORMATION STORAGE AND PROCESSING,J,RNA-binding protein YhbY,yhbY,967.0,rRNA 5'-end processing,P0AGK4
Transcription,INFORMATION STORAGE AND PROCESSING,K,HTH-type transcriptional regulator iscR,iscR,6355.0,"regulation of transcription, DNA-templated",P0AGK8
Lipid transport and metabolism,METABOLISM,I,Putative toxin YfjG,yfjG,45333.0,cellular respiration,P0AGL5
Lipid transport and metabolism,METABOLISM,I,Putative toxin YfjG,yfjG,45947.0,negative regulation of translational initiation,P0AGL5
Lipid transport and metabolism,METABOLISM,I,Putative toxin YfjG,yfjG,6744.0,ubiquinone biosynthetic process,P0AGL5
Function unknown,POORLY CHARACTERIZED,S,Ribosomal RNA small subunit methyltransferase E,rsmE,70475.0,rRNA base methylation,P0AGL7
"Translation, ribosomal structure and biogenesis",INFORMATION STORAGE AND PROCESSING,J,50S ribosomal protein L18,rplR,6412.0,translation,P0C018
Function unknown,POORLY CHARACTERIZED,S,UPF0345 protein yaiE,yaiE,,no associated pathway,P0C037
"Posttranslational modification, protein turnover, chaperones",CELLULAR PROCESSES AND SIGNALING,O,Small heat shock protein ibpA,ibpA,50821.0,protein stabilization,P0C054
"Posttranslational modification, protein turnover, chaperones",CELLULAR PROCESSES AND SIGNALING,O,Small heat shock protein ibpA,ibpA,9408.0,response to heat,P0C054
"Posttranslational modification, protein turnover, chaperones",CELLULAR PROCESSES AND SIGNALING,O,Small heat shock protein ibpB,ibpB,50821.0,protein stabilization,P0C058
"Posttranslational modification, protein turnover, chaperones",CELLULAR PROCESSES AND SIGNALING,O,Small heat shock protein ibpB,ibpB,9408.0,response to heat,P0C058
"Posttranslational modification, protein turnover, chaperones",CELLULAR PROCESSES AND SIGNALING,O,Small heat shock protein ibpB,ibpB,1990169.0,stress response to copper ion,P0C058
Cell wall/membrane/envelope biogenesis,CELLULAR PROCESSES AND SIGNALING,M,Membrane-bound lytic murein transglycosylase C,mltC,34599.0,cellular response to oxidative stress,P0C066
Cell wall/membrane/envelope biogenesis,CELLULAR PROCESSES AND SIGNALING,M,Membrane-bound lytic murein transglycosylase C,mltC,16998.0,cell wall macromolecule catabolic process,P0C066
Cell wall/membrane/envelope biogenesis,CELLULAR PROCESSES AND SIGNALING,M,Membrane-bound lytic murein transglycosylase C,mltC,71555.0,cell wall organization,P0C066
Cell wall/membrane/envelope biogenesis,CELLULAR PROCESSES AND SIGNALING,M,Membrane-bound lytic murein transglycosylase C,mltC,9253.0,peptidoglycan catabolic process,P0C066
"Replication, recombination and repair",INFORMATION STORAGE AND PROCESSING,L,Antitoxin RelB,relB,6351.0,"transcription, DNA-templated",P0C079
Transcription,INFORMATION STORAGE AND PROCESSING,K,HTH-type protein slmA,slmA,918.0,division septum site selection,P0C093
Transcription,INFORMATION STORAGE AND PROCESSING,K,HTH-type protein slmA,slmA,10974.0,negative regulation of division septum assembly,P0C093
Transcription,INFORMATION STORAGE AND PROCESSING,K,HTH-type protein slmA,slmA,32272.0,negative regulation of protein polymerization,P0C093
Transcription,INFORMATION STORAGE AND PROCESSING,K,HTH-type protein slmA,slmA,43547.0,positive regulation of GTPase activity,P0C093
General function prediction only,POORLY CHARACTERIZED,R,Protein rdoA,rdoA,,no associated pathway,P0C0K3
"Posttranslational modification, protein turnover, chaperones",CELLULAR PROCESSES AND SIGNALING,O,Peroxiredoxin osmC,osmC,6972.0,hyperosmotic response,P0C0L2
"Posttranslational modification, protein turnover, chaperones",CELLULAR PROCESSES AND SIGNALING,O,Peroxiredoxin osmC,osmC,33194.0,response to hydroperoxide,P0C0L2
"Posttranslational modification, protein turnover, chaperones",CELLULAR PROCESSES AND SIGNALING,O,Peroxiredoxin osmC,osmC,6979.0,response to oxidative stress,P0C0L2
Carbohydrate transport and metabolism,METABOLISM,G,Proline/betaine transporter,proP,6865.0,amino acid transport,P0C0L7
Carbohydrate transport and metabolism,METABOLISM,G,Proline/betaine transporter,proP,71474.0,cellular hyperosmotic response,P0C0L7
Carbohydrate transport and metabolism,METABOLISM,G,Proline/betaine transporter,proP,71475.0,cellular hyperosmotic salinity response,P0C0L7
Carbohydrate transport and metabolism,METABOLISM,G,Proline/betaine transporter,proP,31460.0,glycine betaine transport,P0C0L7
Carbohydrate transport and metabolism,METABOLISM,G,Proline/betaine transporter,proP,7231.0,osmosensory signaling pathway,P0C0L7
Carbohydrate transport and metabolism,METABOLISM,G,Proline/betaine transporter,proP,1905647.0,proline import across plasma membrane,P0C0L7
Function unknown,POORLY CHARACTERIZED,S,Protein iscX,iscX,16226.0,iron-sulfur cluster assembly,P0C0L9
"Translation, ribosomal structure and biogenesis",INFORMATION STORAGE AND PROCESSING,J,Ribosomal RNA large subunit methyltransferase E,rlmE,453.0,enzyme-directed rRNA 2'-O-methylation,P0C0R7
"Translation, ribosomal structure and biogenesis",INFORMATION STORAGE AND PROCESSING,J,Ribosomal RNA large subunit methyltransferase E,rlmE,27.0,ribosomal large subunit assembly,P0C0R7
Cell wall/membrane/envelope biogenesis,CELLULAR PROCESSES AND SIGNALING,M,Small-conductance mechanosensitive channel,mscS,9992.0,cellular water homeostasis,P0C0S1
Cell wall/membrane/envelope biogenesis,CELLULAR PROCESSES AND SIGNALING,M,Small-conductance mechanosensitive channel,mscS,34220.0,ion transmembrane transport,P0C0S1
Cell wall/membrane/envelope biogenesis,CELLULAR PROCESSES AND SIGNALING,M,Small-conductance mechanosensitive channel,mscS,51260.0,protein homooligomerization,P0C0S1
Cell wall/membrane/envelope biogenesis,CELLULAR PROCESSES AND SIGNALING,M,Penicillin-insensitive murein endopeptidase,mepA,9252.0,peptidoglycan biosynthetic process,P0C0T5
Cell wall/membrane/envelope biogenesis,CELLULAR PROCESSES AND SIGNALING,M,Penicillin-insensitive murein endopeptidase,mepA,270.0,peptidoglycan metabolic process,P0C0T5
Cell wall/membrane/envelope biogenesis,CELLULAR PROCESSES AND SIGNALING,M,Penicillin-insensitive murein endopeptidase,mepA,42493.0,response to drug,P0C0T5
Coenzyme transport and metabolism,METABOLISM,HJ,Ribosomal protein S6 modification protein,rimK,18410.0,C-terminal protein amino acid modification,P0C0U4
Coenzyme transport and metabolism,METABOLISM,HJ,Ribosomal protein S6 modification protein,rimK,9432.0,SOS response,P0C0U4
Coenzyme transport and metabolism,METABOLISM,HJ,Ribosomal protein S6 modification protein,rimK,6412.0,translation,P0C0U4
"Posttranslational modification, protein turnover, chaperones",CELLULAR PROCESSES AND SIGNALING,O,Protease do,degP,61077.0,chaperone-mediated protein folding,P0C0V0
"Posttranslational modification, protein turnover, chaperones",CELLULAR PROCESSES AND SIGNALING,O,Protease do,degP,6457.0,protein folding,P0C0V0
"Posttranslational modification, protein turnover, chaperones",CELLULAR PROCESSES AND SIGNALING,O,Protease do,degP,6515.0,protein quality control for misfolded or incompletely synthesized proteins,P0C0V0
"Posttranslational modification, protein turnover, chaperones",CELLULAR PROCESSES AND SIGNALING,O,Protease do,degP,6508.0,proteolysis,P0C0V0
"Posttranslational modification, protein turnover, chaperones",CELLULAR PROCESSES AND SIGNALING,O,Protease do,degP,9408.0,response to heat,P0C0V0
"Posttranslational modification, protein turnover, chaperones",CELLULAR PROCESSES AND SIGNALING,O,Protease do,degP,6979.0,response to oxidative stress,P0C0V0
"Posttranslational modification, protein turnover, chaperones",CELLULAR PROCESSES AND SIGNALING,O,Protease do,degP,9266.0,response to temperature stimulus,P0C0V0
Lipid transport and metabolism,METABOLISM,I,Beta-ketoadipyl-CoA thiolase,paaJ,19619.0,"3,4-dihydroxybenzoate catabolic process",P0C7L2
Lipid transport and metabolism,METABOLISM,I,Beta-ketoadipyl-CoA thiolase,paaJ,6974.0,cellular response to DNA damage stimulus,P0C7L2
Lipid transport and metabolism,METABOLISM,I,Beta-ketoadipyl-CoA thiolase,paaJ,6635.0,fatty acid beta-oxidation,P0C7L2
Lipid transport and metabolism,METABOLISM,I,Beta-ketoadipyl-CoA thiolase,paaJ,10124.0,phenylacetate catabolic process,P0C7L2
Carbohydrate transport and metabolism,METABOLISM,G,"D-tagatose-1,6-bisphosphate aldolase subunit GatY",gatY,2001059.0,D-tagatose 6-phosphate catabolic process,P0C8J6
Carbohydrate transport and metabolism,METABOLISM,G,"D-tagatose-1,6-bisphosphate aldolase subunit GatY",gatY,19404.0,galactitol catabolic process,P0C8J6
Carbohydrate transport and metabolism,METABOLISM,G,"D-tagatose-1,6-bisphosphate aldolase subunit gatZ",gatZ,2001059.0,D-tagatose 6-phosphate catabolic process,P0C8J8
Carbohydrate transport and metabolism,METABOLISM,G,"D-tagatose-1,6-bisphosphate aldolase subunit gatZ",gatZ,19404.0,galactitol catabolic process,P0C8J8
Carbohydrate transport and metabolism,METABOLISM,G,"D-tagatose-1,6-bisphosphate aldolase subunit gatZ",gatZ,9401.0,phosphoenolpyruvate-dependent sugar phosphotransferase system,P0C8J8
Carbohydrate transport and metabolism,METABOLISM,G,"D-tagatose-1,6-bisphosphate aldolase subunit kbaZ",kbaZ,5975.0,carbohydrate metabolic process,P0C8K0
Carbohydrate transport and metabolism,METABOLISM,G,"D-tagatose-1,6-bisphosphate aldolase subunit kbaZ",kbaZ,2001059.0,D-tagatose 6-phosphate catabolic process,P0C8K0
Carbohydrate transport and metabolism,METABOLISM,G,"D-tagatose-1,6-bisphosphate aldolase subunit kbaZ",kbaZ,9401.0,phosphoenolpyruvate-dependent sugar phosphotransferase system,P0C8K0
Cell wall/membrane/envelope biogenesis,CELLULAR PROCESSES AND SIGNALING,M,Endo-type membrane-bound lytic murein transglycosylase A,emtA,16998.0,cell wall macromolecule catabolic process,P0C960
Cell wall/membrane/envelope biogenesis,CELLULAR PROCESSES AND SIGNALING,M,Endo-type membrane-bound lytic murein transglycosylase A,emtA,71555.0,cell wall organization,P0C960
Cell wall/membrane/envelope biogenesis,CELLULAR PROCESSES AND SIGNALING,M,Endo-type membrane-bound lytic murein transglycosylase A,emtA,270.0,peptidoglycan metabolic process,P0C960
,,-,Phosphoethanolamine transferase CptA,eptC,9244.0,lipopolysaccharide core region biosynthetic process,P0CB39
"Translation, ribosomal structure and biogenesis",INFORMATION STORAGE AND PROCESSING,J,Elongation factor Tu 1,tufA,46677.0,response to antibiotic,P0CE47
"Translation, ribosomal structure and biogenesis",INFORMATION STORAGE AND PROCESSING,J,Elongation factor Tu 1,tufA,6414.0,translational elongation,P0CE47
"Replication, recombination and repair",INFORMATION STORAGE AND PROCESSING,L,Transposase insH for insertion sequence element IS5A,insH,6313.0,"transposition, DNA-mediated",P0CE49
,,-,Transposase insH for insertion sequence element IS5-13,JW58,6313.0,"transposition, DNA-mediated",P0CE60
"Replication, recombination and repair",INFORMATION STORAGE AND PROCESSING,L,Transposase insC for insertion element IS2A,insC,6313.0,"transposition, DNA-mediated",P0CF40
"Translation, ribosomal structure and biogenesis",INFORMATION STORAGE AND PROCESSING,J,Inactive ribonuclease PH,rph,16075.0,rRNA catabolic process,P0CG19
"Translation, ribosomal structure and biogenesis",INFORMATION STORAGE AND PROCESSING,J,Inactive ribonuclease PH,rph,6364.0,rRNA processing,P0CG19
"Translation, ribosomal structure and biogenesis",INFORMATION STORAGE AND PROCESSING,J,Inactive ribonuclease PH,rph,8033.0,tRNA processing,P0CG19
Cell wall/membrane/envelope biogenesis,CELLULAR PROCESSES AND SIGNALING,M,Rare lipoprotein A,rlpA,71555.0,cell wall organization,P10100
Cell wall/membrane/envelope biogenesis,CELLULAR PROCESSES AND SIGNALING,M,Rare lipoprotein A,rlpA,270.0,peptidoglycan metabolic process,P10100
"Intracellular trafficking, secretion, and vesicular transport",CELLULAR PROCESSES AND SIGNALING,U,Cell division protein ftsY,ftsY,6605.0,protein targeting,P10121
"Intracellular trafficking, secretion, and vesicular transport",CELLULAR PROCESSES AND SIGNALING,U,Cell division protein ftsY,ftsY,6614.0,SRP-dependent cotranslational protein targeting to membrane,P10121
Amino acid transport and metabolism,METABOLISM,E,Glutamine transport ATP-binding protein GlnQ,glnQ,,no associated pathway,P10346
Amino acid transport and metabolism,METABOLISM,E,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase,hisA,6974.0,cellular response to DNA damage stimulus,P10371
Amino acid transport and metabolism,METABOLISM,E,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase,hisA,105.0,histidine biosynthetic process,P10371
Amino acid transport and metabolism,METABOLISM,E,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase,hisA,162.0,tryptophan biosynthetic process,P10371
"Secondary metabolites biosynthesis, transport and catabolism",METABOLISM,Q,Enterobactin synthase component E,entE,9239.0,enterobactin biosynthetic process,P10378
Lipid transport and metabolism,METABOLISM,I,Long-chain fatty acid transport protein,fadL,,no associated pathway,P10384
"Intracellular trafficking, secretion, and vesicular transport",CELLULAR PROCESSES AND SIGNALING,U,Protein translocase subunit secA,secA,61077.0,chaperone-mediated protein folding,P10408
"Intracellular trafficking, secretion, and vesicular transport",CELLULAR PROCESSES AND SIGNALING,U,Protein translocase subunit secA,secA,65002.0,intracellular protein transmembrane transport,P10408
"Intracellular trafficking, secretion, and vesicular transport",CELLULAR PROCESSES AND SIGNALING,U,Protein translocase subunit secA,secA,17038.0,protein import,P10408
"Intracellular trafficking, secretion, and vesicular transport",CELLULAR PROCESSES AND SIGNALING,U,Protein translocase subunit secA,secA,6605.0,protein targeting,P10408
"Intracellular trafficking, secretion, and vesicular transport",CELLULAR PROCESSES AND SIGNALING,U,Protein translocase subunit secA,secA,15031.0,protein transport,P10408
"Intracellular trafficking, secretion, and vesicular transport",CELLULAR PROCESSES AND SIGNALING,U,Protein translocase subunit secA,secA,43952.0,protein transport by the Sec complex,P10408
General function prediction only,POORLY CHARACTERIZED,R,Alkaline phosphatase isozyme conversion protein,iap,43687.0,post-translational protein modification,P10423
General function prediction only,POORLY CHARACTERIZED,R,Alkaline phosphatase isozyme conversion protein,iap,6508.0,proteolysis,P10423
Cell wall/membrane/envelope biogenesis,CELLULAR PROCESSES AND SIGNALING,M,Lipid-A-disaccharide synthase,lpxB,9245.0,lipid A biosynthetic process,P10441
"Replication, recombination and repair",INFORMATION STORAGE AND PROCESSING,L,Ribonuclease HII,rnhB,43137.0,"DNA replication, removal of RNA primer",P10442
"Replication, recombination and repair",INFORMATION STORAGE AND PROCESSING,L,Ribonuclease HII,rnhB,6298.0,mismatch repair,P10442
"Replication, recombination and repair",INFORMATION STORAGE AND PROCESSING,L,DNA polymerase III subunit alpha,dnaE,6260.0,DNA replication,P10443
"Replication, recombination and repair",INFORMATION STORAGE AND PROCESSING,L,DNA polymerase III subunit alpha,dnaE,90305.0,nucleic acid phosphodiester bond hydrolysis,P10443
Coenzyme transport and metabolism,METABOLISM,H,L-aspartate oxidase,nadB,34628.0,'de novo' NAD biosynthetic process from aspartate,P10902
Carbohydrate transport and metabolism,METABOLISM,G,sn-glycerol-3-phosphate import ATP-binding protein UgpC,ugpC,8643.0,carbohydrate transport,P10907
Carbohydrate transport and metabolism,METABOLISM,G,sn-glycerol-3-phosphate import ATP-binding protein UgpC,ugpC,15794.0,glycerol-3-phosphate transmembrane transport,P10907
Carbohydrate transport and metabolism,METABOLISM,G,sn-glycerol-3-phosphate import ATP-binding protein UgpC,ugpC,1407.0,glycerophosphodiester transmembrane transport,P10907
Energy production and conversion,METABOLISM,C,Glycerophosphoryl diester phosphodiesterase,ugpQ,6071.0,glycerol metabolic process,P10908
Energy production and conversion,METABOLISM,C,Glycerophosphoryl diester phosphodiesterase,ugpQ,6629.0,lipid metabolic process,P10908
Signal transduction mechanisms,CELLULAR PROCESSES AND SIGNALING,T,Isocitrate dehydrogenase kinase/phosphatase,aceK,6006.0,glucose metabolic process,P11071
Signal transduction mechanisms,CELLULAR PROCESSES AND SIGNALING,T,Isocitrate dehydrogenase kinase/phosphatase,aceK,6097.0,glyoxylate cycle,P11071
Signal transduction mechanisms,CELLULAR PROCESSES AND SIGNALING,T,Isocitrate dehydrogenase kinase/phosphatase,aceK,70262.0,peptidyl-serine dephosphorylation,P11071
Signal transduction mechanisms,CELLULAR PROCESSES AND SIGNALING,T,Isocitrate dehydrogenase kinase/phosphatase,aceK,18105.0,peptidyl-serine phosphorylation,P11071
Signal transduction mechanisms,CELLULAR PROCESSES AND SIGNALING,T,Isocitrate dehydrogenase kinase/phosphatase,aceK,50790.0,regulation of catalytic activity,P11071
