annotation,cog_category,cog_class,cog_id,cog_letter,gene_name,uniprot,go_ids,refseq_id,uniprot_kw_ids,mass_da
D-alanyl-D-alanine carboxypeptidase,Cellular Processes and Signaling,Cell wall/membrane/envelope biogenesis,COG1686,M,dacD,P33013,GO:0008800; GO:0000270; GO:0071555; GO:0016787; GO:0008233; GO:0005886; GO:0008658; GO:0016020; GO:0009252; GO:0008360; GO:0006508; GO:0004180; GO:0009002; GO:0004175,YP_003045107.1,KW-0002; KW-0121; KW-0133; KW-0378; KW-0472; KW-0573; KW-0645; KW-0732; KW-0961; KW-0997; KW-1003; KW-1185,43346.0
D-alanyl-D-alanine carboxypeptidase,Cellular Processes and Signaling,Cell wall/membrane/envelope biogenesis,COG1686,M,pbpG,P0AFI5,GO:0016787; GO:0009002; GO:0006508; GO:0004175; GO:0043093; GO:0000270; GO:0042597; GO:0008360; GO:0071555; GO:0042493; GO:0009252,YP_003045257.1,KW-0133; KW-0378; KW-0573; KW-0574; KW-0732; KW-0903; KW-0961; KW-1185,33887.0
Uncharacterized conserved protein,Poorly Characterized,Function unknown,COG1690,S,rtcB,P46850,GO:0006974; GO:0006281; GO:0006266; GO:0003909; GO:0046872; GO:0016874; GO:0006396; GO:0042245; GO:0030145; GO:0008452,YP_003046456.1,KW-0342; KW-0436; KW-0464; KW-0479; KW-0547; KW-0819; KW-1185,45222.0
Predicted pyrophosphatase,Poorly Characterized,General function prediction only,COG1694,R,mazG,P0AEY3,GO:0016787; GO:0047693; GO:0046872; GO:0005524; GO:0000166; GO:0009267; GO:0005515; GO:0047429; GO:0046076; GO:0046047; GO:0046052; GO:0046081; GO:0046061; GO:0006203,YP_003045815.1,KW-0002; KW-0067; KW-0378; KW-0460; KW-0479; KW-0547; KW-1185,30412.0
"Phosphate starvation-inducible protein PhoH, predicted ATPase",Cellular Processes and Signaling,Signal transduction mechanisms,COG1702,T,phoH,P0A9K1,GO:0000166; GO:0005524; GO:0005737; GO:0005829,YP_003044240.1,KW-0067; KW-0346; KW-0547; KW-0903; KW-0963; KW-1185,39265.0
"Phosphate starvation-inducible protein PhoH, predicted ATPase",Cellular Processes and Signaling,Signal transduction mechanisms,COG1702,T,ybeZ,P0A9K3,GO:0005515; GO:0005829; GO:0005737; GO:0005524; GO:0000166,YP_003043847.1,KW-0067; KW-0547; KW-0963; KW-1185,39039.0
Putative periplasmic protein kinase ArgK and related GTPases of G3E family,Metabolism,Amino acid transport and metabolism,COG1703,E,argK,P27254,GO:0016787; GO:0005525; GO:0005515; GO:0003924; GO:0005524; GO:0000166,YP_003045937.1,KW-0002; KW-0067; KW-0342; KW-0378; KW-0547; KW-1185,36704.0
Muramidase (flagellum-specific),Cellular Processes and Signaling,Cell motility,COG1705,N,flgJ,P75942,GO:0071973; GO:0071555; GO:0044781; GO:0044780; GO:0004040; GO:0042597; GO:0016798; GO:0016787; GO:0008152,YP_003044295.1,KW-0326; KW-0378; KW-0574; KW-0961; KW-1005; KW-1185,34475.0
Muramidase (flagellum-specific),Cellular Processes and Signaling,"Intracellular trafficking, secretion, and vesicular transport",COG1705,U,flgJ,P75942,GO:0071973; GO:0071555; GO:0044781; GO:0044780; GO:0004040; GO:0042597; GO:0016798; GO:0016787; GO:0008152,YP_003044295.1,KW-0326; KW-0378; KW-0574; KW-0961; KW-1005; KW-1185,34475.0
Flagellar basal-body P-ring protein,Cellular Processes and Signaling,Cell motility,COG1706,N,flgI,P0A6S3,GO:0006974; GO:0097588; GO:0071973; GO:0030288; GO:0009428; GO:0005198; GO:0009288; GO:0009425; GO:0042597,YP_003044294.1,KW-0574; KW-0732; KW-0975; KW-1185,38169.0
Restriction endonuclease,Cellular Processes and Signaling,Defense mechanisms,COG1715,V,mrr,P24202,GO:0090305; GO:0043590; GO:0051599; GO:0032067; GO:0015666; GO:0003677; GO:0004519; GO:0009307,YP_003047378.1,KW-0680; KW-0903; KW-1185,33520.0
Exonuclease VII small subunit,Information Storage and Processing,"Replication, recombination and repair",COG1722,L,xseB,P0A8G9,GO:0008855; GO:0006308; GO:0090305; GO:0005515; GO:0016787; GO:0009318; GO:0005829; GO:0004527; GO:0004518; GO:0005737,YP_003043596.1,KW-0269; KW-0378; KW-0540; KW-0903; KW-0963; KW-1185,8952.0
Predicted transcriptional regulators,Information Storage and Processing,Transcription,COG1733,K,ytfH,P0ACN2,GO:0003677,YP_003047254.1,KW-0238; KW-0804; KW-0805; KW-1185,14075.0
DnaK suppressor protein,Cellular Processes and Signaling,Signal transduction mechanisms,COG1734,T,dksA,P0ABS1,GO:0010468; GO:0005829; GO:0008270; GO:0046872; GO:0005737,YP_003043373.1,KW-0002; KW-0175; KW-0479; KW-0862; KW-0863; KW-0903; KW-0963; KW-1185,17528.0
DnaK suppressor protein,Cellular Processes and Signaling,Signal transduction mechanisms,COG1734,T,ybiI,P41039,GO:0008270; GO:0046872; GO:1900378,YP_003043988.1,KW-0002; KW-0479; KW-0862; KW-0863; KW-1185,9756.0
Predicted metal-dependent hydrolase with the TIM-barrel fold,Poorly Characterized,General function prediction only,COG1735,R,php,P45548,GO:0046872; GO:0016788; GO:0009056; GO:0016787; GO:0008270,,KW-0002; KW-0378; KW-0479; KW-0862; KW-0903; KW-1185,32915.0
Transcriptional regulators,Information Storage and Processing,Transcription,COG1737,K,yebK,P46118,GO:0006974; GO:1901135; GO:0097367; GO:0003700; GO:0006355; GO:0003677; GO:0006351,YP_003045021.1,KW-0238; KW-0678; KW-0804; KW-0805; KW-1185,31976.0
Transcriptional regulators,Information Storage and Processing,Transcription,COG1737,K,yfhH,P37767,GO:1901135; GO:0097367; GO:0003700; GO:0006355; GO:0003677; GO:0006351,YP_003045644.1,KW-0238; KW-0804; KW-0805; KW-1185,30708.0
Uncharacterized conserved protein,Poorly Characterized,Function unknown,COG1738,S,yhhQ,P37619,GO:0055085; GO:0022857; GO:0005887; GO:0072531; GO:1990397; GO:0005886; GO:0016021; GO:0016020,YP_003046503.1,KW-0472; KW-0812; KW-0813; KW-0997; KW-1003; KW-1133; KW-1185,25269.0
Uncharacterized conserved protein,Poorly Characterized,Function unknown,COG1739,S,yigZ,P27862,GO:0005515,YP_003046913.1,KW-0002; KW-1185,21757.0
"Ni,Fe-hydrogenase I small subunit",Metabolism,Energy production and conversion,COG1740,C,hyaA,P69739,GO:0022900; GO:0005887; GO:0009375; GO:0006113; GO:0044569; GO:0031237; GO:0005515; GO:0008901; GO:0033748; GO:0055114; GO:0005886; GO:0051539; GO:0051538; GO:0051536; GO:0046872; GO:0016491; GO:0016021; GO:0016020; GO:0009061; GO:0009055,YP_003044193.1,KW-0002; KW-0003; KW-0004; KW-0408; KW-0411; KW-0472; KW-0479; KW-0560; KW-0732; KW-0812; KW-0903; KW-0997; KW-1003; KW-1133; KW-1185,40681.0
"Ni,Fe-hydrogenase I small subunit",Metabolism,Energy production and conversion,COG1740,C,hybO,P69741,GO:0005887; GO:0051539; GO:0051538; GO:0046872; GO:0033748; GO:0044569; GO:0031236; GO:0009375; GO:0008901; GO:0055114; GO:0005886; GO:0051536; GO:0042597; GO:0016491; GO:0016020; GO:0005515; GO:0009061; GO:0009055,,KW-0002; KW-0003; KW-0004; KW-0408; KW-0411; KW-0472; KW-0479; KW-0560; KW-0574; KW-0732; KW-0903; KW-1003; KW-1185,39652.0
Pirin-related protein,Poorly Characterized,General function prediction only,COG1741,R,yhaK,P42624,GO:0005737,YP_003046160.1,KW-0002; KW-0963; KW-1185,25895.0
Pirin-related protein,Poorly Characterized,General function prediction only,COG1741,R,yhhW,P46852,GO:0051213; GO:0016491; GO:0055114; GO:0046872; GO:0008127,YP_003046473.1,KW-0002; KW-0186; KW-0223; KW-0408; KW-0479; KW-0560; KW-0862; KW-1185,26279.0
Uncharacterized conserved protein,Poorly Characterized,Function unknown,COG1742,S,ynfA,P76169,GO:0005887; GO:0016021; GO:0016020; GO:0005886,YP_003044751.1,KW-0472; KW-0812; KW-0997; KW-1003; KW-1133; KW-1185,11920.0
Flagellar hook protein FlgE,Cellular Processes and Signaling,Cell motility,COG1749,N,flgE,P75937,GO:0009424; GO:0071973; GO:0005829; GO:0009288; GO:0009425; GO:0071978,YP_003044290.1,KW-0975; KW-1185,42045.0
Predicted esterase of the alpha-beta hydrolase superfamily,Poorly Characterized,General function prediction only,COG1752,R,rssA,P0AFR0,GO:0016042; GO:0016787; GO:0046470; GO:0006629; GO:0004622,,KW-0378; KW-0442; KW-0443; KW-1185,33067.0
"DNA-directed RNA polymerase, subunit K/omega",Information Storage and Processing,Transcription,COG1758,K,rpoZ,P0A800,GO:0030880; GO:0003677; GO:0005829; GO:0005515; GO:0016779; GO:0016740; GO:0006351; GO:0003899; GO:0065003,YP_003046685.1,KW-0002; KW-0240; KW-0548; KW-0804; KW-0808; KW-0903; KW-1185,10237.0
L-serine deaminase,Metabolism,Amino acid transport and metabolism,COG1760,E,sdaA,P16095,GO:0005515; GO:0005829; GO:0016829; GO:0051539; GO:0051536; GO:0046872; GO:0006094; GO:0006565; GO:0003941,YP_003044981.1,KW-0004; KW-0312; KW-0408; KW-0411; KW-0456; KW-0479; KW-0903; KW-1185,48907.0
L-serine deaminase,Metabolism,Amino acid transport and metabolism,COG1760,E,sdaB,P30744,GO:0016829; GO:0051539; GO:0051536; GO:0046872; GO:0006094; GO:0006565; GO:0003941,YP_003045831.1,KW-0004; KW-0312; KW-0408; KW-0411; KW-0456; KW-0479; KW-1185,48753.0
Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type),Metabolism,Carbohydrate transport and metabolism,COG1762,G,cmtB,P69824,GO:0016310; GO:0016301; GO:0016740; GO:0008643; GO:0005737; GO:0009401,YP_003045952.1,KW-0002; KW-0418; KW-0597; KW-0598; KW-0762; KW-0808; KW-0813; KW-0963; KW-1185,16046.0
Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type),Metabolism,Carbohydrate transport and metabolism,COG1762,G,frvA,P32155,GO:0034219; GO:0016021; GO:0008982; GO:0016310; GO:0016740; GO:0016301; GO:0008643; GO:0005737; GO:0009401,YP_003046958.1,KW-0418; KW-0597; KW-0598; KW-0762; KW-0808; KW-0813; KW-0963; KW-1185,16094.0
Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type),Metabolism,Carbohydrate transport and metabolism,COG1762,G,frvR,P32152,GO:0016310; GO:0016740; GO:0016301; GO:0003677; GO:0006351,YP_003046955.1,KW-0238; KW-0418; KW-0597; KW-0804; KW-0805; KW-0808; KW-1185,66000.0
Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type),Metabolism,Carbohydrate transport and metabolism,COG1762,G,gatA,P69828,GO:0034219; GO:0090584; GO:0015796; GO:0005829; GO:0016310; GO:0016301; GO:0019402; GO:0016740; GO:0008643; GO:0005737; GO:0009401,YP_003045214.1,KW-0298; KW-0418; KW-0597; KW-0598; KW-0762; KW-0808; KW-0813; KW-0963; KW-1185,16907.0
Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type),Metabolism,Carbohydrate transport and metabolism,COG1762,G,ptsA,P32670,GO:0016772; GO:0003824; GO:0046872; GO:0016740; GO:0016310; GO:0016301; GO:0009401; GO:0008965; GO:0008643; GO:0005737,YP_003047006.1,KW-0418; KW-0460; KW-0479; KW-0597; KW-0598; KW-0762; KW-0808; KW-0813; KW-0963; KW-1185,91774.0
Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type),Metabolism,Carbohydrate transport and metabolism,COG1762,G,ptsN,P69829,GO:0032147; GO:0043086; GO:0034219; GO:0005829; GO:0010243; GO:0009401; GO:0008982; GO:0032412; GO:0030295; GO:0004857; GO:0016310; GO:0016301; GO:0016740; GO:0005737; GO:0005515,YP_003046254.1,KW-0002; KW-0418; KW-0808; KW-0963; KW-1185,17960.0
Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type),Cellular Processes and Signaling,Signal transduction mechanisms,COG1762,T,cmtB,P69824,GO:0016310; GO:0016301; GO:0016740; GO:0008643; GO:0005737; GO:0009401,YP_003045952.1,KW-0002; KW-0418; KW-0597; KW-0598; KW-0762; KW-0808; KW-0813; KW-0963; KW-1185,16046.0
Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type),Cellular Processes and Signaling,Signal transduction mechanisms,COG1762,T,frvA,P32155,GO:0034219; GO:0016021; GO:0008982; GO:0016310; GO:0016740; GO:0016301; GO:0008643; GO:0005737; GO:0009401,YP_003046958.1,KW-0418; KW-0597; KW-0598; KW-0762; KW-0808; KW-0813; KW-0963; KW-1185,16094.0
Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type),Cellular Processes and Signaling,Signal transduction mechanisms,COG1762,T,frvR,P32152,GO:0016310; GO:0016740; GO:0016301; GO:0003677; GO:0006351,YP_003046955.1,KW-0238; KW-0418; KW-0597; KW-0804; KW-0805; KW-0808; KW-1185,66000.0
Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type),Cellular Processes and Signaling,Signal transduction mechanisms,COG1762,T,gatA,P69828,GO:0034219; GO:0090584; GO:0015796; GO:0005829; GO:0016310; GO:0016301; GO:0019402; GO:0016740; GO:0008643; GO:0005737; GO:0009401,YP_003045214.1,KW-0298; KW-0418; KW-0597; KW-0598; KW-0762; KW-0808; KW-0813; KW-0963; KW-1185,16907.0
Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type),Cellular Processes and Signaling,Signal transduction mechanisms,COG1762,T,ptsA,P32670,GO:0016772; GO:0003824; GO:0046872; GO:0016740; GO:0016310; GO:0016301; GO:0009401; GO:0008965; GO:0008643; GO:0005737,YP_003047006.1,KW-0418; KW-0460; KW-0479; KW-0597; KW-0598; KW-0762; KW-0808; KW-0813; KW-0963; KW-1185,91774.0
Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type),Cellular Processes and Signaling,Signal transduction mechanisms,COG1762,T,ptsN,P69829,GO:0032147; GO:0043086; GO:0034219; GO:0005829; GO:0010243; GO:0009401; GO:0008982; GO:0032412; GO:0030295; GO:0004857; GO:0016310; GO:0016301; GO:0016740; GO:0005737; GO:0005515,YP_003046254.1,KW-0002; KW-0418; KW-0808; KW-0963; KW-1185,17960.0
Molybdopterin-guanine dinucleotide biosynthesis protein,Metabolism,Coenzyme transport and metabolism,COG1763,H,mobB,P32125,GO:0005515; GO:0006777; GO:0005525; GO:0000166,YP_003046916.1,KW-0002; KW-0342; KW-0501; KW-0547; KW-0903; KW-1185,19363.0
"Predicted redox protein, regulator of disulfide bond formation",Cellular Processes and Signaling,"Posttranslational modification, protein turnover, chaperones",COG1764,O,osmC,P0C0L2,GO:0098869; GO:0006972; GO:0033194; GO:0005829; GO:0016491; GO:0016209; GO:0006979; GO:0055114; GO:0051920; GO:0005737; GO:0004601,YP_003044648.1,KW-0002; KW-0007; KW-0049; KW-0560; KW-0575; KW-0903; KW-0963; KW-1185,15088.0
Flagellar biosynthesis/type III secretory pathway lipoprotein,Cellular Processes and Signaling,Cell motility,COG1766,N,fliF,P25798,GO:0005515; GO:0071973; GO:0009431; GO:0003774; GO:0009288; GO:0005886; GO:0009425; GO:0016021; GO:0016020,,KW-0472; KW-0812; KW-0975; KW-0997; KW-1003; KW-1133; KW-1185,60589.0
Flagellar biosynthesis/type III secretory pathway lipoprotein,Cellular Processes and Signaling,"Intracellular trafficking, secretion, and vesicular transport",COG1766,U,fliF,P25798,GO:0005515; GO:0071973; GO:0009431; GO:0003774; GO:0009288; GO:0005886; GO:0009425; GO:0016021; GO:0016020,,KW-0472; KW-0812; KW-0975; KW-0997; KW-1003; KW-1133; KW-1185,60589.0
Triphosphoribosyl-dephospho-CoA synthetase,Metabolism,Coenzyme transport and metabolism,COG1767,H,citG,P77231,GO:0051191; GO:0016310; GO:0005524; GO:0000166; GO:0016740; GO:0046917,YP_003043802.1,KW-0067; KW-0547; KW-0808; KW-1185,31644.0
Protease II,Metabolism,Amino acid transport and metabolism,COG1770,E,ptrB,P24555,GO:0070012; GO:0070008; GO:0016787; GO:0008233; GO:0004252; GO:0005737; GO:0008236; GO:0006508,YP_003045013.1,KW-0378; KW-0645; KW-0720; KW-0903; KW-1185,79491.0
"Benzoyl-CoA reductase/2-hydroxyglutaryl-CoA dehydratase subunit, BcrC/BadD/HgdB",Metabolism,Amino acid transport and metabolism,COG1775,E,yjiM,P39384,GO:0006974; GO:0016829,YP_003047366.1,KW-0456; KW-1185,42743.0
Protein involved in ribonucleotide reduction,Metabolism,Nucleotide transport and metabolism,COG1780,F,nrdI,P0A772,GO:0005515; GO:0006464; GO:0010181,YP_003045719.1,KW-0002; KW-1185,15340.0
"Aspartate carbamoyltransferase, regulatory subunit",Metabolism,Nucleotide transport and metabolism,COG1781,F,pyrI,P0A7F3,GO:0046872; GO:0009347; GO:0006207; GO:0005515; GO:0008270; GO:0006221,YP_003047281.1,KW-0002; KW-0479; KW-0665; KW-0862; KW-0903; KW-1185,17121.0
Alkaline phosphatase,Metabolism,Inorganic ion transport and metabolism,COG1785,P,phoA,P00634,GO:0030613; GO:0006470; GO:0004721; GO:0055114; GO:0046872; GO:0016791; GO:0016787; GO:0003824; GO:0030288; GO:0033748; GO:0016311; GO:0042597; GO:0008270; GO:0005515; GO:0000287; GO:0004035,YP_003043557.1,KW-0002; KW-0378; KW-0460; KW-0479; KW-0574; KW-0597; KW-0732; KW-0862; KW-0903; KW-1015; KW-1185,49439.0
"Acyl CoA:acetate/3-ketoacid CoA transferase, alpha subunit",Metabolism,Lipid transport and metabolism,COG1788,I,atoD,P76458,GO:0008410; GO:0046459; GO:0016740; GO:0006631; GO:0006629; GO:0008775,YP_003045341.1,KW-0002; KW-0276; KW-0443; KW-0808; KW-1185,23526.0
Cell shape-determining protein,Cellular Processes and Signaling,Cell wall/membrane/envelope biogenesis,COG1792,M,mreC,P16926,GO:0030288; GO:0005829; GO:0071963; GO:0005887; GO:0016020; GO:0043621; GO:0016021; GO:0005886; GO:0005515; GO:0008360,YP_003046294.1,KW-0133; KW-0175; KW-0472; KW-0812; KW-0997; KW-1003; KW-1133; KW-1185,39530.0
Aspartate racemase,Cellular Processes and Signaling,Cell wall/membrane/envelope biogenesis,COG1794,M,ygeA,P03813,GO:0005515; GO:0047661; GO:0036361; GO:0016855; GO:0006807; GO:0006520; GO:0016853,YP_003045876.1,KW-0413; KW-1185,25248.0
Transcriptional regulators,Information Storage and Processing,Transcription,COG1802,K,ydfH,P0ACM2,GO:0003700; GO:0006355; GO:0003677; GO:0006351,YP_003044702.1,KW-0238; KW-0678; KW-0804; KW-0805; KW-1185,26565.0
Methylglyoxal synthase,Metabolism,Carbohydrate transport and metabolism,COG1803,G,mgsA,P0A731,GO:0016829; GO:0005829; GO:0019242; GO:0008929; GO:0005737,YP_003044185.1,KW-0002; KW-0456; KW-0903; KW-0963; KW-1185,16919.0
Predicted acyl-CoA transferases/carnitine dehydratase,Metabolism,Energy production and conversion,COG1804,C,caiB,P31572,GO:0008735; GO:0042413; GO:0008410; GO:0009437; GO:0003824; GO:0016782; GO:0016740; GO:0005737,,KW-0002; KW-0808; KW-0903; KW-0963; KW-1185,45127.0
Predicted acyl-CoA transferases/carnitine dehydratase,Metabolism,Energy production and conversion,COG1804,C,yfdE,P76518,GO:0036412; GO:0003824; GO:0016740,YP_003045472.1,KW-0002; KW-0808; KW-1185,41671.0
"Uncharacterized membrane protein, possible Na+ channel or pump",Poorly Characterized,General function prediction only,COG1811,R,yqgA,Q46831,GO:0005886; GO:0016021; GO:0016020,YP_003045984.1,KW-0472; KW-0812; KW-1003; KW-1133; KW-1185,24614.0
Flagellar basal body protein,Cellular Processes and Signaling,Cell motility,COG1815,N,flgB,P0ABW9,GO:0030694; GO:0071973; GO:0009425; GO:0009288; GO:0071978; GO:0009424,YP_003044287.1,KW-0975; KW-1185,15240.0
Adenosine deaminase,Metabolism,Nucleotide transport and metabolism,COG1816,F,add,P22333,GO:0004000; GO:0015950; GO:0009168; GO:0006154; GO:0032261; GO:0043103; GO:0046101; GO:0006974; GO:0008270; GO:0019239; GO:0016787; GO:0009117; GO:0005829; GO:0046872; GO:0046103,YP_003044792.1,KW-0378; KW-0479; KW-0546; KW-0862; KW-1185,36397.0
N-acetylglucosamine-6-phosphate deacetylase,Metabolism,Carbohydrate transport and metabolism,COG1820,G,nagA,P0AF18,GO:0047419; GO:0016810; GO:0016787; GO:0006044; GO:0046872; GO:0051289; GO:0019262; GO:0005975; GO:0008270; GO:0008448; GO:0006046,YP_003043853.1,KW-0002; KW-0119; KW-0378; KW-0479; KW-0862; KW-1185,40949.0
Ribosomal protein L25 (general stress protein Ctc),Information Storage and Processing,"Translation, ribosomal structure and biogenesis",COG1825,J,rplY,P68919,GO:0000027; GO:0009314; GO:0017148; GO:0005829; GO:0008097; GO:0006412; GO:0003735; GO:0022625; GO:0019843; GO:0005840; GO:0003723,YP_003045308.1,KW-0002; KW-0687; KW-0689; KW-0694; KW-0699; KW-0903; KW-1185,10693.0
Sec-independent protein secretion pathway components,Cellular Processes and Signaling,"Intracellular trafficking, secretion, and vesicular transport",COG1826,U,tatA,P69428,GO:0016021; GO:0008320; GO:0005515; GO:0005829; GO:0042802; GO:0065002; GO:0016020; GO:0005886; GO:0043953; GO:0005887; GO:0009306; GO:0033281; GO:0009977; GO:0015031,YP_003046903.1,KW-0002; KW-0472; KW-0653; KW-0811; KW-0812; KW-0813; KW-0903; KW-0997; KW-1003; KW-1133; KW-1185,9664.0
Sec-independent protein secretion pathway components,Cellular Processes and Signaling,"Intracellular trafficking, secretion, and vesicular transport",COG1826,U,tatB,P69425,GO:0008320; GO:0042802; GO:0005515; GO:0016020; GO:0015031; GO:0005886; GO:0005887; GO:0043953; GO:0009977; GO:0033281; GO:0065002; GO:0016021,YP_003046904.1,KW-0472; KW-0653; KW-0811; KW-0812; KW-0813; KW-0903; KW-0997; KW-1003; KW-1133; KW-1185,18421.0
Sec-independent protein secretion pathway components,Cellular Processes and Signaling,"Intracellular trafficking, secretion, and vesicular transport",COG1826,U,tatE,P0A843,GO:0008320; GO:0065002; GO:0016020; GO:0005886; GO:0043953; GO:0005887; GO:0009306; GO:0033281; GO:0016021; GO:0015031,YP_003043817.1,KW-0472; KW-0653; KW-0811; KW-0812; KW-0813; KW-0997; KW-1003; KW-1133; KW-1185,7024.0
