cog_class,cog_class_letter,cog_desc,desc,gene,process,uniprot
Metabolism,Lipid transport and metabolism,Lipid transport and metabolism,Protein sbmA ,sbmA,Transport,P0AFY6
Poorly Characterized,General function prediction only,General function prediction only,Stringent starvation protein B ,sspB,Stress response,P0AFZ3
Metabolism,Nucleotide transport and metabolism,Nucleotide transport and metabolism,Amidophosphoribosyltransferase ,purF,Purine biosynthesis,P0AG16
Metabolism,Nucleotide transport and metabolism,Nucleotide transport and metabolism,N5-carboxyaminoimidazole ribonucleotide mutase ,purE,Purine biosynthesis,P0AG18
Information Storage and Processing,Transcription,Transcription,Transcription termination factor Rho ,rho,Transcription,P0AG30
Information Storage and Processing,Transcription,Transcription,Transcription termination factor Rho ,rho,Transcription regulation,P0AG30
Information Storage and Processing,Transcription,Transcription,Transcription termination factor Rho ,rho,Transcription termination,P0AG30
Information Storage and Processing,"Translation, ribosomal structure and biogenesis","Translation, ribosomal structure and biogenesis",50S ribosomal protein L6 ,rplF,Antibiotic resistance,P0AG55
Information Storage and Processing,"Translation, ribosomal structure and biogenesis","Translation, ribosomal structure and biogenesis",30S ribosomal protein S17 ,rpsQ,Antibiotic resistance,P0AG63
Poorly Characterized,Function unknown,Function unknown,DNA recombination protein rmuC ,rmuC,DNA recombination,P0AG71
Information Storage and Processing,"Replication, recombination and repair","Replication, recombination and repair",Nuclease sbcCD subunit D ,sbcD,DNA recombination,P0AG76
Information Storage and Processing,"Replication, recombination and repair","Replication, recombination and repair",Nuclease sbcCD subunit D ,sbcD,DNA replication,P0AG76
Metabolism,Inorganic ion transport and metabolism,Inorganic ion transport and metabolism,Sulfate-binding protein ,sbp,Sulfate transport,P0AG78
Metabolism,Inorganic ion transport and metabolism,Inorganic ion transport and metabolism,Sulfate-binding protein ,sbp,Transport,P0AG78
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,sn-glycerol-3-phosphate-binding periplasmic protein ugpB ,ugpB,Transport,P0AG80
Metabolism,Inorganic ion transport and metabolism,Inorganic ion transport and metabolism,Phosphate-binding protein pstS ,pstS,Stress response,P0AG82
Metabolism,Inorganic ion transport and metabolism,Inorganic ion transport and metabolism,Phosphate-binding protein pstS ,pstS,Phosphate transport,P0AG82
Metabolism,Inorganic ion transport and metabolism,Inorganic ion transport and metabolism,Phosphate-binding protein pstS ,pstS,Transport,P0AG82
Cellular Processes and Signaling,"Intracellular trafficking, secretion, and vesicular transport","Intracellular trafficking, secretion, and vesicular transport",Protein-export protein SecB ,secB,Protein transport,P0AG86
Cellular Processes and Signaling,"Intracellular trafficking, secretion, and vesicular transport","Intracellular trafficking, secretion, and vesicular transport",Protein-export protein SecB ,secB,Translocation,P0AG86
Cellular Processes and Signaling,"Intracellular trafficking, secretion, and vesicular transport","Intracellular trafficking, secretion, and vesicular transport",Protein-export protein SecB ,secB,Transport,P0AG86
Cellular Processes and Signaling,"Intracellular trafficking, secretion, and vesicular transport","Intracellular trafficking, secretion, and vesicular transport",Protein-export membrane protein secD ,secD,Protein transport,P0AG90
Cellular Processes and Signaling,"Intracellular trafficking, secretion, and vesicular transport","Intracellular trafficking, secretion, and vesicular transport",Protein-export membrane protein secD ,secD,Translocation,P0AG90
Cellular Processes and Signaling,"Intracellular trafficking, secretion, and vesicular transport","Intracellular trafficking, secretion, and vesicular transport",Protein-export membrane protein secD ,secD,Transport,P0AG90
Cellular Processes and Signaling,"Intracellular trafficking, secretion, and vesicular transport","Intracellular trafficking, secretion, and vesicular transport",Protein-export membrane protein secF ,secF,Protein transport,P0AG93
Cellular Processes and Signaling,"Intracellular trafficking, secretion, and vesicular transport","Intracellular trafficking, secretion, and vesicular transport",Protein-export membrane protein secF ,secF,Translocation,P0AG93
Cellular Processes and Signaling,"Intracellular trafficking, secretion, and vesicular transport","Intracellular trafficking, secretion, and vesicular transport",Protein-export membrane protein secF ,secF,Transport,P0AG93
Cellular Processes and Signaling,"Intracellular trafficking, secretion, and vesicular transport","Intracellular trafficking, secretion, and vesicular transport",Preprotein translocase subunit SecE ,secE,Protein transport,P0AG96
Cellular Processes and Signaling,"Intracellular trafficking, secretion, and vesicular transport","Intracellular trafficking, secretion, and vesicular transport",Preprotein translocase subunit SecE ,secE,Translocation,P0AG96
Cellular Processes and Signaling,"Intracellular trafficking, secretion, and vesicular transport","Intracellular trafficking, secretion, and vesicular transport",Preprotein translocase subunit SecE ,secE,Transport,P0AG96
Cellular Processes and Signaling,"Intracellular trafficking, secretion, and vesicular transport","Intracellular trafficking, secretion, and vesicular transport",Protein-export membrane protein SecG ,secG,Protein transport,P0AG99
Cellular Processes and Signaling,"Intracellular trafficking, secretion, and vesicular transport","Intracellular trafficking, secretion, and vesicular transport",Protein-export membrane protein SecG ,secG,Translocation,P0AG99
Cellular Processes and Signaling,"Intracellular trafficking, secretion, and vesicular transport","Intracellular trafficking, secretion, and vesicular transport",Protein-export membrane protein SecG ,secG,Transport,P0AG99
Cellular Processes and Signaling,"Intracellular trafficking, secretion, and vesicular transport","Intracellular trafficking, secretion, and vesicular transport",Preprotein translocase subunit SecY ,secY,Protein transport,P0AGA2
Cellular Processes and Signaling,"Intracellular trafficking, secretion, and vesicular transport","Intracellular trafficking, secretion, and vesicular transport",Preprotein translocase subunit SecY ,secY,Translocation,P0AGA2
Cellular Processes and Signaling,"Intracellular trafficking, secretion, and vesicular transport","Intracellular trafficking, secretion, and vesicular transport",Preprotein translocase subunit SecY ,secY,Transport,P0AGA2
Cellular Processes and Signaling,Signal transduction mechanisms,Signal transduction mechanisms,Transcriptional regulatory protein uhpA ,uhpA,Transcription,P0AGA6
Cellular Processes and Signaling,Signal transduction mechanisms,Signal transduction mechanisms,Transcriptional regulatory protein uhpA ,uhpA,Transcription regulation,P0AGA6
Cellular Processes and Signaling,Signal transduction mechanisms,Signal transduction mechanisms,Transcriptional regulatory protein uhpA ,uhpA,Two-component regulatory system,P0AGA6
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Phosphoserine phosphatase ,serB,Amino-acid biosynthesis,P0AGB0
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Phosphoserine phosphatase ,serB,Serine biosynthesis,P0AGB0
Information Storage and Processing,Transcription,Transcription,RNA polymerase sigma-E factor ,rpoE,Stress response,P0AGB6
Information Storage and Processing,Transcription,Transcription,RNA polymerase sigma-E factor ,rpoE,Transcription,P0AGB6
Information Storage and Processing,Transcription,Transcription,RNA polymerase sigma-E factor ,rpoE,Transcription regulation,P0AGB6
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,Hexose phosphate transport protein ,uhpT,Phosphate transport,P0AGC0
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,Hexose phosphate transport protein ,uhpT,Sugar transport,P0AGC0
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,Hexose phosphate transport protein ,uhpT,Transport,P0AGC0
Cellular Processes and Signaling,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,Soluble lytic murein transglycosylase ,slt,Cell wall biogenesis/degradation,P0AGC3
Information Storage and Processing,"Replication, recombination and repair","Replication, recombination and repair",Single-stranded DNA-binding protein ,ssb,DNA damage,P0AGE0
Information Storage and Processing,"Replication, recombination and repair","Replication, recombination and repair",Single-stranded DNA-binding protein ,ssb,DNA recombination,P0AGE0
Information Storage and Processing,"Replication, recombination and repair","Replication, recombination and repair",Single-stranded DNA-binding protein ,ssb,DNA repair,P0AGE0
Information Storage and Processing,"Replication, recombination and repair","Replication, recombination and repair",Single-stranded DNA-binding protein ,ssb,DNA replication,P0AGE0
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Serine/threonine transporter sstT ,sstT,Amino-acid transport,P0AGE4
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Serine/threonine transporter sstT ,sstT,Symport,P0AGE4
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Serine/threonine transporter sstT ,sstT,Transport,P0AGE4
Metabolism,Energy production and conversion,Energy production and conversion,Succinyl-CoA ligase [ADP-forming] subunit alpha ,sucD,Tricarboxylic acid cycle,P0AGE9
Not Assigned,Not Assigned,Not Assigned,D-xylose-proton symporter ,xylE,Sugar transport,P0AGF4
Not Assigned,Not Assigned,Not Assigned,D-xylose-proton symporter ,xylE,Symport,P0AGF4
Not Assigned,Not Assigned,Not Assigned,D-xylose-proton symporter ,xylE,Transport,P0AGF4
Metabolism,Coenzyme transport and metabolism,Coenzyme transport and metabolism,Thiamine-monophosphate kinase ,thiL,Thiamine biosynthesis,P0AGG0
Cellular Processes and Signaling,"Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones",Thioredoxin-2 ,trxC,Electron transport,P0AGG4
Cellular Processes and Signaling,"Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones",Thioredoxin-2 ,trxC,Transport,P0AGG4
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,Ribose transport system permease protein rbsC ,rbsC,Sugar transport,P0AGI1
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,Ribose transport system permease protein rbsC ,rbsC,Transport,P0AGI1
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,Xylose transport system permease protein xylH ,xylH,Sugar transport,P0AGI4
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,Xylose transport system permease protein xylH ,xylH,Transport,P0AGI4
Metabolism,Inorganic ion transport and metabolism,Inorganic ion transport and metabolism,Trk system potassium uptake protein trkA ,trkA,Ion transport,P0AGI8
Metabolism,Inorganic ion transport and metabolism,Inorganic ion transport and metabolism,Trk system potassium uptake protein trkA ,trkA,Potassium transport,P0AGI8
Metabolism,Inorganic ion transport and metabolism,Inorganic ion transport and metabolism,Trk system potassium uptake protein trkA ,trkA,Transport,P0AGI8
Information Storage and Processing,"Translation, ribosomal structure and biogenesis","Translation, ribosomal structure and biogenesis",tRNA guanosine-2'-O-methyltransferase ,trmH,tRNA processing,P0AGJ2
Information Storage and Processing,"Translation, ribosomal structure and biogenesis","Translation, ribosomal structure and biogenesis",tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmL ,trmL,tRNA processing,P0AGJ7
Information Storage and Processing,"Translation, ribosomal structure and biogenesis","Translation, ribosomal structure and biogenesis",Tyrosyl-tRNA synthetase ,tyrS,Protein biosynthesis,P0AGJ9
Information Storage and Processing,Transcription,Transcription,HTH-type transcriptional regulator iscR ,iscR,Stress response,P0AGK8
Information Storage and Processing,Transcription,Transcription,HTH-type transcriptional regulator iscR ,iscR,Transcription,P0AGK8
Information Storage and Processing,Transcription,Transcription,HTH-type transcriptional regulator iscR ,iscR,Transcription regulation,P0AGK8
Poorly Characterized,Function unknown,Function unknown,Ribosomal RNA small subunit methyltransferase E ,rsmE,rRNA processing,P0AGL7
Cellular Processes and Signaling,"Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones",Small heat shock protein ibpA ,ibpA,Stress response,P0C054
Cellular Processes and Signaling,"Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones",Small heat shock protein ibpB ,ibpB,Stress response,P0C058
Cellular Processes and Signaling,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,Membrane-bound lytic murein transglycosylase C ,mltC,Cell wall biogenesis/degradation,P0C066
Information Storage and Processing,"Replication, recombination and repair","Replication, recombination and repair",Antitoxin RelB ,relB,Stress response,P0C079
Information Storage and Processing,"Replication, recombination and repair","Replication, recombination and repair",Antitoxin RelB ,relB,Transcription,P0C079
