gene_name,b_number,gene_product,mw_fg,go_terms,cog_class,cog_letter,cog_category,cog_desc
trnailey,b2652,tRNA-Ile(CAU),,GO:0005829; GO:0030533; GO:0005737,Not Assigned,Not Assigned,Not Assigned,Not Assigned
ilva,b3772,threonine deaminase,9.32837e-05,GO:0006567; GO:0005829; GO:0016829; GO:0008652; GO:0008152; GO:0006520; GO:0003824; GO:0030170; GO:0006566; GO:0016597; GO:0009082; GO:0009097; GO:0004794,metabolism,E,amino acid transport and metabolism,L-threonine ammonia-lyase (EC 4.3.1.19)
ile,b3772,threonine deaminase,9.32837e-05,GO:0006567; GO:0005829; GO:0016829; GO:0008652; GO:0008152; GO:0006520; GO:0003824; GO:0030170; GO:0006566; GO:0016597; GO:0009082; GO:0009097; GO:0004794,metabolism,E,amino acid transport and metabolism,L-threonine ammonia-lyase (EC 4.3.1.19)
ilvb,b3671,acetohydroxy acid synthase I subunit IlvB,0.00010033206,GO:0030976; GO:0005829; GO:0005515; GO:0016740; GO:0009082; GO:0008652; GO:0003824; GO:0050660; GO:0000287; GO:0046872; GO:0005948; GO:0003984; GO:0009097; GO:0009099,metabolism,E,amino acid transport and metabolism,"acetolactate synthase, large subunit (EC 2.2.1.6)"
"acetohydroxy acid synthase i, large subunit",b3671,acetohydroxy acid synthase I subunit IlvB,0.00010033206,GO:0030976; GO:0005829; GO:0005515; GO:0016740; GO:0009082; GO:0008652; GO:0003824; GO:0050660; GO:0000287; GO:0046872; GO:0005948; GO:0003984; GO:0009097; GO:0009099,metabolism,E,amino acid transport and metabolism,"acetolactate synthase, large subunit (EC 2.2.1.6)"
ilvc,b3774,ketol-acid reductoisomerase (NADP+),8.975454e-05,GO:0032991; GO:0042802; GO:0046872; GO:0005737; GO:0000287; GO:0016491; GO:0009082; GO:0008652; GO:0050661; GO:0055114; GO:0005829; GO:0009097; GO:0004455; GO:0009099,metabolism,E,amino acid transport and metabolism,ketol-acid reductoisomerase (EC 1.1.1.86)
ilvd,b3771,dihydroxy-acid dehydratase,0.00010878312,GO:0005829; GO:0016829; GO:0009082; GO:0008652; GO:0003824; GO:0051539; GO:0051536; GO:0046872; GO:0009097; GO:0004160; GO:0009099,metabolism,E,amino acid transport and metabolism,dihydroxyacid dehydratase (EC 4.2.1.9)
ilve,b3770,branched-chain-amino-acid aminotransferase,5.659604e-05,GO:0005829; GO:0016740; GO:0009082; GO:0009081; GO:0008652; GO:0008483; GO:0003824; GO:0009097; GO:0052656; GO:0052655; GO:0052654; GO:0042802; GO:0006532; GO:0004084; GO:0009098; GO:0009099,metabolism,E,amino acid transport and metabolism,branched chain amino acid aminotransferase apoenzyme (EC 2.6.1.42)
ilvg,b4488,"acetolactate synthase II subunit IlvG, N-terminal fragment (pseudogene)",,no ontology,Not Assigned,Not Assigned,Not Assigned,Not Assigned
ilvo,b4488,"acetolactate synthase II subunit IlvG, N-terminal fragment (pseudogene)",,no ontology,Not Assigned,Not Assigned,Not Assigned,Not Assigned
ilvg_1,b4488,"acetolactate synthase II subunit IlvG, N-terminal fragment (pseudogene)",,no ontology,Not Assigned,Not Assigned,Not Assigned,Not Assigned
"acetolactate synthase ii, large subunit, n-ter fragment (pseudogene)",b4488,"acetolactate synthase II subunit IlvG, N-terminal fragment (pseudogene)",,no ontology,Not Assigned,Not Assigned,Not Assigned,Not Assigned
ilvh,b0078,"acetolactate synthase / acetohydroxybutanoate synthase, regulatory subunit",2.984182e-05,GO:1990610; GO:0050790; GO:0005948; GO:0005829; GO:0016740; GO:0009082; GO:0008652; GO:0009097; GO:0003984; GO:0009099,metabolism,E,amino acid transport and metabolism,"acetolactate synthase, small subunit (EC 2.2.1.6)"
brnp,b0078,"acetolactate synthase / acetohydroxybutanoate synthase, regulatory subunit",2.984182e-05,GO:1990610; GO:0050790; GO:0005948; GO:0005829; GO:0016740; GO:0009082; GO:0008652; GO:0009097; GO:0003984; GO:0009099,metabolism,E,amino acid transport and metabolism,"acetolactate synthase, small subunit (EC 2.2.1.6)"
ilvi,b0077,"acetolactate synthase / acetohydroxybutanoate synthase, catalytic subunit",0.00010455344,GO:0005829; GO:0016740; GO:0009082; GO:0008652; GO:0003824; GO:0050660; GO:0030976; GO:0000287; GO:0046872; GO:0009097; GO:0003984; GO:0009099,metabolism,E,amino acid transport and metabolism,"acetolactate synthase, large subunit (EC 2.2.1.6)"
ilvl,b3766,ilvXGMEDA operon leader peptide,5.36346e-06,GO:0005829; GO:0031555; GO:0009082; GO:0008652; GO:0009099,Not Assigned,Not Assigned,Not Assigned,Not Assigned
ilvm,b3769,acetolactate synthase II subunit IlvM,1.610698e-05,GO:0005515; GO:0005829; GO:0016740; GO:0009099; GO:0009097; GO:0009082; GO:0008652; GO:0003984,metabolism,C,energy production and conversion,"acetolactate synthase, small subunit (EC 2.2.1.6)"
"acetolactate synthase / acetohydroxybutanoate synthase, regulatory subunit",b3769,acetolactate synthase II subunit IlvM,1.610698e-05,GO:0005515; GO:0005829; GO:0016740; GO:0009099; GO:0009097; GO:0009082; GO:0008652; GO:0003984,metabolism,C,energy production and conversion,"acetolactate synthase, small subunit (EC 2.2.1.6)"
ilvn,b3670,acetohydroxy acid synthase I subunit IlvN,1.8435959999999998e-05,GO:1990610; GO:0050790; GO:0005829; GO:0005515; GO:0016740; GO:0009082; GO:0008652; GO:0009097; GO:0003984; GO:0005948; GO:0009099,Not Assigned,Not Assigned,Not Assigned,Not Assigned
"acetohydroxy acid synthase i, small subunit",b3670,acetohydroxy acid synthase I subunit IlvN,1.8435959999999998e-05,GO:1990610; GO:0050790; GO:0005829; GO:0005515; GO:0016740; GO:0009082; GO:0008652; GO:0009097; GO:0003984; GO:0005948; GO:0009099,Not Assigned,Not Assigned,Not Assigned,Not Assigned
ilvx,b4669,uncharacterized protein IlvX,3.1705999999999998e-06,no ontology,Not Assigned,Not Assigned,Not Assigned,Not Assigned
ilvy,b3773,DNA-binding transcriptional dual regulator IlvY,5.511864e-05,GO:0003700; GO:0006355; GO:0005829; GO:0009082; GO:0008652; GO:0003677; GO:0005737,information storage and processing,K,transcription,DNA-binding transcriptional dual regulator
positive regulator for ilvc,b3773,DNA-binding transcriptional dual regulator IlvY,5.511864e-05,GO:0003700; GO:0006355; GO:0005829; GO:0009082; GO:0008652; GO:0003677; GO:0005737,information storage and processing,K,transcription,DNA-binding transcriptional dual regulator
inaa,b2237,putative lipopolysaccharide kinase InaA,4.1991359999999996e-05,GO:0005829,Not Assigned,Not Assigned,Not Assigned,Not Assigned
yfag,b2237,putative lipopolysaccharide kinase InaA,4.1991359999999996e-05,GO:0005829,Not Assigned,Not Assigned,Not Assigned,Not Assigned
ph-inducible protein involved in stress response,b2237,putative lipopolysaccharide kinase InaA,4.1991359999999996e-05,GO:0005829,Not Assigned,Not Assigned,Not Assigned,Not Assigned
infa,b0884,translation initiation factor IF-1,1.3695e-05,GO:0019843; GO:0005515; GO:0003723; GO:0005829; GO:0006412; GO:0003743; GO:0043022; GO:0005737; GO:0006413,information storage and processing,J,"translation, ribosomal structure and biogenesis",bacterial translation initiation factor 1 (bIF-1)
if1,b0884,translation initiation factor IF-1,1.3695e-05,GO:0019843; GO:0005515; GO:0003723; GO:0005829; GO:0006412; GO:0003743; GO:0043022; GO:0005737; GO:0006413,information storage and processing,J,"translation, ribosomal structure and biogenesis",bacterial translation initiation factor 1 (bIF-1)
protein chain initiation factor if-1,b0884,translation initiation factor IF-1,1.3695e-05,GO:0019843; GO:0005515; GO:0003723; GO:0005829; GO:0006412; GO:0003743; GO:0043022; GO:0005737; GO:0006413,information storage and processing,J,"translation, ribosomal structure and biogenesis",bacterial translation initiation factor 1 (bIF-1)
infb,b3168,translation initiation factor IF-2,0.00016160099999999999,GO:0000166; GO:0005829; GO:0097216; GO:0005515; GO:0043024; GO:0006412; GO:0005525; GO:0003924; GO:0003743; GO:0005737; GO:0006413,information storage and processing,J,"translation, ribosomal structure and biogenesis",bacterial translation initiation factor 2 (bIF-2)
ssyg,b3168,translation initiation factor IF-2,0.00016160099999999999,GO:0000166; GO:0005829; GO:0097216; GO:0005515; GO:0043024; GO:0006412; GO:0005525; GO:0003924; GO:0003743; GO:0005737; GO:0006413,information storage and processing,J,"translation, ribosomal structure and biogenesis",bacterial translation initiation factor 2 (bIF-2)
if-2,b3168,translation initiation factor IF-2,0.00016160099999999999,GO:0000166; GO:0005829; GO:0097216; GO:0005515; GO:0043024; GO:0006412; GO:0005525; GO:0003924; GO:0003743; GO:0005737; GO:0006413,information storage and processing,J,"translation, ribosomal structure and biogenesis",bacterial translation initiation factor 2 (bIF-2)
protein chain initiation factor if2,b3168,translation initiation factor IF-2,0.00016160099999999999,GO:0000166; GO:0005829; GO:0097216; GO:0005515; GO:0043024; GO:0006412; GO:0005525; GO:0003924; GO:0003743; GO:0005737; GO:0006413,information storage and processing,J,"translation, ribosomal structure and biogenesis",bacterial translation initiation factor 2 (bIF-2)
infc,b1718,translation initiation factor IF-3,3.413624e-05,GO:0016020; GO:0003723; GO:0005829; GO:0005515; GO:0032790; GO:0009409; GO:0006413; GO:0006412; GO:0003743; GO:0043022; GO:0005737,information storage and processing,J,"translation, ribosomal structure and biogenesis",bacterial translation initiation factor 3 (bIF-3)
fit,b1718,translation initiation factor IF-3,3.413624e-05,GO:0016020; GO:0003723; GO:0005829; GO:0005515; GO:0032790; GO:0009409; GO:0006413; GO:0006412; GO:0003743; GO:0043022; GO:0005737,information storage and processing,J,"translation, ribosomal structure and biogenesis",bacterial translation initiation factor 3 (bIF-3)
srja,b1718,translation initiation factor IF-3,3.413624e-05,GO:0016020; GO:0003723; GO:0005829; GO:0005515; GO:0032790; GO:0009409; GO:0006413; GO:0006412; GO:0003743; GO:0043022; GO:0005737,information storage and processing,J,"translation, ribosomal structure and biogenesis",bacterial translation initiation factor 3 (bIF-3)
if3,b1718,translation initiation factor IF-3,3.413624e-05,GO:0016020; GO:0003723; GO:0005829; GO:0005515; GO:0032790; GO:0009409; GO:0006413; GO:0006412; GO:0003743; GO:0043022; GO:0005737,information storage and processing,J,"translation, ribosomal structure and biogenesis",bacterial translation initiation factor 3 (bIF-3)
protein chain initiation factor if-3,b1718,translation initiation factor IF-3,3.413624e-05,GO:0016020; GO:0003723; GO:0005829; GO:0005515; GO:0032790; GO:0009409; GO:0006413; GO:0006412; GO:0003743; GO:0043022; GO:0005737,information storage and processing,J,"translation, ribosomal structure and biogenesis",bacterial translation initiation factor 3 (bIF-3)
insa-1,b0022,IS1 protein InsA,1.638088e-05,GO:0032196; GO:0006310; GO:0006313,cellular processes and signaling,X,"mobilome: prophages, transposons",IS1 repressor TnpA
insa-2,b0265,IS1 protein InsA,1.6437319999999997e-05,GO:0032196; GO:0006310; GO:0006313,cellular processes and signaling,X,"mobilome: prophages, transposons",IS1 repressor TnpA
insa-3,b0275,IS1 protein InsA,1.6437319999999997e-05,GO:0006313; GO:0032196; GO:0006310,cellular processes and signaling,X,"mobilome: prophages, transposons",IS1 repressor TnpA
insa-4,b4516,IS1 protein InsA,1.6437319999999997e-05,GO:0006313; GO:0032196; GO:0006310,cellular processes and signaling,X,"mobilome: prophages, transposons",IS1 repressor TnpA
insa-5,b1894,IS1 protein InsA,1.638088e-05,GO:0006313; GO:0032196; GO:0006310,cellular processes and signaling,X,"mobilome: prophages, transposons",IS1 repressor TnpA
insa-6,b3444,IS1 protein InsA,1.638088e-05,GO:0006313; GO:0032196; GO:0006310,cellular processes and signaling,X,"mobilome: prophages, transposons",IS1 repressor TnpA
insa-7,b4294,KpLE2 phage-like element; IS1 repressor protein InsA,1.6475500000000002e-05,GO:0005829; GO:0006313; GO:0032196; GO:0006310,cellular processes and signaling,X,"mobilome: prophages, transposons",IS1 repressor TnpA
insa9,b4709,IS1 repressor TnpA,1.638088e-05,no ontology,Not Assigned,Not Assigned,Not Assigned,Not Assigned
insab-1,,InsAB' transposase,4.380408e-05,GO:0004803; GO:0006313,,,,
insab-2,,InsAB' transposase,4.399996e-05,GO:0004803; GO:0006313,,,,
insab-3,,InsAB' transposase,4.399996e-05,no ontology,,,,
insab-4,,InsAB' transposase,4.401822e-05,GO:0004803; GO:0006313,,,,
insab-5,,InsAB' transposase,4.380408e-05,no ontology,,,,
insab-6,,InsAB' transposase,4.380408e-05,no ontology,,,,
insb-1,b0021,IS1 protein InsB,3.24779e-05,GO:0005829; GO:0032196; GO:0006313; GO:0006310; GO:0004803; GO:0003677,cellular processes and signaling,X,"mobilome: prophages, transposons",IS1 transposase B
insb-2,b0264,IS1 protein InsB,3.279828e-05,GO:0005829; GO:0032196; GO:0006310; GO:0004803; GO:0003677; GO:0006313,cellular processes and signaling,X,"mobilome: prophages, transposons",IS1 transposase B
insb-3,b0274,IS1 protein InsB,3.279828e-05,GO:0032196; GO:0006313; GO:0006310; GO:0004803; GO:0003677,cellular processes and signaling,X,"mobilome: prophages, transposons",IS1 transposase B
insb-4,b0988,IS1 protein InsB,3.2702e-05,GO:0005829; GO:0032196; GO:0006310; GO:0004803; GO:0003677; GO:0006313,cellular processes and signaling,X,"mobilome: prophages, transposons",IS1 transposase B
insb-5,b1893,IS1 protein InsB,3.24779e-05,GO:0032196; GO:0006313; GO:0006310; GO:0004803; GO:0003677,cellular processes and signaling,X,"mobilome: prophages, transposons",IS1 transposase B
insb-6,b3445,IS1 protein InsB,3.24779e-05,GO:0032196; GO:0006313; GO:0006310; GO:0004803; GO:0003677,cellular processes and signaling,X,"mobilome: prophages, transposons",IS1 transposase B
insb-7,b4576,,,no ontology,Not Assigned,Not Assigned,Not Assigned,Not Assigned
insb9,b4710,IS1 transposase B,3.24779e-05,no ontology,Not Assigned,Not Assigned,Not Assigned,Not Assigned
insc-1,b0360,IS2 element protein InsA,2.233032e-05,GO:0005829; GO:0006313; GO:0006310; GO:0004803; GO:0003677; GO:0032196,cellular processes and signaling,X,"mobilome: prophages, transposons",IS2 repressor TnpA
insc-2,b1403,IS2 insertion element repressor InsA,2.233032e-05,GO:0005829; GO:0006313; GO:0004803; GO:0032196; GO:0006310; GO:0003677,cellular processes and signaling,X,"mobilome: prophages, transposons",IS2 repressor TnpA
insc-3,b1997,CP4-44 prophage; IS2 insertion element repressor InsA,2.233032e-05,GO:0005829; GO:0006313; GO:0004803; GO:0032196; GO:0006310; GO:0003677,cellular processes and signaling,X,"mobilome: prophages, transposons",IS2 repressor TnpA
insc-4,b2861,IS2 insertion element repressor InsA,2.233032e-05,GO:0005829; GO:0006313; GO:0004803; GO:0032196; GO:0006310; GO:0003677,cellular processes and signaling,X,"mobilome: prophages, transposons",IS2 repressor TnpA
insc-5,b3044,IS2 insertion element repressor InsA,2.233032e-05,GO:0005829; GO:0006313; GO:0004803; GO:0032196; GO:0006310; GO:0003677,cellular processes and signaling,X,"mobilome: prophages, transposons",IS2 repressor TnpA
insc-6,b4272,KpLE2 phage-like element; IS2 insertion element repressor InsA,2.233032e-05,GO:0005829; GO:0006313; GO:0004803; GO:0032196; GO:0006310; GO:0003677,cellular processes and signaling,X,"mobilome: prophages, transposons",IS2 repressor TnpA
inscd-1,,IS2 element transposase InsAB',7.709372e-05,no ontology,,,,
insab',,IS2 element transposase InsAB',7.709372e-05,no ontology,,,,
inscd-2,,IS2 element transposase InsAB',7.709372e-05,no ontology,,,,
inscd-3,,IS2 element transposase InsAB',7.709372e-05,no ontology,,,,
inscd-4,,IS2 element transposase InsAB',7.709372e-05,no ontology,,,,
inscd-5,,IS2 element transposase InsAB',7.709372e-05,no ontology,,,,
inscd-6,,IS2 element transposase InsAB',7.709372e-05,no ontology,,,,
insd-1,b0361,IS2 element protein,5.7100680000000006e-05,GO:0005829; GO:0015074; GO:0003676; GO:0006310; GO:0003677; GO:0032196,cellular processes and signaling,X,"mobilome: prophages, transposons",IS2 transposase TnpB
insd-2,b1402,IS2 insertion element protein InsB,5.7100680000000006e-05,GO:0032196; GO:0015074; GO:0006310; GO:0003677; GO:0003676,cellular processes and signaling,X,"mobilome: prophages, transposons",IS2 transposase TnpB
insd-3,b1996,CP4-44 prophage; IS2 insertion element protein InsB,5.7100680000000006e-05,GO:0032196; GO:0015074; GO:0006310; GO:0003677; GO:0003676,cellular processes and signaling,X,"mobilome: prophages, transposons",IS2 transposase TnpB
insd-4,b2860,IS2 insertion element protein InsB,5.7100680000000006e-05,GO:0032196; GO:0015074; GO:0006310; GO:0003677; GO:0003676,cellular processes and signaling,X,"mobilome: prophages, transposons",IS2 transposase TnpB
insd-5,b3045,IS2 insertion element protein InsB,5.7100680000000006e-05,GO:0032196; GO:0015074; GO:0006310; GO:0003677; GO:0003676,cellular processes and signaling,X,"mobilome: prophages, transposons",IS2 transposase TnpB
insd-6,b4273,KpLE2 phage-like element; IS2 insertion element protein InsB,5.7100680000000006e-05,GO:0032196; GO:0015074; GO:0006310; GO:0003677; GO:0003676,cellular processes and signaling,X,"mobilome: prophages, transposons",IS2 transposase TnpB
insd-7,b1578,Qin prophage; putative transposase,,GO:0005829,Not Assigned,Not Assigned,Not Assigned,Not Assigned
insd,b1578,Qin prophage; putative transposase,,GO:0005829,Not Assigned,Not Assigned,Not Assigned,Not Assigned
inse-1,b0298,IS3 element protein InsE,1.9161379999999998e-05,GO:0005829; GO:0032196; GO:0006310; GO:0004803; GO:0003677; GO:0006313,Not Assigned,Not Assigned,Not Assigned,Not Assigned
inse-2,b0373,IS3 element protein InsE,1.9161379999999998e-05,GO:0005829; GO:0006313; GO:0004803; GO:0032196; GO:0006310; GO:0003677,Not Assigned,Not Assigned,Not Assigned,Not Assigned
inse-3,b0540,DLP12 prophage; IS3 element protein InsE,1.9161379999999998e-05,GO:0005829; GO:0006313; GO:0004803; GO:0032196; GO:0006310; GO:0003677,Not Assigned,Not Assigned,Not Assigned,Not Assigned
inse-4,b1027,IS3 element protein InsE,1.9161379999999998e-05,GO:0005829; GO:0006313; GO:0004803; GO:0032196; GO:0006310; GO:0003677,Not Assigned,Not Assigned,Not Assigned,Not Assigned
inse-5,b2088,IS3 element protein InsE,1.9161379999999998e-05,GO:0005829; GO:0006313; GO:0004803; GO:0032196; GO:0006310; GO:0003677,Not Assigned,Not Assigned,Not Assigned,Not Assigned
