gene_name	ecocyc_gene_id	b_number	gene_product	go_terms	synonyms	common_name	mw_kda
hcaC	G7334	b2540	putative 3-phenylpropionate/cinnamate dioxygenase ferredoxin subunit	GO:0008695 // GO:0055114 // GO:0016491 // GO:0051536 // GO:0019380 // GO:0051537 // GO:0046872 // GO:0019439	"YfhW // ""PhdB"" // ""HcaC"" // ""3-phenylpropionate dioxygenase, predicted ferredoxin subunit"""	putative 3-phenylpropionate/cinnamate dioxygenase ferredoxin subunit	11.329
csgE	G6545	b1039	curli transport specificity factor	GO:0030288 // GO:0042802 // GO:0005515 // GO:0005829 // GO:0044010 // GO:0022610 // GO:0071806 // GO:0009279	CsgE	curli transport specificity factor	14.879
paaD	G6712	b1391	phenylacetate degradation protein	GO:0010124	"YdbQ // ""PaaD"""	phenylacetate degradation protein	18.324
yeiL	EG12031	b2163	putative DNA-binding transcriptional regulator YeiL	GO:0003700 // GO:0005829 // GO:0051539 // GO:0051536 // GO:0046872 // GO:0006355 // GO:0005737 // GO:0003677 // GO:0006351	YeiL	putative DNA-binding transcriptional regulator YeiL	25.294
yagF	G6141	b0269	CP4-6 prophage; D-xylonate dehydratase	GO:0005829 // GO:0050401 // GO:0046176 // GO:0003824 // GO:0016829	YagF	CP4-6 prophage; D-xylonate dehydratase	69.399
mdtE	EG12240	b3513	multidrug efflux pump membrane fusion protein MdtE	GO:0022857 // GO:0006855 // GO:0042908 // GO:0042802 // GO:0009636 // GO:0015125 // GO:0030288 // GO:0015721 // GO:0031226 // GO:0055085 // GO:0005886 // GO:0046677 // GO:0016020	"YhiU // ""MdtE"""	multidrug efflux pump membrane fusion protein MdtE	41.191
kbaY	EG12768	b3137	"tagatose-1,6-bisphosphate aldolase 1 subunit KbaY"	GO:0032991 // GO:0005515 // GO:0042802 // GO:0005829 // GO:0016832 // GO:0016829 // GO:0003824 // GO:0008270 // GO:0005975 // GO:2001059 // GO:0046872 // GO:0009025	"Kba // ""YraC"" // ""AgaY"" // ""KbaY"""	"tagatose-1,6-bisphosphate aldolase 1 subunit KbaY"	31.294
hipB	EG10442	b1508	antitoxin/DNA-binding transcriptional repressor HipB	GO:0032993 // GO:0001217 // GO:0000976 // GO:0000985 // GO:0042803 // GO:0005515 // GO:0045892 // GO:0003677 // GO:0005829 // GO:0043565 // GO:0006351	HipB	antitoxin/DNA-binding transcriptional repressor HipB	10.016
sgbE	EG12287	b3583	L-ribulose-5-phosphate 4-epimerase SgbE	GO:0016832 // GO:0005829 // GO:0016853 // GO:0005975 // GO:0019572 // GO:0008270 // GO:0046872 // GO:0019324 // GO:0019323 // GO:0008742	"YiaS // ""SgbE"""	L-ribulose-5-phosphate 4-epimerase SgbE	25.561
tatA	G7806	b3836	twin arginine protein translocation system - TatA protein	GO:0008320 // GO:0005515 // GO:0005829 // GO:0042802 // GO:0065002 // GO:0016020 // GO:0005886 // GO:0043953 // GO:0005887 // GO:0033281 // GO:0009977 // GO:0015031 // GO:0016021	"YigT // ""MttA1"""	twin arginine protein translocation system - TatA protein	9.664
mtlR	EG11965	b3601	transcriptional repressor MtlR	GO:0005515 // GO:0005829 // GO:0045892	"MtlR // ""repressor for mtl"""	transcriptional repressor MtlR	21.99
yjiR	G7936	b4340	fused putative DNA-binding transcriptional regulator/putative aminotransferase YjiR	GO:1901605 // GO:0005829 // GO:0030170 // GO:0009058 // GO:0003824 // GO:0003700 // GO:0006355 // GO:0016740 // GO:0008483 // GO:0003677 // GO:0006351	YjiR	fused putative DNA-binding transcriptional regulator/putative aminotransferase YjiR	53.047
yihT	EG11846	b3881	6-deoxy-6-sulfofructose-1-phosphate aldolase	GO:0061720 // GO:1902777 // GO:0005829 // GO:0061595 // GO:0003824 // GO:0016829	"SquT // ""YihT"""	6-deoxy-6-sulfofructose-1-phosphate aldolase	31.983
acrB	EG11704	b0462	multidrug efflux pump RND permease AcrB	GO:0042908 // GO:0015299 // GO:0055085 // GO:0022857 // GO:0015562 // GO:0046677 // GO:0030288 // GO:0015567 // GO:0015895 // GO:0015908 // GO:0042931 // GO:0042930 // GO:0015125 // GO:0009636 // GO:0015721 // GO:1990281 // GO:0042802 // GO:0005515 // GO:0005887 // GO:0042493 // GO:0005886 // GO:0016021 // GO:0016020	"AcrE // ""AcrB"" // ""AcrB RND permease"" // ""acriflavine resistance protein B"""	multidrug efflux pump RND permease AcrB	113.573
gabP	EG11330	b2663	4-aminobutanoate:H+ symporter	GO:0055085 // GO:0022857 // GO:0006995 // GO:0090549 // GO:0015291 // GO:0015812 // GO:0015185 // GO:0009450 // GO:0006974 // GO:0005886 // GO:0016021 // GO:0016020 // GO:0006865	"GabP // ""GabP permease"" // ""GABA permease"" // ""GABA proton symporter"""	4-aminobutanoate:H+ symporter	51.08
ypdC	G7245	b2382	putative AraC-type DNA-binding transcriptional regulator YpdC	GO:0005829 // GO:0043565 // GO:0003700 // GO:0006355 // GO:0006355 // GO:0003677	YpdC	putative AraC-type DNA-binding transcriptional regulator YpdC	32.355
uxaB	EG11065	b1521	ALTRO-OXIDOREDUCT-MONOMER	GO:0051287 // GO:0005829 // GO:0050662 // GO:0016491 // GO:0055114 // GO:0019698 // GO:0009026	UxaB		54.808
acrD	EG10014	b2470	multidrug efflux pump RND permease AcrD	GO:0042908 // GO:0015299 // GO:0015125 // GO:0005515 // GO:0030288 // GO:1990281 // GO:0046677 // GO:0009636 // GO:0015721 // GO:0005887 // GO:0055085 // GO:0022857 // GO:0015562 // GO:0005886 // GO:0016021 // GO:0016020	YffA	multidrug efflux pump RND permease AcrD	113.047
rbsD	EG10817	b3748	D-ribose pyranase	GO:0005829 // GO:0042802 // GO:0016853 // GO:0005996 // GO:0005975 // GO:0048029 // GO:0016872 // GO:0005737 // GO:0019303 // GO:0016866	"RbsP // ""RbsD"""	D-ribose pyranase	15.292
dhaR	G6628	b1201	DNA-binding transcriptional dual regulator DhaR	GO:0005515 // GO:0005829 // GO:0043565 // GO:0008134 // GO:0006355 // GO:0006071 // GO:0005524 // GO:0003677 // GO:0000166 // GO:0006351	"YcgU // ""DhaR"""	DNA-binding transcriptional dual regulator DhaR	70.562
melB	EG10578	b4120	melibiose:H+/Na+/Li+ symporter	GO:0071702 // GO:0022857 // GO:0005515 // GO:0055085 // GO:0035725 // GO:0034219 // GO:0016021 // GO:0015293 // GO:0008643 // GO:0005886 // GO:0006814 // GO:0015769 // GO:0015765 // GO:0015592 // GO:0043887 // GO:0005887 // GO:0015486 // GO:0015487 // GO:0016020	"MelB // ""MelB GPH transporter"""	melibiose:H+/Na+/Li+ symporter	52.636
tatB	G7808	b3838	twin arginine protein translocation system - TatB protein	GO:0008320 // GO:0042803 // GO:0042802 // GO:0005515 // GO:0016020 // GO:0015031 // GO:0005886 // GO:0005887 // GO:0043953 // GO:0009977 // GO:0033281 // GO:0065002 // GO:0016021	"YsgB // ""MttA2"""	twin arginine protein translocation system - TatB protein	18.421
lacZ	EG10527	b0344	&beta;-galactosidase	GO:0042802 // GO:0046872 // GO:0016798 // GO:0016787 // GO:0008152 // GO:0005975 // GO:0004553 // GO:0003824 // GO:0030246 // GO:0005829 // GO:0031420 // GO:0000287 // GO:0005990 // GO:0009341 // GO:0004565	LacZ	&beta;-galactosidase	116.483
gadW	EG12242	b3515	DNA-binding transcriptional dual regulator GadW	GO:0005829 // GO:0043565 // GO:0006974 // GO:0006355 // GO:0006355 // GO:0003700 // GO:0003677 // GO:0006351	"YhiW // ""GadW"""	DNA-binding transcriptional dual regulator GadW	28.028
fucP	EG10352	b2801	L-fucose:H+ symporter	GO:0016020 // GO:0015293 // GO:0015150 // GO:0008643 // GO:0055085 // GO:0005886 // GO:0016021 // GO:0006004 // GO:0005975 // GO:0015518 // GO:0015517 // GO:0015535 // GO:0009679 // GO:0015755 // GO:0015756 // GO:0015757 // GO:0015751	"FucP // ""FucP fucose MFS transporter"""	L-fucose:H+ symporter	47.545
setA	EG11754	b0070	B0070-MONOMER	GO:1904659 // GO:1902600 // GO:0005351 // GO:0005887 // GO:0034219 // GO:0036448 // GO:0008643 // GO:0055085 // GO:0016020 // GO:0015767 // GO:0005886 // GO:0016021	"SetA // ""YabM"""		42.713
chbC	EG10141	b1737	"N,N'-diacetylchitobiose-specific PTS enzyme IIC component"	GO:0034219 // GO:1902815 // GO:0090563 // GO:0005887 // GO:0008982 // GO:0005886 // GO:0016021 // GO:0016020 // GO:0008643 // GO:0009401	"Hic // ""CelB"" // ""EIICcel"" // ""Enzyme IICcel"" // ""EIICchb"" // ""Enzyme IICchb"""	"N,N'-diacetylchitobiose-specific PTS enzyme IIC component"	48.332
yidL	EG11707	b3680	putative DNA-binding transcriptional regulator YidL	GO:0005829 // GO:0043565 // GO:0003700 // GO:0006355 // GO:0006355 // GO:0003677 // GO:0006351	"YidL // ""putative ARAC-type regulatory protein"""	putative DNA-binding transcriptional regulator YidL	33.958
araA	EG10052	b0062	L-arabinose isomerase	GO:0030145 // GO:0016861 // GO:0016853 // GO:0005996 // GO:0005975 // GO:0005737 // GO:0005829 // GO:0019568 // GO:0046872 // GO:0019569 // GO:0008733	AraA	L-arabinose isomerase	56.074
tatE	EG11305	b0627	twin arginine protein translocation system - TatE protein	GO:0008320 // GO:0065002 // GO:0016020 // GO:0005886 // GO:0043953 // GO:0005887 // GO:0033281 // GO:0016021 // GO:0015031	YbeC	twin arginine protein translocation system - TatE protein	7.024
rpe	M004	b3386	RIBULP3EPIM-MONOMER	GO:0044262 // GO:0005829 // GO:0046872 // GO:0016857 // GO:0016853 // GO:0006098 // GO:0005975 // GO:0003824 // GO:0008198 // GO:0019323 // GO:0005515 // GO:0004750 // GO:0009052	"Dod // ""YhfD"" // ""Rpe"""		24.554
yjhI	G7912	b4299	KpLE2 phage-like element; putative DNA-binding transcriptional regulator YjhI	GO:0045892 // GO:0003700 // GO:0005829 // GO:0006355 // GO:0003677 // GO:0006351	YjhI	KpLE2 phage-like element; putative DNA-binding transcriptional regulator YjhI	29.877
frlD	G7726	b3374	fructoselysine 6-kinase	GO:0046835 // GO:0019200 // GO:0005829 // GO:0005515 // GO:0016740 // GO:0016773 // GO:0016310 // GO:0005524 // GO:0000166 // GO:0016301	"YhfQ // ""FrlD"""	fructoselysine 6-kinase	28.332
mdtF	EG12241	b3514	multidrug efflux pump RND permease MdtF	GO:0006855 // GO:0042908 // GO:0005887 // GO:0042802 // GO:0009636 // GO:0015721 // GO:0015125 // GO:0055085 // GO:0022857 // GO:0015562 // GO:0005886 // GO:0046677 // GO:0016021 // GO:0016020	"YhiV // ""MdtF"""	multidrug efflux pump RND permease MdtF	111.517
fryC	G7249	b2386	putative PTS enzyme IIC component FryC	GO:0034219 // GO:0008982 // GO:0005886 // GO:0016740 // GO:0016021 // GO:0016020 // GO:0008643 // GO:0009401	"YpdG // ""FryC"" // ""Enzyme IICFry"" // ""EIICFry"""	putative PTS enzyme IIC component FryC	43.966
yqhC	G7563	b3010	DNA-binding transcriptional activator YqhC	GO:0045893 // GO:0001216 // GO:0000986 // GO:0005829 // GO:0043565 // GO:0003700 // GO:0006355 // GO:0003677 // GO:0006351	YqhC	DNA-binding transcriptional activator YqhC	35.957
paaA	G6709	b1388	"phenylacetyl-CoA 1,2-epoxidase, monooxygenase subunit"	GO:0005515 // GO:0005829 // GO:0097266 // GO:0055114 // GO:0016491 // GO:0010124	"YdbO // ""PaaA"""	"phenylacetyl-CoA 1,2-epoxidase, monooxygenase subunit"	35.499
tatC	EG11479	b3839	twin arginine protein translocation system - TatC protein	GO:0008320 // GO:0009314 // GO:0042802 // GO:0005515 // GO:0015031 // GO:0005886 // GO:0043953 // GO:0005887 // GO:0016021 // GO:0009977 // GO:0033281 // GO:0065002 // GO:0016020	"YigV // ""YigU"" // ""MttB"""	twin arginine protein translocation system - TatC protein	28.876
xylR	EG20253	b3569	DNA-binding transcriptional dual regulator XylR	GO:0005829 // GO:0043565 // GO:0006355 // GO:0006355 // GO:0003700 // GO:0003677	XylR	DNA-binding transcriptional dual regulator XylR	44.869
exuT	EG12738	b3093	hexuronate transporter	GO:0015778 // GO:0055085 // GO:0015736 // GO:0015134 // GO:0005887 // GO:0005886 // GO:0016021 // GO:0016020	ExuT	hexuronate transporter	46.892
yegW	G7133	b2101	putative DNA-binding transcriptional regulator YegW	GO:0045892 // GO:0005829 // GO:0003700 // GO:0006355 // GO:0006355 // GO:0003677	YegW	putative DNA-binding transcriptional regulator YegW	28.277
yiaK	EG12279	b3575	"2,3-diketo-L-gulonate reductase"	GO:0005829 // GO:0016491 // GO:0070403 // GO:0055114 // GO:0047559 // GO:0005737 // GO:0016616	YiaK	"2,3-diketo-L-gulonate reductase"	36.573
alsC	EG11958	b4086	D-allose ABC transporter membrane subunit	GO:0055085 // GO:0022857 // GO:0043190 // GO:0015593 // GO:0015754 // GO:0005887 // GO:0005886 // GO:0016021 // GO:0016020 // GO:0008643	YjcV	D-allose ABC transporter membrane subunit	34.316
lsrR	G6799	b1512	DNA-binding transcriptional repressor LsrR	GO:0000986 // GO:0042802 // GO:2000142 // GO:0005829 // GO:0009408 // GO:0030246 // GO:0005737 // GO:0003677 // GO:0006351	"YdeW // ""LsrR"""	DNA-binding transcriptional repressor LsrR	33.797
rpiB	EG11827	b4090	allose-6-phosphate isomerase / ribose-5-phosphate isomerase B	GO:0005515 // GO:0005829 // GO:0016853 // GO:0005975 // GO:0006098 // GO:0008786 // GO:0019316 // GO:0004751	"YjcA // ""AlsI"" // ""RpiB"""	allose-6-phosphate isomerase / ribose-5-phosphate isomerase B	16.073
ycaN	G6467	b0900	putative LysR-type transcriptional regulator YcaN	GO:0005829 // GO:0003700 // GO:0006355 // GO:0003677 // GO:0006351	YcaN	putative LysR-type transcriptional regulator YcaN	34.294
rhaT	EG11313	b3907	rhamnose/lyxose:H+ symporter	GO:0008645 // GO:0016020 // GO:0008643 // GO:0015153 // GO:0005886 // GO:0016021 // GO:0015762 // GO:0015293	RhaT	rhamnose/lyxose:H+ symporter	37.32
sbmC	EG11892	b2009	DNA gyrase inhibitor	GO:2000372 // GO:0008657 // GO:0006974 // GO:0005829 // GO:0019899 // GO:2000104 // GO:0005737	"Dgi // ""YeeB"" // ""GyrI"" // ""SbmC"""	DNA gyrase inhibitor	18.081
uhpC	EG11053	b3667	"UhpC-glucose-6-P // ""inner membrane protein sensing glucose-6-phosphate"""	GO:0022857 // GO:0031226 // GO:0005886 // GO:0055085 // GO:0016020 // GO:0005887 // GO:0000160 // GO:0016021	"UhpC // ""regulatory protein UhpC-glucose-6-phosphate"" // ""modified regulatory protein UhpC"" // ""regulatory protein UhpC"" // ""unmodified regulatory protein UhpC"""	"UhpC-glucose-6-P // ""inner membrane protein sensing glucose-6-phosphate"""	48.257
yahB	G6181	b0316	putative LysR-type DNA-binding transcriptional regulator YahB	GO:0005829 // GO:0005515 // GO:0003700 // GO:0006355 // GO:0003677 // GO:0006351	YahB	putative LysR-type DNA-binding transcriptional regulator YahB	34.866
rbsA	EG10814	b3749	ribose ABC transporter ATP binding subunit	GO:0015611 // GO:0015752 // GO:0043190 // GO:0015591 // GO:0005515 // GO:0043211 // GO:0016887 // GO:0005886 // GO:0016020 // GO:0008643 // GO:0005524 // GO:0000166 // GO:0015407	"RbsP // ""RbsT"""	ribose ABC transporter ATP binding subunit	55.042
mprA	EG10603	b2684	DNA-binding transcriptional repressor MprA	GO:0044212 // GO:0006355 // GO:0003700 // GO:0005829 // GO:0046677 // GO:0003677 // GO:0006351 // GO:0045892	"MprA // ""EmrR"""	DNA-binding transcriptional repressor MprA	20.563
manZ	EG10569	b1819	mannose-specific PTS enzyme IID component	GO:0015761 // GO:0098708 // GO:0032445 // GO:0015764 // GO:0016021 // GO:0008643 // GO:0005886 // GO:0005887 // GO:0022870 // GO:0016020 // GO:0009401	"Mpt // ""PtsX"" // ""PtsM"" // ""GptB"" // ""II-Mman"" // ""IIDMan"" // ""Enzyme IIDman"""	mannose-specific PTS enzyme IID component	30.955
baeR	EG11618	b2079	"Phosphorylated DNA-binding transcriptional activator BaeR // ""DNA-binding transcriptional activator BaeR"""	GO:0005829 // GO:0006351 // GO:0032993 // GO:0003700 // GO:0001216 // GO:0000976 // GO:0000156 // GO:0042802 // GO:0006355 // GO:0003677 // GO:2001023 // GO:2000144 // GO:0000986 // GO:0005737 // GO:0000160	"BaeR-Pasp61 // ""BaeR response regulator - phosphorylated"" // ""BaeR"" // ""BaeR response regulator"""	"Phosphorylated DNA-binding transcriptional activator BaeR // ""DNA-binding transcriptional activator BaeR"""	27.656
lacA	EG10524	b0342	galactoside O-acetyltransferase	GO:0042802 // GO:0005829 // GO:0016407 // GO:0016740 // GO:0016746 // GO:0005989 // GO:0008870 // GO:0005737	"LacA // ""thiogalactoside acetyltransferase"""	galactoside O-acetyltransferase	22.799
insD-6	G7895	b4273	KpLE2 phage-like element; IS2 insertion element protein InsB	GO:0032196 // GO:0015074 // GO:0006310 // GO:0003677 // GO:0003676	InsD-6	KpLE2 phage-like element; IS2 insertion element protein InsB	34.398
fucI	EG10349	b2802	L-fucose isomerase	GO:0042802 // GO:0019317 // GO:0016861 // GO:0016853 // GO:0006004 // GO:0005996 // GO:0005975 // GO:0005737 // GO:0030145 // GO:0005829 // GO:0046872 // GO:0008736 // GO:0008790 // GO:0019571 // GO:0042355	FucI	L-fucose isomerase	64.977
glrR	EG11285	b2554	"Pasp56 DNA-binding transcriptional activator GlrR // ""DNA-binding transcriptional activator GlrR"""	GO:0005829 // GO:0003700 // GO:0045893 // GO:0000986 // GO:0008134 // GO:0003677 // GO:0005737 // GO:0006355 // GO:0005524 // GO:0000166 // GO:0000160 // GO:0000156 // GO:0006351	"GlrR-Pasp56 // ""YfhA"" // ""GlrR"" // ""GlrR response regulator - phosphorylated"" // ""QseF"" // ""GlrR response regulator"""	"Pasp56 DNA-binding transcriptional activator GlrR // ""DNA-binding transcriptional activator GlrR"""	49.148
bglF	EG10115	b3722	&beta;-glucoside specific PTS enzyme II / BglG kinase / BglG phosphatase	GO:0034219 // GO:0016310 // GO:0016301 // GO:0005886 // GO:0016740 // GO:0016021 // GO:0016020 // GO:0008982 // GO:0008643 // GO:0009401	"BglS // ""BglF"""	&beta;-glucoside specific PTS enzyme II / BglG kinase / BglG phosphatase	66.483
insE-5	G7125	b2088	IS3 element protein InsE	GO:0005829 // GO:0006313 // GO:0004803 // GO:0032196 // GO:0006310 // GO:0003677	InsE-5	IS3 element protein InsE	11.543
aceF	EG10025	b0115	"AceF-dihydrolipoate // ""AceF-S-acetyldihydrolipoate"" // ""AceF-lipoate"" // ""pyruvate dehydrogenase, E2 subunit"""	GO:0030523 // GO:0016407 // GO:0016746 // GO:0016740 // GO:0006090 // GO:0006086 // GO:0045254 // GO:0031405 // GO:0006096 // GO:0005737 // GO:0005515 // GO:0004742	"AceF // ""dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex"""	"AceF-dihydrolipoate // ""AceF-S-acetyldihydrolipoate"" // ""AceF-lipoate"" // ""pyruvate dehydrogenase, E2 subunit"""	66.096
rpoB	EG10894	b3987	RNA polymerase subunit &beta;	GO:0046677 // GO:0006351 // GO:0003677 // GO:0032549 // GO:0005829 // GO:0016779 // GO:0016740 // GO:0005515 // GO:0003899	"Stl // ""Stv"" // ""TabD"" // ""SdgB"" // ""Ron"" // ""Rif"" // ""NitB"" // ""GroN"" // ""FtsR"" // ""RpoB"""	RNA polymerase subunit &beta;	150.632
uxaC	G81	b3092	D-glucoronate/D-galacturonate isomerase	GO:0005829 // GO:0016853 // GO:0006064 // GO:0019698 // GO:0042840 // GO:0008880	"YgjZ // ""YgjX"" // ""YgjY"" // ""UxaC"""	D-glucoronate/D-galacturonate isomerase	53.987
insA-2	G6139	b0265	IS1 protein InsA	GO:0032196 // GO:0006310 // GO:0006313	InsA-2	IS1 protein InsA	9.902
kbaZ	G7631	b3132	"tagatose-1,6-bisphosphate aldolase 1 subunit KbaZ"	GO:0005975 // GO:0009401 // GO:0005887 // GO:0005829 // GO:0003824 // GO:2001059	"YhaX // ""KbaZ"" // ""AgaZ"""	"tagatose-1,6-bisphosphate aldolase 1 subunit KbaZ"	47.192
ygfI	G7518	b2921	putative LysR-type DNA-binding transcriptional regulator YgfI	GO:0005829 // GO:0003700 // GO:0006974 // GO:0006355 // GO:0003677 // GO:0006351	YgfI	putative LysR-type DNA-binding transcriptional regulator YgfI	34.674
uidR	G6867	b1618	DNA-binding transcriptional repressor UidR	GO:0045892 // GO:0005829 // GO:0003677 // GO:0006351	"GusR // ""UidR"""	DNA-binding transcriptional repressor UidR	21.799
insCD-1	G0-10541		IS2 element transposase InsAB'		InsAB'	IS2 element transposase InsAB'	46.442
dhaL	G6626	b1199	dihydroxyacetone kinase subunit L	GO:0047324 // GO:0046872 // GO:0005737 // GO:0005829 // GO:0016772 // GO:0016740 // GO:0016301 // GO:0000166 // GO:0019563 // GO:0004371 // GO:0016310 // GO:0000287 // GO:0005515 // GO:0043531 // GO:0006071 // GO:0005524	"YcgS // ""DhaL"" // ""YsgS"""	dihydroxyacetone kinase subunit L	22.632
ybeF	EG11594	b0629	putative LysR-type DNA-binding transcriptional regulator YbeF	GO:0005829 // GO:0003700 // GO:0006355 // GO:0003677 // GO:0006351	YbeF	putative LysR-type DNA-binding transcriptional regulator YbeF	35.96
uxuB	EG20248	b4323	MANNONOXIDOREDUCT-MONOMER	GO:0005829 // GO:0016491 // GO:0003824 // GO:0019594 // GO:0050662 // GO:0055114 // GO:0042840 // GO:0008866	UxuB		53.58
insJ	G7776	b3557	insertion element IS150 protein InsA	GO:0005829 // GO:0043565	"InsJ // ""IS150 protein InsA"""	insertion element IS150 protein InsA	19.725
alsB	EG12458	b4088	D-allose ABC transporter periplasmic binding protein	GO:0048029 // GO:0015754 // GO:0030288 // GO:0042597 // GO:0008643	"YjcX // ""ALBP"" // ""allose binding protein"""	D-allose ABC transporter periplasmic binding protein	32.91
nsrR	EG11212	b4178	DNA-binding transcriptional repressor NsrR	GO:0005506 // GO:0003700 // GO:0003690 // GO:0070026 // GO:0005829 // GO:0045892 // GO:0006355 // GO:0051537 // GO:0051536 // GO:0046872 // GO:0003677	"YjeB // ""NsrR"""	DNA-binding transcriptional repressor NsrR	15.593
