SwissProt ID,SwissProt accession,Protein description,Observed parent ions,Protein score,Observable peptides,PAI lysate,emPAI,emPAI-derived copy no/cell (see Figure 2),Detection Frequency,Molecular mass (Da),Isoelectric point (pI),GRAVY (Kyte-Doolittle),number of alternating hydrophobic/hydrophilic stretches,CAI,Essentiality,hgt,Expr_value,FunCat (v.1.3) top level classification,FunCat (v.1.3) complete classification,FunCat class description,SCOP Fold,SCOP Family,SCOP Class,SCOP Fold Description,TMHMM 2.0 number of transmembrane segments,PSORT localisation,Experimentally derived localization,Group,Operon,Running Number,ribosomal protein,log copynumber
TKRA_ECOLI,P37666,2-ketogluconate reductase (EC 1.1.1.215) (2KR) (2-ketoaldonate reductase),6,267,11,0.55,2.51E+00,4.94E+02,0.007177033,35397,5.72,0.01,11,,,,,"01,63,40",01.05.01.03.01;01;63;63.21.07;40.03;01.05;40;63.21;01.05.01;01.05.01.01;01.05.01.01.01;01.05.01.03;,METABOLISM; PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); SUBCELLULAR LOCALISATION; ,"c.23,c.2",c.23.12;c.2.1;,Alpha and beta proteins (a/b),"NAD(P)-binding Rossmann-fold domains,Flavodoxin-like",0,Cytoplasmic,C,low,,588,no,2.693726949
PROC_ECOLI,P00373,Pyrroline-5-carboxylate reductase (EC 1.5.1.2) (P5CR) (P5C reductase),6,266,8,0.75,4.62E+00,7.04E+02,0.010366826,28146,5.77,0.32,6,0.38,E,,,1,01.01.01;01.01;01;01.01.01.01;01.01.01.01.02;01.01.01.01.02.01;,METABOLISM; ,,,,,0,Unknown,C,low,,589,no,2.847572659
RBSD_ECOLI,P04982,High affinity ribose transport protein rbsD,4,211,7,0.57,2.73E+00,5.18E+02,0.025119617,15294,6.39,-0.1,4,0.31,N,,,"67,01,08,40",01;67.07.99;01.05.07;08.19;01.05;40;40.30;08;67;67.07;,TRANSPORT FACILITATION; METABOLISM; CELLULAR TRANSPORT AND TRANSPORT MECHANISMS; SUBCELLULAR LOCALISATION; ,,,,,0,Cytoplasmic,,low,rbsDACBK,590,no,2.71432976
RNPH_ECOLI,P03842,Ribonuclease PH (EC 2.7.7.56) (RNase PH) (tRNA nucleotidyltransferase),6,258,7,0.86,6.20E+00,8.35E+02,0.024720893,25353,5.51,-0.08,14,,,,,"01,40,04",04.03.03;01;01.03;04;01.03.99;04.03;40.03;40;,METABOLISM; SUBCELLULAR LOCALISATION; TRANSCRIPTION; ,,,,,0,Unknown,,low,rph-pyrE,591,no,2.921686475
YFEX_ECOLI,P76536,Hypothetical protein yfeX,6,257,15,0.4,1.51E+00,3.68E+02,0.007177033,33053,5.33,-0.32,8,,N,,,99,99;,UNCLASSIFIED PROTEINS; ,,,,,0,Cytoplasmic,,low,,592,no,2.565847819
DHSB_ECOLI,P07014,Succinate dehydrogenase iron-sulfur protein (EC 1.3.99.1),6,255,15,0.4,1.51E+00,3.68E+02,0.012759171,26771,6.68,-0.3,5,0.33,N,,,"63,40,06,02",63.17;06.10;02.10;63;40.03;02;63.17.09;40;02.13;06;,"PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); SUBCELLULAR LOCALISATION; PROTEIN FATE (folding, modification, destination); ENERGY; ","a.1,d.15",a.1.2;d.15.4;,"Alpha and beta proteins (a+b),All alpha proteins","beta-Grasp (ubiquitin-like),Globin-like",0,Unknown,IM,low,sdhCDAB-b0725-sucABCD,593,no,2.565847819
GLPD_ECOLI,P13035,Aerobic glycerol-3-phosphate dehydrogenase (EC 1.1.99.5),6,255,28,0.21,6.38E-01,2.23E+02,0.006379585,56752,7.47,-0.38,11,0.39,N,,,"67,01,63,40,02",01;63;40.03;02;67.15;01.05;01.05.01;63.21.05;02.11;01.05.01.01;02.01;40;63.21;01.05.01.01.01;67;,TRANSPORT FACILITATION; METABOLISM; PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); SUBCELLULAR LOCALISATION; ENERGY; ,,,,,0,Cytoplasmic,IM,low,glpD,594,no,2.348304863
SDAC_ECOLI,P36559,Serine transporter,5,234,7,0.71,4.18E+00,6.64E+02,0.014354067,46908,9.96,0.81,8,0.62,N,,2.1,"11,67,01,40",01.01;01;11.05.01.99;67.10;11.05.01;01.01.07;11;40;40.30;11.05;67;,"CELL RESCUE, DEFENSE AND VIRULENCE; TRANSPORT FACILITATION; METABOLISM; SUBCELLULAR LOCALISATION; ",,,,,11,CytoplasmicMembrane,,low,sdaCB,595,no,2.822168079
YDAO_ECOLI,P76055,Hypothetical protein ydaO,6,254,16,0.38,1.37E+00,3.48E+02,0.004784689,35562,6.27,-0.46,9,,N,,,99,99;,UNCLASSIFIED PROTEINS; ,,,,,0,Cytoplasmic,,low,,596,no,2.541579244
YFHF_ECOLI,P36539,Protein yfhF,5,234,6,0.83,5.81E+00,8.05E+02,0.021052632,11557,4.58,-0.1,3,0.45,?,,,"11,13",11.01.01;13.01;11.01;13.01.01;13;11;13.01.01.01;,"CELL RESCUE, DEFENSE AND VIRULENCE; REGULATION OF / INTERACTION WITH CELLULAR ENVIRONMENT; ",,,,,0,Cytoplasmic,C,low,iscRSUA,597,no,2.90579588
EX3_ECOLI,P09030,Exodeoxyribonuclease III (EC 3.1.11.2) (Exonuclease III) (EXO III) (AP endonuclease VI),6,249,15,0.4,1.51E+00,3.68E+02,0.007177033,30970,6.12,-0.56,10,0.4,N,,,"11,01,03",11.01.01;11.01;01;01.03;03;03.01.05.01;01.03.16;11;03.01.05;03.01;11.01.09;01.03.16.03;,"CELL RESCUE, DEFENSE AND VIRULENCE; METABOLISM; CELL CYCLE AND DNA PROCESSING; ",d.151,d.151.1;,Alpha and beta proteins (a+b),DNase I-like,0,Cytoplasmic,C,low,,598,no,2.565847819
RIMM_ECOLI,P21504,16S rRNA processing protein rimM (21K),6,248,9,0.67,3.64E+00,6.13E+02,0.00877193,20606,4.45,-0.29,8,,,,,"05,04",04.01;05;04;05.01;05.01.99;04.01.04;,PROTEIN SYNTHESIS; TRANSCRIPTION; ,,,,,0,Cytoplasmic,,low,rpsP-rimM-trmD-rplS,599,no,2.787460475
RDGC_ECOLI,P36767,Recombination associated protein rdgC,5,219,12,0.42,1.61E+00,3.82E+02,0.00861244,33994,5.15,-0.22,9,,,,,"63,14",63.03.01;14.99;63;63.03;14;,PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); CELL FATE; ,,,,,0,Cytoplasmic,,low,,600,no,2.582063363
UP04_ECOLI,P39169,Unknown protein from 2D-page (Spot LM6),5,222,11,0.45,1.85E+00,4.14E+02,0.011483254,15933,5.82,-0.47,4,,E,,,99,99;,UNCLASSIFIED PROTEINS; ,,,,,0,Unknown,OM,low,,601,no,2.617000341
IHFB_ECOLI,P08756,Integration host factor beta-subunit (IHF-beta),6,243,4,1.5,3.06E+01,2.11E+03,0.014354067,10652,10.17,-0.78,4,,,,,"63,03,40",63.03.01;03.01.05.03;03;63;40.03;63.03;03.01.03;40;03.01.05;03.01;03.01.05.03.05;,PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); CELL CYCLE AND DNA PROCESSING; SUBCELLULAR LOCALISATION; ,a.55,a.55.1;,All alpha proteins,IHF-like DNA-binding proteins,0,Cytoplasmic,,high,cmk-rpsA-himD,602,no,3.324282455
YQJD_ECOLI,P42617,Hypothetical protein yqjD,5,222,4,1.25,1.68E+01,1.49E+03,0.010526316,11053,9.88,-0.54,1,0.38,N,,,99,99;,UNCLASSIFIED PROTEINS; ,,,,,1,Cytoplasmic,IM,low,,603,no,3.173186268
RPE_ECOLI,P32661,Ribulose-phosphate 3-epimerase (EC 5.1.3.1) (Pentose-5-phosphate 3-epimerase) (PPE) (R5P3E,5,219,6,0.83,5.81E+00,8.05E+02,0.010526316,24555,5,0.07,8,0.38,E,,,"01,40,02",01;02.07;40.03;02.07.03;02;01.05;40;01.05.01;,METABOLISM; SUBCELLULAR LOCALISATION; ENERGY; ,c.1,c.1.2;,Alpha and beta proteins (a/b),TIM beta/alpha-barrel,0,Unknown,C,low,aroKB-damX-dam-rpe-gph-trpS,604,no,2.90579588
RLUB_ECOLI,P37765,Ribosomal large subunit pseudouridine synthase B (EC 4.2.1.70) (Pseudouridylate synthase),6,238,15,0.4,1.51E+00,3.68E+02,0.011961722,32712,10.81,-0.58,12,,,,,99,99;,UNCLASSIFIED PROTEINS; ,d.58,d.58.35;,Alpha and beta proteins (a+b),Ferredoxin-like,0,Cytoplasmic,,low,,605,no,2.565847819
ECOT_ECOLI,P23827,Ecotin precursor,6,236,7,0.86,6.20E+00,8.35E+02,0.005582137,18193,7.19,-0.26,4,,,,,62,62.02.01.02;62.02.01.02.03;62.02;62;62.02.01;,PROTEIN ACTIVITY REGULATION; ,b.16,b.16.1;,All beta proteins,"Ecotin, trypsin inhibitor",0,Periplasmic,P,low,,606,no,2.921686475
NUSB_ECOLI,P04381,N utilization substance protein B (NusB protein),6,236,8,0.75,4.62E+00,7.04E+02,0.013556619,15690,7.3,-0.22,2,,,,1.21,"63,04",04.01;63;04;04.01.01;04.05;63.03.03;04.05.01;63.03;04.05.01.04;04.05.01.04.99;,PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); TRANSCRIPTION; ,a.79,a.79.1;,All alpha proteins,Antitermination factor NusB,0,Unknown,C,low,,607,no,2.847572659
YGGS_ECOLI,P52054,Hypothetical UPF0001 protein yggS,6,235,10,0.6,2.98E+00,5.46E+02,0.007177033,25789,6.52,-0.2,3,,N,,,99,99;,UNCLASSIFIED PROTEINS; ,c.1,c.1.6;,Alpha and beta proteins (a/b),TIM beta/alpha-barrel,0,Cytoplasmic,C,low,,608,no,2.737192643
PARC_ECOLI,P20082,Topoisomerase IV subunit A (EC 5.99.1.-),5,208,33,0.15,4.17E-01,1.74E+02,0.00861244,83833,6.66,-0.37,26,0.42,E,,,"11,03,40",03.01.03.01;11.01.06;11.05.01;03.01.03;03.01;11.05;11.01;03;11.05.01.01;11;40;40.37;11.01.05;,"CELL RESCUE, DEFENSE AND VIRULENCE; CELL CYCLE AND DNA PROCESSING; SUBCELLULAR LOCALISATION; ",e.11,e.11.1;,Multi-domain proteins (alpha and beta),Type II DNA topoisomerase,0,Cytoplasmic,,low,,609,no,2.240549248
GALE_ECOLI,P09147,UDP-glucose 4-epimerase (EC 5.1.3.2) (Galactowaldenase) (UDP-galactose 4-epimerase),6,229,14,0.43,1.68E+00,3.92E+02,0.018341308,37266,6.32,-0.31,9,0.43,N,,,"01,63,40",01;63;63.21.07;40.03;01.05;40;63.21;01.05.01;01.05.01.01;01.05.01.01.01;,METABOLISM; PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); SUBCELLULAR LOCALISATION; ,"c.3,c.2",c.2.1;c.2.1;c.3.1;,Alpha and beta proteins (a/b),"NAD(P)-binding Rossmann-fold domains,FAD/NAD(P)-binding domain",0,Unknown,,low,galETKM,610,no,2.593286067
HISX_ECOLI,P06988,Histidinol dehydrogenase (EC 1.1.1.23) (HDH),6,229,11,0.55,2.51E+00,4.94E+02,0.004784689,45980,4.91,-0.02,10,,,,,"67,01,63,40,06",01.01.01;01;63;63.21.07;01.01.01.11;40.03;67.15;06;01.01;06.10;01.01.01.11.15;40;63.21;67;,"TRANSPORT FACILITATION; METABOLISM; PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); SUBCELLULAR LOCALISATION; PROTEIN FATE (folding, modification, destination); ",c.82,c.82.1;,Alpha and beta proteins (a/b),ALDH-like,0,Unknown,C,low,hisGDCBHAFI,611,no,2.693726949
YEEX_ECOLI,P76367,Hypothetical UPF0265 protein yeeX,5,209,3,1.67,4.54E+01,2.66E+03,0.014354067,12779,10.11,-0.85,4,,,,,99,99;,UNCLASSIFIED PROTEINS; ,,,,,0,Cytoplasmic,,high,,612,no,3.424881637
YGGN_ECOLI,P46143,Hypothetical protein yggN,5,208,12,0.42,1.61E+00,3.82E+02,0.005741627,26430,9.54,-0.47,10,0.38,N,,,99,99;,UNCLASSIFIED PROTEINS; ,,,,,0,Unknown,P,low,,613,no,2.582063363
RNC_ECOLI,P05797,Ribonuclease III (EC 3.1.26.3) (RNase III),5,205,12,0.42,1.61E+00,3.82E+02,0.009569378,25551,6.89,-0.45,5,,,,,"01,63,40,04",01;01.03;04.01;63;01.03.16;04;01.03.16.01;63.03.03;63.03;40;04.01.04;40.02;,METABOLISM; PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); SUBCELLULAR LOCALISATION; TRANSCRIPTION; ,"d.50,a.149",d.50.1;a.149.1;,"Alpha and beta proteins (a+b),All alpha proteins","dsRBD-like,RNase III endonuclease domain",0,Cytoplasmic,C,low,rnc-era-recO,614,no,2.582063363
PDXY_ECOLI,P77150,Pyridoxamine kinase (EC 2.7.1.35) (PM kinase),6,223,10,0.6,2.98E+00,5.46E+02,0.005582137,31323,6.51,0.11,7,,N,,,"63,10",63;10;10.01;10.01.05.01;10.01.01;63.21.17;63.21;,PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION MECHANISM; ,,,,,0,Cytoplasmic,C,low,,615,no,2.737192643
HEM3_ECOLI,P06983,Porphobilinogen deaminase (EC 2.5.1.61) (PBG) (Hydroxymethylbilane synthase) (HMBS) (Pre-u,5,192,17,0.29,9.68E-01,2.84E+02,0.004784689,33867,5.22,-0.07,8,,,,,"01,63,40",01.20.19.01;01;63;40.03;01.20.19;40;63.21;01.20;63.21.99;,METABOLISM; PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); SUBCELLULAR LOCALISATION; ,"c.94,d.50",d.50.2;c.94.1;,"Alpha and beta proteins (a/b),Alpha and beta proteins (a+b)","Periplasmic binding protein-like II,dsRBD-like",0,Cytoplasmic,C,low,hemCDXY,616,no,2.45331834
TEHB_ECOLI,P25397,Tellurite resistance protein tehB,6,211,11,0.55,2.51E+00,4.94E+02,0.004784689,22532,7.36,-0.38,7,0.34,N,,,11,11.05.01.03;11.05.01;11.05.01.03.03;11;11.05;,"CELL RESCUE, DEFENSE AND VIRULENCE; ",c.66,c.66.1;,Alpha and beta proteins (a/b),S-adenosyl-L-methionine-dependent methyltransferases,0,Cytoplasmic,C,low,tehAB,617,no,2.693726949
PNCB_ECOLI,P18133,Nicotinate phosphoribosyltransferase (EC 2.4.2.11) (NAPRTase),6,210,22,0.27,8.74E-01,2.68E+02,0.006379585,45767,6.68,-0.3,18,,,,,1,01;01.07;01.07.01;,METABOLISM; ,,,,,0,Cytoplasmic,,low,pncB,618,no,2.428134794
YBIT_ECOLI,P75790,Hypothetical ABC transporter ATP-binding protein ybiT,5,186,21,0.24,7.30E-01,2.41E+02,0.013397129,59859,4.82,-0.38,24,,N,,,99,99;,UNCLASSIFIED PROTEINS; ,c.37,c.37.1;,Alpha and beta proteins (a/b),P-loop containing nucleotide triphosphate hydrolases,0,CytoplasmicMembrane,,low,,619,no,2.382017043
CPXR_ECOLI,P16244,Transcriptional regulatory protein cpxR,5,168,7,0.71,4.18E+00,6.64E+02,0.005741627,26313,5.43,-0.34,8,0.35,N,,,"11,30,10,04",10;04;30;04.05;11.05.01;04.05.01;04.05.01.04;10.05;11;30.28;11.05;,"CELL RESCUE, DEFENSE AND VIRULENCE; CONTROL OF CELLULAR ORGANIZATION; CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION MECHANISM; TRANSCRIPTION; ","c.23,a.4",c.23.1;a.4.6;c.23.1;,"Alpha and beta proteins (a/b),All alpha proteins","DNA/RNA-binding 3-helical bundle,Flavodoxin-like",0,Cytoplasmic,,low,,620,no,2.822168079
T1RK_ECOLI,P08956,Type I restriction enzyme EcoKI R protein (EC 3.1.21.3) (R.EcoKI),5,164,63,0.08,2.01E-01,1.14E+02,0.011483254,136103,5.84,-0.49,32,0.39,N,,,"63,03,40",63.03.01;03;63.19;63;40.03;63.03;03.01.09;40;03.01.09.03;03.01;63.19.03;,PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); CELL CYCLE AND DNA PROCESSING; SUBCELLULAR LOCALISATION; ,,,,,0,Cytoplasmic,,low,,621,no,2.056904851
YHIR_ECOLI,P37634,Hypothetical protein yhiR,6,192,17,0.35,1.25E+00,3.30E+02,0.004784689,31943,9.47,-0.36,11,0.44,N,,,99,99;,UNCLASSIFIED PROTEINS; ,,,,,0,Cytoplasmic,,low,,622,no,2.51851394
HRPA_ECOLI,P43329,ATP-dependent helicase hrpA,5,146,73,0.07,1.71E-01,1.04E+02,0.005741627,149029,7.94,-0.44,40,,,,,"63,04",63.19;63;04;04.05.05.01.99;04.05;63.03.03;63.03;04.05.05;04.05.05.01;63.19.03;,PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); TRANSCRIPTION; ,,,,,0,CytoplasmicMembrane,,low,,623,no,2.017033339
RHLB_ECOLI,P24229,ATP-dependent RNA helicase rhlB (EC 3.6.1.-),5,134,21,0.24,7.30E-01,2.41E+02,0.005741627,46996,7.7,-0.35,10,,,,,"63,03,40,04",63.19;63;03.01.05.01;04.05;04.05.05;63.03;63.19.03;03.01;03;04;63.03.03;04.05.05.11;40.37;40;03.01.05;,PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); CELL CYCLE AND DNA PROCESSING; SUBCELLULAR LOCALISATION; TRANSCRIPTION; ,c.37,c.37.1;c.37.1;,Alpha and beta proteins (a/b),P-loop containing nucleotide triphosphate hydrolases,0,Unknown,,low,,624,no,2.382017043
DUT_ECOLI,P06968,Deoxyuridine 5'-triphosphate nucleotidohydrolase (EC 3.6.1.23) (dUTPase) (dUTP pyrophospha,5,360,3,1.67,4.54E+01,2.66E+03,0.01722488,16157,4.93,0,8,,,,,"01,03,40",01;01.03;03;01.03.07.01;01.03.07.03;40.03;03.03;01.03.07;03.01.03;40;03.01;01.03.04;,METABOLISM; CELL CYCLE AND DNA PROCESSING; SUBCELLULAR LOCALISATION; ,b.85,b.85.4;,All beta proteins,beta-clip,0,Cytoplasmic,C,high,,625,no,3.424881637
YBGI_ECOLI,P75743,Hypothetical UPF0135 protein ybgI,5,306,9,0.56,2.59E+00,5.04E+02,0.004784689,26894,4.96,-0.13,7,,N,,,99,99;,UNCLASSIFIED PROTEINS; ,,,,,0,Unknown,C,low,,626,no,2.702430536
USPA_ECOLI,P28242,Universal stress protein A,5,304,4,1.25,1.68E+01,1.49E+03,0.019138756,15936,5.02,-0.07,7,0.51,N,,1.25,99,99;,UNCLASSIFIED PROTEINS; ,c.29,c.29.1;,Alpha and beta proteins (a/b),ETFP adenine nucleotide-binding domain-like,0,Cytoplasmic,IM,low,uspA,627,no,3.173186268
EXBB_ECOLI,P18783,Biopolymer transport exbB protein,5,300,7,0.71,4.18E+00,6.64E+02,0.006698565,26288,8.42,0.26,5,0.38,N,,,"67,63,40,08,06",63;63.01;40;40.30;06;08;06.01;67;,"TRANSPORT FACILITATION; PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); SUBCELLULAR LOCALISATION; CELLULAR TRANSPORT AND TRANSPORT MECHANISMS; PROTEIN FATE (folding, modification, destination); ",,,,,3,CytoplasmicMembrane,,low,exbBD,628,no,2.822168079
OSMY_ECOLI,P27291,Osmotically inducible protein Y precursor,5,286,7,0.71,4.18E+00,6.64E+02,0.018181818,21075,6.82,-0.29,11,0.45,?,,,"11,40",11.01;40.28;11;40;11.01.03;,"CELL RESCUE, DEFENSE AND VIRULENCE; SUBCELLULAR LOCALISATION; ",,,,,0,Periplasmic,P,low,osmY,629,no,2.822168079
THIF_ECOLI,P30138,Adenylyltransferase thiF (EC 2.7.7.-),4,251,9,0.44,1.78E+00,4.05E+02,0.004784689,26971,4.53,-0.04,7,0.27,N,,,"01,63,62",01;62.01;63.17;62.01.07;63;63.01;01.07;63.17.09;01.07.01;62;,METABOLISM; PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); PROTEIN ACTIVITY REGULATION; ,c.111,c.111.1;,Alpha and beta proteins (a/b),Molybdenum cofactor biosynthesis protein MoeB,1,Unknown,,low,thiCEFGH,630,no,2.607455023
YRAP_ECOLI,P45467,Hypothetical protein yraP precursor,5,274,8,0.63,3.22E+00,5.71E+02,0.007655502,20029,9.7,0.04,5,0.37,N,,,"11,40",11.01;40.28;11;40;11.01.03;,"CELL RESCUE, DEFENSE AND VIRULENCE; SUBCELLULAR LOCALISATION; ",,,,,1,Periplasmic,OM,low,ecfH,631,no,2.756636108
FUR_ECOLI,P06975,Ferric uptake regulation protein (Ferric uptake regulator),5,268,8,0.63,3.22E+00,5.71E+02,0.03923445,16796,6.07,-0.56,5,0.48,N,,,"40,13,04",13.01;13.01.01;04;04.05;13;40.03;04.05.01;04.05.01.04;40;13.01.01.01;,SUBCELLULAR LOCALISATION; REGULATION OF / INTERACTION WITH CELLULAR ENVIRONMENT; TRANSCRIPTION; ,,,,,0,Cytoplasmic,C,low,fldA-fur,632,no,2.756636108
MLTA_ECOLI,P46885,Membrane-bound lytic murein transglycosylase A precursor (EC 3.2.1.-) (Murein hydrolase A),5,263,14,0.36,1.28E+00,3.33E+02,0.004784689,40412,9.85,-0.41,12,0.41,N,,,"01,03,40,30",01;03;40.31;30;30.31;03.03;03.03.03;01.05;40;01.05.01;01.05.01.01;,METABOLISM; CELL CYCLE AND DNA PROCESSING; SUBCELLULAR LOCALISATION; CONTROL OF CELLULAR ORGANIZATION; ,,,,,0,Unknown,,low,,633,no,2.522444234
YFCB_ECOLI,P39199,Hypothetical adenine-specific methylase yfcB (EC 2.1.1.72),4,223,6,0.67,3.64E+00,6.13E+02,0.013157895,35003,4.45,-0.15,6,,,,,6,06.07;06.07.09;06;,"PROTEIN FATE (folding, modification, destination); ",c.66,c.66.1;,Alpha and beta proteins (a/b),S-adenosyl-L-methionine-dependent methyltransferases,0,Cytoplasmic,,low,,634,no,2.787460475
LPXA_ECOLI,P10440,Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase (EC 2.3.1.129) (UDP,5,246,7,0.71,4.18E+00,6.64E+02,0.018181818,28081,7.12,0,11,,,,,"01,40,06",01.06;01;06.10;40.03;40;06;01.06.01.03;01.06.01;,"METABOLISM; SUBCELLULAR LOCALISATION; PROTEIN FATE (folding, modification, destination); ",b.81,b.81.1;b.81.1;b.81.1;b.81.1;,All beta proteins,Single-stranded left-handed beta-helix,0,Cytoplasmic,,low,,635,no,2.822168079
TRMU_ECOLI,P25745,Probable tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase (EC 2.1.1.61),5,246,11,0.45,1.85E+00,4.14E+02,0.009569378,40847,5,-0.25,12,,,,,"40,04",04;04.03;40.03;04.03.06;40;,SUBCELLULAR LOCALISATION; TRANSCRIPTION; ,c.26,c.26.2;,Alpha and beta proteins (a/b),Adenine nucleotide alpha hydrolase-like,0,Cytoplasmic,,low,,636,no,2.617000341
GALM_ECOLI,P40681,Aldose 1-epimerase (EC 5.1.3.3) (Mutarotase),5,244,12,0.42,1.61E+00,3.82E+02,0.00861244,38192,4.67,-0.47,15,0.38,N,,,"01,40,02",01;02.01;40.03;02;01.05;40;01.05.01;,METABOLISM; SUBCELLULAR LOCALISATION; ENERGY; ,b.30,b.30.5;,All beta proteins,Supersandwich,0,Periplasmic,C,low,galETKM,637,no,2.582063363
ADH3_ECOLI,P25437,Alcohol dehydrogenase class III (EC 1.1.1.1) (Glutathione-dependent formaldehyde dehydroge,5,240,10,0.5,2.16E+00,4.53E+02,0.00861244,39360,6.24,-0.01,13,0.49,N,,,"67,01,63",01;63.17;63;01.05.01.01.03;63.17.09;01.05;67.15;01.05.01;01.05.01.01;67;,TRANSPORT FACILITATION; METABOLISM; PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); ,"b.35,c.2",b.35.1;c.2.1;,"Alpha and beta proteins (a/b),All beta proteins","NAD(P)-binding Rossmann-fold domains,GroES-like",0,Cytoplasmic,,low,,638,no,2.656098202
NLPD_ECOLI,P33648,Lipoprotein nlpD precursor,5,239,9,0.56,2.59E+00,5.04E+02,0.006698565,40150,10.35,-0.4,14,0.33,N,,,30,30.01;30;30.30;,CONTROL OF CELLULAR ORGANIZATION; ,,,,,0,Unknown,,low,nlpD-rpoS,639,no,2.702430536
RBD1_ECOLI,P37760,dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133) (dTDP-4-keto-L-rhamnose reductase) (dTDP-6,5,236,10,0.5,2.16E+00,4.53E+02,0.006698565,32695,5.68,-0.09,4,0.28,N,,,"67,01,63",01;63;63.21.07;67.15;01.05;01.05.01;01.06;01.05.01.03.02;63.21;01.06.01;01.06.01.03;67;01.05.01.03;,TRANSPORT FACILITATION; METABOLISM; PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); ,c.2,c.2.1;,Alpha and beta proteins (a/b),NAD(P)-binding Rossmann-fold domains,0,Unknown,,low,rfbBDACX,640,no,2.656098202
YLIJ_ECOLI,P75805,Hypothetical GST-like protein yliJ,4,211,11,0.36,1.31E+00,3.39E+02,0.004784689,23714,4.89,-0.2,6,,N,,,11,11.07.07;11;11.07.07.03;11.07;,"CELL RESCUE, DEFENSE AND VIRULENCE; ","c.47,a.45",c.47.1;a.45.1;,"Alpha and beta proteins (a/b),All alpha proteins","Glutathione S-transferases, C-terminal domain,Thioredoxin fold",0,Cytoplasmic,,low,,641,no,2.530199698
ILVH_ECOLI,P00894,Acetolactate synthase isozyme III small subunit (EC 2.2.1.6) (AHAS-III) (Acetohydroxy-acid,4,204,9,0.44,1.78E+00,4.05E+02,0.004784689,17978,9.12,-0.05,7,0.24,N,,,"01,63,06",01.01.01;01.01;01;06.10;63;01.01.01.15.02;01.01.01.15.04;63.01;06;01.01.01.15;,"METABOLISM; PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); PROTEIN FATE (folding, modification, destination); ",,,,,0,Cytoplasmic,,low,ilvIH,642,no,2.607455023
GNSB_ECOLI,P77695,GnsB protein,5,229,4,1.25,1.68E+01,1.49E+03,0.014354067,6549,9.8,-0.48,4,,?,,,1,01.06;01;01.06.01;01.06.01.05;,METABOLISM; ,,,,,0,Unknown,,low,,643,no,3.173186268
ILVE_ECOLI,P00510,Branched-chain-amino-acid aminotransferase (EC 2.6.1.42) (Transaminase B) (BCAT),5,229,10,0.5,2.16E+00,4.53E+02,0.006698565,33964,5.68,-0.17,6,0.47,N,,,"01,63",01.01.01;01.01;01;63;01.01.01.15.02;01.01.01.15.04;63.01;63.21.17;63.21;01.01.01.15;,METABOLISM; PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); ,e.17,e.17.1;,Multi-domain proteins (alpha and beta),D-amino acid aminotransferase-like PLP-dependent enzymes,0,Unknown,,low,ilvLG_1G_2MEDA,644,no,2.656098202
PTSN_ECOLI,P31222,Nitrogen regulatory IIA protein (EC 2.7.1.69) (Enzyme IIA-NTR) (Phosphotransferase enzyme,5,229,7,0.71,4.18E+00,6.64E+02,0.012440191,17961,5.71,-0.17,4,0.37,E,,,1,01.05.04;01;01.02.01;01.05;01.02;01.05.01;,METABOLISM; ,d.112,d.112.1;,Alpha and beta proteins (a+b),Phoshotransferase/anion transport protein,0,Cytoplasmic,,low,rpoN-yhbH-ptsN-yhbJ-ptsO,645,no,2.822168079
