Entry	Status	Protein names	Gene names	Cofactor	Entry name	Gene ontology IDs	Gene ontology (GO)	Gene ontology (biological process)	Mass	Metal binding	Keyword ID	Annotation	Function [CC]
P77272	reviewed	PTS system N-acetylmuramic acid-specific EIIBC component (EIIBC-MurNAc) [Includes: N-acetylmuramic acid-specific phosphotransferase enzyme IIB component (EC 2.7.1.192) (PTS system N-acetylmuramic acid-specific EIIB component); N-acetylmuramic acid permease IIC component (PTS system N-acetylmuramic acid-specific EIIC component)]	murP yfeV b2429 JW2422		PTYBC_ECOLI	GO:0005886; GO:0005887; GO:0008982; GO:0009401; GO:0016020; GO:0016301; GO:0034219; GO:0090588	integral component of plasma membrane [GO:0005887]; membrane [GO:0016020]; plasma membrane [GO:0005886]; kinase activity [GO:0016301]; protein-N(PI)-phosphohistidine-sugar phosphotransferase activity [GO:0008982]; protein-phosphocysteine-N-acetylmuramate phosphotransferase system transporter activity [GO:0090588]; carbohydrate transmembrane transport [GO:0034219]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	carbohydrate transmembrane transport [GO:0034219]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	49,802		KW-0418; KW-0472; KW-0598; KW-0762; KW-0808; KW-0812; KW-0813; KW-0997; KW-1003; KW-1133; KW-1185	4 out of 5	FUNCTION: The phosphoenolpyruvate-dependent sugar phosphotransferase system (sugar PTS), a major carbohydrate active transport system, catalyzes the phosphorylation of incoming sugar substrates concomitantly with their translocation across the cell membrane. This system is involved in N-acetylmuramic acid (MurNAc) transport, yielding cytoplasmic MurNAc-6-P. Is responsible for growth on MurNAc as the sole source of carbon and energy. Is also able to take up anhydro-N-acetylmuramic acid (anhMurNAc), but cannot phosphorylate the carbon 6, probably because of the 1,6-anhydro ring. {ECO:0000269|PubMed:15060041, ECO:0000269|PubMed:16452451}.
P76535	reviewed	N-acetylmuramic acid 6-phosphate etherase (MurNAc-6-P etherase) (EC 4.2.1.126) (N-acetylmuramic acid 6-phosphate hydrolase) (N-acetylmuramic acid 6-phosphate lyase)	murQ yfeU b2428 JW2421		MURQ_ECOLI	GO:0005975; GO:0009254; GO:0016803; GO:0016835; GO:0046348; GO:0097173; GO:0097175; GO:0097367	carbohydrate derivative binding [GO:0097367]; carbon-oxygen lyase activity [GO:0016835]; ether hydrolase activity [GO:0016803]; 1,6-anhydro-N-acetyl-beta-muramic acid catabolic process [GO:0097175]; amino sugar catabolic process [GO:0046348]; carbohydrate metabolic process [GO:0005975]; N-acetylmuramic acid catabolic process [GO:0097173]; peptidoglycan turnover [GO:0009254]	1,6-anhydro-N-acetyl-beta-muramic acid catabolic process [GO:0097175]; amino sugar catabolic process [GO:0046348]; carbohydrate metabolic process [GO:0005975]; N-acetylmuramic acid catabolic process [GO:0097173]; peptidoglycan turnover [GO:0009254]	31,220		KW-0119; KW-0456; KW-1185	5 out of 5	FUNCTION: Specifically catalyzes the cleavage of the D-lactyl ether substituent of MurNAc 6-phosphate, producing GlcNAc 6-phosphate and D-lactate. Is required for growth on MurNAc as the sole source of carbon and energy. Together with AnmK, is also required for the utilization of anhydro-N-acetylmuramic acid (anhMurNAc) either imported from the medium or derived from its own cell wall murein, and thus plays a role in cell wall recycling. {ECO:0000269|PubMed:15983044, ECO:0000269|PubMed:16452451}.
P06722	reviewed	DNA mismatch repair protein MutH (Methyl-directed mismatch repair protein)	mutH mutR prv b2831 JW2799		MUTH_ECOLI	GO:0000018; GO:0003677; GO:0004519; GO:0005737; GO:0006298; GO:0006304; GO:0032300; GO:0043765	cytoplasm [GO:0005737]; mismatch repair complex [GO:0032300]; DNA binding [GO:0003677]; endonuclease activity [GO:0004519]; T/G mismatch-specific endonuclease activity [GO:0043765]; DNA modification [GO:0006304]; mismatch repair [GO:0006298]; regulation of DNA recombination [GO:0000018]	DNA modification [GO:0006304]; mismatch repair [GO:0006298]; regulation of DNA recombination [GO:0000018]	25,527		KW-0002; KW-0227; KW-0234; KW-0255; KW-0378; KW-0540; KW-0903; KW-0963; KW-1185	5 out of 5	FUNCTION: Sequence-specific endonuclease that cleaves unmethylated GATC sequences. It is involved in DNA mismatch repair.
P23367	reviewed	DNA mismatch repair protein MutL	mutL b4170 JW4128		MUTL_ECOLI	GO:0000018; GO:0003677; GO:0005524; GO:0006298; GO:0016887; GO:0030983; GO:0032300; GO:0042802	mismatch repair complex [GO:0032300]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; DNA binding [GO:0003677]; identical protein binding [GO:0042802]; mismatched DNA binding [GO:0030983]; mismatch repair [GO:0006298]; regulation of DNA recombination [GO:0000018]	mismatch repair [GO:0006298]; regulation of DNA recombination [GO:0000018]	67,924		KW-0002; KW-0067; KW-0227; KW-0234; KW-0547; KW-1185	5 out of 5	FUNCTION: This protein is involved in the repair of mismatches in DNA. It is required for dam-dependent methyl-directed DNA mismatch repair. May act as a 'molecular matchmaker', a protein that promotes the formation of a stable complex between two or more DNA-binding proteins in an ATP-dependent manner without itself being part of the final effector complex. The ATPase activity of MutL is stimulated by DNA.
P05523	reviewed	Formamidopyrimidine-DNA glycosylase (Fapy-DNA glycosylase) (EC 3.2.2.23) (DNA-(apurinic or apyrimidinic site) lyase MutM) (AP lyase MutM) (EC 4.2.99.18)	mutM fpg b3635 JW3610	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000269|PubMed:1689309};  Note=Binds 1 zinc ion per subunit. {ECO:0000269|PubMed:1689309};	FPG_ECOLI	GO:0000703; GO:0003684; GO:0003906; GO:0004519; GO:0006284; GO:0006285; GO:0006289; GO:0006974; GO:0008270; GO:0008534; GO:0019104; GO:0034039; GO:0046872; GO:0140078	8-oxo-7,8-dihydroguanine DNA N-glycosylase activity [GO:0034039]; class I DNA-(apurinic or apyrimidinic site) endonuclease activity [GO:0140078]; damaged DNA binding [GO:0003684]; DNA N-glycosylase activity [GO:0019104]; DNA-(apurinic or apyrimidinic site) endonuclease activity [GO:0003906]; endonuclease activity [GO:0004519]; metal ion binding [GO:0046872]; oxidized purine nucleobase lesion DNA N-glycosylase activity [GO:0008534]; oxidized pyrimidine nucleobase lesion DNA N-glycosylase activity [GO:0000703]; zinc ion binding [GO:0008270]; base-excision repair [GO:0006284]; base-excision repair, AP site formation [GO:0006285]; cellular response to DNA damage stimulus [GO:0006974]; nucleotide-excision repair [GO:0006289]	base-excision repair [GO:0006284]; base-excision repair, AP site formation [GO:0006285]; cellular response to DNA damage stimulus [GO:0006974]; nucleotide-excision repair [GO:0006289]	30,290		KW-0002; KW-0227; KW-0234; KW-0238; KW-0326; KW-0378; KW-0456; KW-0479; KW-0511; KW-0862; KW-0863; KW-0903; KW-1185	5 out of 5	FUNCTION: Involved in base excision repair of DNA damaged by oxidation or by mutagenic agents. Acts as DNA glycosylase that recognizes and removes damaged bases. Has a preference for oxidized purines, such as 7,8-dihydro-8-oxoguanine (8-oxoG) and its derivatives such as guanidinohydantoin:C and spiroiminodihydantoin:C, however it also acts on thymine glycol:G, 5,6-dihydrouracil:G and 5-hydroxyuracil:G. Has AP (apurinic/apyrimidinic) lyase activity and introduces nicks in the DNA strand. Cleaves the DNA backbone by beta-delta elimination to generate a single-strand break at the site of the removed base with both 3'- and 5'-phosphates. Cleaves ssDNA containing an AP site. {ECO:0000269|PubMed:1689309, ECO:0000269|PubMed:20031487}.
P23909	reviewed	DNA mismatch repair protein MutS	mutS fdv b2733 JW2703		MUTS_ECOLI	GO:0000018; GO:0003684; GO:0005524; GO:0005829; GO:0006298; GO:0006974; GO:0008094; GO:0008301; GO:0016887; GO:0030983; GO:0032136; GO:0032300; GO:0042802; GO:0043531	cytosol [GO:0005829]; mismatch repair complex [GO:0032300]; adenine/cytosine mispair binding [GO:0032136]; ADP binding [GO:0043531]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; damaged DNA binding [GO:0003684]; DNA binding, bending [GO:0008301]; DNA-dependent ATPase activity [GO:0008094]; identical protein binding [GO:0042802]; mismatched DNA binding [GO:0030983]; cellular response to DNA damage stimulus [GO:0006974]; mismatch repair [GO:0006298]; regulation of DNA recombination [GO:0000018]	cellular response to DNA damage stimulus [GO:0006974]; mismatch repair [GO:0006298]; regulation of DNA recombination [GO:0000018]	95,247		KW-0002; KW-0067; KW-0227; KW-0234; KW-0238; KW-0547; KW-1185	5 out of 5	FUNCTION: This protein is involved in the repair of mismatches in DNA. It is possible that it carries out the mismatch recognition step. This protein has a weak ATPase activity.
P08337	reviewed	8-oxo-dGTP diphosphatase (8-oxo-dGTPase) (EC 3.6.1.55) (7,8-dihydro-8-oxoguanine-triphosphatase) (Mutator protein MutT) (dGTP pyrophosphohydrolase)	mutT b0099 JW0097	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420;  Note=Binds 1 Mg(2+) ion per subunit.;	MUTT_ECOLI	GO:0000287; GO:0006260; GO:0006281; GO:0008413; GO:0030145; GO:0035539; GO:0044715; GO:0044716	8-oxo-7,8-dihydrodeoxyguanosine triphosphate pyrophosphatase activity [GO:0035539]; 8-oxo-7,8-dihydroguanosine triphosphate pyrophosphatase activity [GO:0008413]; 8-oxo-dGDP phosphatase activity [GO:0044715]; 8-oxo-GDP phosphatase activity [GO:0044716]; magnesium ion binding [GO:0000287]; manganese ion binding [GO:0030145]; DNA repair [GO:0006281]; DNA replication [GO:0006260]	DNA repair [GO:0006281]; DNA replication [GO:0006260]	14,927	METAL 38;  /note="Magnesium; via carbonyl oxygen"; METAL 53;  /note="Magnesium"; METAL 56;  /note="Magnesium"; METAL 57;  /note="Magnesium"	KW-0002; KW-0227; KW-0234; KW-0235; KW-0378; KW-0460; KW-0479; KW-0515; KW-0903; KW-1185	5 out of 5	FUNCTION: Involved in the GO system responsible for removing an oxidatively damaged form of guanine (7,8-dihydro-8-oxoguanine) from DNA and the nucleotide pool. 8-oxo-dGTP is inserted opposite dA and dC residues of template DNA with almost equal efficiency thus leading to A.T to G.C transversions. MutT specifically degrades 8-oxo-dGTP to the monophosphate. {ECO:0000269|PubMed:1309939, ECO:0000269|PubMed:15850400}.
P17802	reviewed	Adenine DNA glycosylase (EC 3.2.2.31) (A/G-specific adenine glycosylase)	mutY micA b2961 JW2928	COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000269|PubMed:9846876};  Note=Binds 1 [4Fe-4S] cluster. The cluster does not appear to play a role in catalysis, but is probably involved in the proper positioning of the enzyme along the DNA strand.;	MUTY_ECOLI	GO:0000701; GO:0006281; GO:0006284; GO:0006298; GO:0032357; GO:0034039; GO:0035485; GO:0046872; GO:0051539	4 iron, 4 sulfur cluster binding [GO:0051539]; 8-oxo-7,8-dihydroguanine DNA N-glycosylase activity [GO:0034039]; adenine/guanine mispair binding [GO:0035485]; metal ion binding [GO:0046872]; oxidized purine DNA binding [GO:0032357]; purine-specific mismatch base pair DNA N-glycosylase activity [GO:0000701]; base-excision repair [GO:0006284]; DNA repair [GO:0006281]; mismatch repair [GO:0006298]	base-excision repair [GO:0006284]; DNA repair [GO:0006281]; mismatch repair [GO:0006298]	39,149	METAL 192;  /note="Iron-sulfur (4Fe-4S)"; METAL 199;  /note="Iron-sulfur (4Fe-4S)"; METAL 202;  /note="Iron-sulfur (4Fe-4S)"; METAL 208;  /note="Iron-sulfur (4Fe-4S)"	KW-0002; KW-0004; KW-0227; KW-0234; KW-0326; KW-0378; KW-0408; KW-0411; KW-0479; KW-1185	4 out of 5	FUNCTION: Adenine glycosylase active on G-A mispairs. MutY also corrects error-prone DNA synthesis past GO lesions which are due to the oxidatively damaged form of guanine: 7,8-dihydro-8-oxoguanine (8-oxo-dGTP). {ECO:0000269|PubMed:1445834, ECO:0000269|PubMed:2682664}.
Q47005	reviewed	Nitrogen assimilation regulatory protein nac (Nitrogen assimilation control protein)	nac b1988 JW1967		NAC_ECOLI	GO:0003677; GO:0003700; GO:0042128; GO:0045892; GO:0045893	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; negative regulation of transcription, DNA-templated [GO:0045892]; nitrate assimilation [GO:0042128]; positive regulation of transcription, DNA-templated [GO:0045893]	negative regulation of transcription, DNA-templated [GO:0045892]; nitrate assimilation [GO:0042128]; positive regulation of transcription, DNA-templated [GO:0045893]	32,835		KW-0010; KW-0238; KW-0534; KW-0678; KW-0804; KW-0805; KW-1185	3 out of 5	FUNCTION: Transcriptional activator for the hut, put and ure operons and repressor for the gdh and gltB operons in response to nitrogen limitation. Negative regulator of its own expression (By similarity). {ECO:0000250}.
P11458	reviewed	Quinolinate synthase A (EC 2.5.1.72)	nadA nicA b0750 JW0733	COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000269|PubMed:15898769, ECO:0000269|PubMed:15967443};  Note=Binds 1 [4Fe-4S] cluster per subunit. {ECO:0000269|PubMed:15898769, ECO:0000269|PubMed:15967443};	NADA_ECOLI	GO:0005829; GO:0008987; GO:0034628; GO:0046872; GO:0051539	cytosol [GO:0005829]; 4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; quinolinate synthetase A activity [GO:0008987]; 'de novo' NAD biosynthetic process from aspartate [GO:0034628]	'de novo' NAD biosynthetic process from aspartate [GO:0034628]	38,241		KW-0004; KW-0408; KW-0411; KW-0479; KW-0662; KW-0676; KW-0808; KW-0903; KW-0963; KW-1015; KW-1185	5 out of 5	FUNCTION: Catalyzes the condensation of iminoaspartate with dihydroxyacetone phosphate to form quinolinate. {ECO:0000269|PubMed:10648170, ECO:0000269|PubMed:15898769, ECO:0000269|PubMed:15967443}.
P10902	reviewed	L-aspartate oxidase (LASPO) (EC 1.4.3.16) (Quinolinate synthase B)	nadB nicB b2574 JW2558	COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; 	NADB_ECOLI	GO:0005829; GO:0008734; GO:0034628; GO:0044318; GO:0050660	cytosol [GO:0005829]; flavin adenine dinucleotide binding [GO:0050660]; L-aspartate oxidase activity [GO:0008734]; L-aspartate:fumarate oxidoreductase activity [GO:0044318]; 'de novo' NAD biosynthetic process from aspartate [GO:0034628]	'de novo' NAD biosynthetic process from aspartate [GO:0034628]	60,337		KW-0002; KW-0274; KW-0285; KW-0560; KW-0662; KW-0903; KW-0963; KW-1015; KW-1185	5 out of 5	FUNCTION: Catalyzes the oxidation of L-aspartate to iminoaspartate.
P30011	reviewed	Nicotinate-nucleotide pyrophosphorylase [carboxylating] (EC 2.4.2.19) (Quinolinate phosphoribosyltransferase [decarboxylating]) (QAPRTase)	nadC b0109 JW0105		NADC_ECOLI	GO:0004514; GO:0005737; GO:0005829; GO:0009435; GO:0034213; GO:0034628	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nicotinate-nucleotide diphosphorylase (carboxylating) activity [GO:0004514]; 'de novo' NAD biosynthetic process from aspartate [GO:0034628]; NAD biosynthetic process [GO:0009435]; quinolinate catabolic process [GO:0034213]	'de novo' NAD biosynthetic process from aspartate [GO:0034628]; NAD biosynthetic process [GO:0009435]; quinolinate catabolic process [GO:0034213]	32,762		KW-0328; KW-0662; KW-0808; KW-1185	4 out of 5	FUNCTION: Involved in the catabolism of quinolinic acid (QA). {ECO:0000250}.
P0A752	reviewed	Nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18) (Deamido-NAD(+) diphosphorylase) (Deamido-NAD(+) pyrophosphorylase) (Nicotinate mononucleotide adenylyltransferase) (NaMN adenylyltransferase)	nadD ybeN b0639 JW0634		NADD_ECOLI	GO:0000309; GO:0004515; GO:0005524; GO:0009435; GO:0034355; GO:0034628	ATP binding [GO:0005524]; nicotinamide-nucleotide adenylyltransferase activity [GO:0000309]; nicotinate-nucleotide adenylyltransferase activity [GO:0004515]; 'de novo' NAD biosynthetic process from aspartate [GO:0034628]; NAD biosynthetic process [GO:0009435]; NAD salvage [GO:0034355]	'de novo' NAD biosynthetic process from aspartate [GO:0034628]; NAD biosynthetic process [GO:0009435]; NAD salvage [GO:0034355]	24,528		KW-0002; KW-0067; KW-0520; KW-0547; KW-0548; KW-0662; KW-0808; KW-1185	4 out of 5	FUNCTION: Catalyzes the reversible adenylation of nicotinate mononucleotide (NaMN) to nicotinic acid adenine dinucleotide (NaAD). {ECO:0000269|PubMed:10894752}.
P18843	reviewed	NH(3)-dependent NAD(+) synthetase (EC 6.3.1.5) (Nicotinamide adenine dinucleotide synthetase) (NADS) (Nitrogen regulatory protein)	nadE efg ntrL b1740 JW1729		NADE_ECOLI	GO:0003952; GO:0004359; GO:0005524; GO:0005737; GO:0005829; GO:0006974; GO:0008795; GO:0009435; GO:0034355; GO:0034628; GO:0046872	cytoplasm [GO:0005737]; cytosol [GO:0005829]; ATP binding [GO:0005524]; glutaminase activity [GO:0004359]; metal ion binding [GO:0046872]; NAD+ synthase (glutamine-hydrolyzing) activity [GO:0003952]; NAD+ synthase activity [GO:0008795]; 'de novo' NAD biosynthetic process from aspartate [GO:0034628]; cellular response to DNA damage stimulus [GO:0006974]; NAD biosynthetic process [GO:0009435]; NAD salvage [GO:0034355]	'de novo' NAD biosynthetic process from aspartate [GO:0034628]; cellular response to DNA damage stimulus [GO:0006974]; NAD biosynthetic process [GO:0009435]; NAD salvage [GO:0034355]	30,637	METAL 52;  /note="Magnesium";  /evidence="ECO:0000244|PDB:1WXG, ECO:0000244|PDB:1WXH, ECO:0000255|HAMAP-Rule:MF_00193, ECO:0000269|PubMed:15699042"; METAL 165;  /note="Magnesium";  /evidence="ECO:0000244|PDB:1WXG, ECO:0000244|PDB:1WXH, ECO:0000255|HAMAP-Rule:MF_00193, ECO:0000269|PubMed:15699042"	KW-0002; KW-0067; KW-0436; KW-0460; KW-0479; KW-0520; KW-0547; KW-0597; KW-0903; KW-1185	5 out of 5	FUNCTION: Catalyzes the ATP-dependent amidation of deamido-NAD to form NAD. Uses ammonia as a nitrogen source. {ECO:0000255|HAMAP-Rule:MF_00193, ECO:0000269|PubMed:8195100}.
P27278	reviewed	Trifunctional NAD biosynthesis/regulator protein NadR [Includes: Transcriptional regulator NadR; Nicotinamide mononucleotide adenylyltransferase (NMN adenylyltransferase) (NMN-AT) (NMNAT) (EC 2.7.7.1) (Nicotinamide ribonucleotide adenylyltransferase) (Nicotinamide-nucleotide adenylyltransferase); Ribosylnicotinamide kinase (RNK) (EC 2.7.1.22) (Nicotinamide riboside kinase) (NRK) (NmR-K)]	nadR nadI b4390 JW5800		NADR_ECOLI	GO:0000287; GO:0000309; GO:0000986; GO:0005524; GO:0005737; GO:0005886; GO:0009435; GO:0010446; GO:0050262; GO:0051289; GO:0071248	cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; bacterial-type cis-regulatory region sequence-specific DNA binding [GO:0000986]; magnesium ion binding [GO:0000287]; nicotinamide-nucleotide adenylyltransferase activity [GO:0000309]; ribosylnicotinamide kinase activity [GO:0050262]; cellular response to metal ion [GO:0071248]; NAD biosynthetic process [GO:0009435]; protein homotetramerization [GO:0051289]; response to alkaline pH [GO:0010446]	cellular response to metal ion [GO:0071248]; NAD biosynthetic process [GO:0009435]; protein homotetramerization [GO:0051289]; response to alkaline pH [GO:0010446]	47,346		KW-0067; KW-0238; KW-0418; KW-0472; KW-0511; KW-0520; KW-0547; KW-0662; KW-0678; KW-0804; KW-0805; KW-0808; KW-0963; KW-1003; KW-1185	5 out of 5	FUNCTION: This enzyme has three activities: DNA binding, nicotinamide mononucleotide (NMN) adenylyltransferase and ribosylnicotinamide (RN) kinase. The DNA-binding domain binds to the nadB operator sequence in an NAD- and ATP-dependent manner. As NAD levels increase within the cell, the affinity of NadR for the nadB operator regions of nadA, nadB, and pncB increases, repressing the transcription of these genes. The RN kinase activity catalyzes the phosphorylation of RN to form nicotinamide ribonucleotide. The NMN adenylyltransferase activity catalyzes the transfer of the AMP moiety of ATP to nicotinamide ribonucleotide to form NAD(+). The NMN adenylyltransferase domain also functions as the NAD and ATP sensor. {ECO:0000269|PubMed:10464228}.
